Orthogroup	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0000391	Pocillopora_meandrina_HIv1___RNAseq.g2874.t1, Pocillopora_meandrina_HIv1___RNAseq.g24933.t1a	Peve_00007749, Peve_00031132, Peve_00017168, Peve_00029973, Peve_00038902, Peve_00022694, Peve_00009190, Peve_00021523, Peve_00023440, Peve_00012353, Peve_00030730, Peve_00035855, Peve_00011291, Peve_00005588
OG0000393	Pocillopora_meandrina_HIv1___RNAseq.g16001.t1, Pocillopora_meandrina_HIv1___RNAseq.g16217.t1, Pocillopora_meandrina_HIv1___RNAseq.g16199.t1, Pocillopora_meandrina_HIv1___RNAseq.g16218.t1, Pocillopora_meandrina_HIv1___RNAseq.g16237.t1, Pocillopora_meandrina_HIv1___RNAseq.g16227.t1, Pocillopora_meandrina_HIv1___RNAseq.g16232.t1, Pocillopora_meandrina_HIv1___TS.g11256.t1, Pocillopora_meandrina_HIv1___RNAseq.6930_t, Pocillopora_meandrina_HIv1___RNAseq.6936_t, Pocillopora_meandrina_HIv1___RNAseq.g16203.t1, Pocillopora_meandrina_HIv1___TS.g11257.t1, Pocillopora_meandrina_HIv1___RNAseq.g16229.t1, Pocillopora_meandrina_HIv1___RNAseq.g16209.t1, Pocillopora_meandrina_HIv1___TS.g11232.t1, Pocillopora_meandrina_HIv1___RNAseq.6937_t	Peve_00029769
OG0000395	Pocillopora_meandrina_HIv1___RNAseq.g116.t1b, Pocillopora_meandrina_HIv1___RNAseq.g2546.t1, Pocillopora_meandrina_HIv1___RNAseq.g9133.t1, Pocillopora_meandrina_HIv1___RNAseq.g14361.t1, Pocillopora_meandrina_HIv1___RNAseq.g3570.t1, Pocillopora_meandrina_HIv1___RNAseq.g3569.t1, Pocillopora_meandrina_HIv1___RNAseq.g27542.t1, Pocillopora_meandrina_HIv1___TS.g15519.t1, Pocillopora_meandrina_HIv1___TS.g1702.t1, Pocillopora_meandrina_HIv1___RNAseq.g22237.t1, Pocillopora_meandrina_HIv1___RNAseq.g22232.t1, Pocillopora_meandrina_HIv1___RNAseq.g3568.t1, Pocillopora_meandrina_HIv1___RNAseq.g1557.t1, Pocillopora_meandrina_HIv1___TS.g5840.t1, Pocillopora_meandrina_HIv1___TS.g26419.t1a	Peve_00044359, Peve_00029571
OG0000397	Pocillopora_meandrina_HIv1___RNAseq.g22020.t1	Peve_00003171
OG0000397	Pocillopora_meandrina_HIv1___RNAseq.g22252.t1, Pocillopora_meandrina_HIv1___RNAseq.g22245.t1, Pocillopora_meandrina_HIv1___RNAseq.g22259.t1, Pocillopora_meandrina_HIv1___RNAseq.g22239.t1, Pocillopora_meandrina_HIv1___TS.g27000.t1, Pocillopora_meandrina_HIv1___RNAseq.g22225.t1, Pocillopora_meandrina_HIv1___RNAseq.g22255.t1, Pocillopora_meandrina_HIv1___RNAseq.g22376.t1, Pocillopora_meandrina_HIv1___RNAseq.g22234.t1, Pocillopora_meandrina_HIv1___TS.g8344.t1, Pocillopora_meandrina_HIv1___TS.g231.t1, Pocillopora_meandrina_HIv1___TS.g29215.t1	Peve_00044397
OG0000397	Pocillopora_meandrina_HIv1___RNAseq.g19546.t1	Peve_00011212
OG0000401	Pocillopora_meandrina_HIv1___RNAseq.g7665.t1, Pocillopora_meandrina_HIv1___RNAseq.g7650.t1, Pocillopora_meandrina_HIv1___RNAseq.g7657.t1, Pocillopora_meandrina_HIv1___TS.g1391.t1, Pocillopora_meandrina_HIv1___TS.g1384.t1, Pocillopora_meandrina_HIv1___RNAseq.g7645.t1b, Pocillopora_meandrina_HIv1___RNAseq.5345_t, Pocillopora_meandrina_HIv1___RNAseq.g7661.t1, Pocillopora_meandrina_HIv1___RNAseq.g7640.t1, Pocillopora_meandrina_HIv1___RNAseq.g7667.t1, Pocillopora_meandrina_HIv1___RNAseq.g7639.t1, Pocillopora_meandrina_HIv1___RNAseq.g7660.t1, Pocillopora_meandrina_HIv1___RNAseq.g7631.t1b, Pocillopora_meandrina_HIv1___RNAseq.g7632.t1, Pocillopora_meandrina_HIv1___RNAseq.g7630.t1, Pocillopora_meandrina_HIv1___TS.g1378.t1	Peve_00042937
OG0000402	Pocillopora_meandrina_HIv1___RNAseq.g19302.t1	Peve_00000444, Peve_00003255
OG0000402	Pocillopora_meandrina_HIv1___TS.g13231.t1, Pocillopora_meandrina_HIv1___RNAseq.g26909.t1, Pocillopora_meandrina_HIv1___TS.g14254.t1, Pocillopora_meandrina_HIv1___RNAseq.g4987.t1, Pocillopora_meandrina_HIv1___RNAseq.g25022.t1, Pocillopora_meandrina_HIv1___RNAseq.g19027.t1, Pocillopora_meandrina_HIv1___TS.g5936.t1, Pocillopora_meandrina_HIv1___TS.g6464.t1, Pocillopora_meandrina_HIv1___TS.g8584.t1, Pocillopora_meandrina_HIv1___RNAseq.g9150.t1a, Pocillopora_meandrina_HIv1___TS.g12957.t1, Pocillopora_meandrina_HIv1___RNAseq.g14090.t1, Pocillopora_meandrina_HIv1___RNAseq.g14463.t1	Peve_00033300
OG0000403	Pocillopora_meandrina_HIv1___RNAseq.g26890.t1, Pocillopora_meandrina_HIv1___RNAseq.g26889.t1	Peve_00015127, Peve_00006379, Peve_00021411, Peve_00015122, Peve_00029270, Peve_00029271, Peve_00006363, Peve_00015121, Peve_00006362, Peve_00021410, Peve_00015120, Peve_00027406, Peve_00028592, Peve_00021412, Peve_00015124
OG0000404	Pocillopora_meandrina_HIv1___RNAseq.g24277.t1	Peve_00002575, Peve_00002574, Peve_00017789, Peve_00033731, Peve_00035751, Peve_00033728, Peve_00038845, Peve_00033730, Peve_00001531, Peve_00001537, Peve_00001536, Peve_00002567, Peve_00021404, Peve_00002564, Peve_00001534, Peve_00001533
OG0000410	Pocillopora_meandrina_HIv1___RNAseq.g5540.t1	Peve_00009785
OG0000410	Pocillopora_meandrina_HIv1___RNAseq.g1794.t1	Peve_00035918, Peve_00032468, Peve_00019423, Peve_00039412
OG0000420	Pocillopora_meandrina_HIv1___RNAseq.g7598.t1	Peve_00039269, Peve_00035128, Peve_00035131, Peve_00035136, Peve_00035132, Peve_00035133, Peve_00039270, Peve_00008037, Peve_00018837, Peve_00018840, Peve_00027506
OG0000423	Pocillopora_meandrina_HIv1___RNAseq.g3368.t1, Pocillopora_meandrina_HIv1___RNAseq.g14332.t1, Pocillopora_meandrina_HIv1___RNAseq.g2631.t1, Pocillopora_meandrina_HIv1___RNAseq.g742.t1	Peve_00044483, Peve_00028085, Peve_00003188, Peve_00002846
OG0000424	Pocillopora_meandrina_HIv1___RNAseq.g3960.t1, Pocillopora_meandrina_HIv1___RNAseq.g3964.t1, Pocillopora_meandrina_HIv1___RNAseq.g3965.t1, Pocillopora_meandrina_HIv1___RNAseq.g3966.t1, Pocillopora_meandrina_HIv1___TS.g30009.t1, Pocillopora_meandrina_HIv1___RNAseq.g3991.t1b, Pocillopora_meandrina_HIv1___RNAseq.g3963.t1	Peve_00015983, Peve_00015982, Peve_00002348, Peve_00002347, Peve_00013991, Peve_00041461
OG0000426	Pocillopora_meandrina_HIv1___RNAseq.g27971.t1b	Peve_00002547, Peve_00029616, Peve_00033389
OG0000428	Pocillopora_meandrina_HIv1___RNAseq.g8908.t1c	Peve_00002222, Peve_00031615
OG0000428	Pocillopora_meandrina_HIv1___RNAseq.g6208.t1, Pocillopora_meandrina_HIv1___RNAseq.g25832.t1b	Peve_00037464, Peve_00010369
OG0000429	Pocillopora_meandrina_HIv1___RNAseq.g20243.t1	Peve_00017334
OG0000430	Pocillopora_meandrina_HIv1___RNAseq.g9492.t1	Peve_00003662
OG0000430	Pocillopora_meandrina_HIv1___RNAseq.g25085.t1	Peve_00010135
OG0000430	Pocillopora_meandrina_HIv1___RNAseq.g9493.t1, Pocillopora_meandrina_HIv1___RNAseq.g16022.t1, Pocillopora_meandrina_HIv1___RNAseq.g25993.t1, Pocillopora_meandrina_HIv1___RNAseq.g27489.t1	Peve_00000169
OG0000432	Pocillopora_meandrina_HIv1___TS.g13684.t1, Pocillopora_meandrina_HIv1___RNAseq.g16836.t1, Pocillopora_meandrina_HIv1___TS.g11710.t1, Pocillopora_meandrina_HIv1___TS.g13529.t1, Pocillopora_meandrina_HIv1___TS.g12034.t1, Pocillopora_meandrina_HIv1___RNAseq.g14534.t1, Pocillopora_meandrina_HIv1___RNAseq.g29180.t1, Pocillopora_meandrina_HIv1___RNAseq.g16837.t1, Pocillopora_meandrina_HIv1___RNAseq.g13926.t1, Pocillopora_meandrina_HIv1___RNAseq.g21532.t1, Pocillopora_meandrina_HIv1___RNAseq.g15320.t1	Peve_00011598, Peve_00040260, Peve_00040258, Peve_00006249
OG0000433	Pocillopora_meandrina_HIv1___RNAseq.g13962.t1, Pocillopora_meandrina_HIv1___RNAseq.g16689.t1, Pocillopora_meandrina_HIv1___TS.g17525.t1, Pocillopora_meandrina_HIv1___RNAseq.g16683.t1, Pocillopora_meandrina_HIv1___RNAseq.g6147.t1, Pocillopora_meandrina_HIv1___RNAseq.g13967.t1, Pocillopora_meandrina_HIv1___RNAseq.g16682.t1, Pocillopora_meandrina_HIv1___RNAseq.g13964.t1, Pocillopora_meandrina_HIv1___RNAseq.g19401.t1, Pocillopora_meandrina_HIv1___RNAseq.g16688.t1, Pocillopora_meandrina_HIv1___RNAseq.g16681.t1, Pocillopora_meandrina_HIv1___RNAseq.g6146.t1, Pocillopora_meandrina_HIv1___RNAseq.g9907.t1, Pocillopora_meandrina_HIv1___RNAseq.g7335.t1	Peve_00005693
OG0000434	Pocillopora_meandrina_HIv1___RNAseq.g11190.t1	Peve_00009854, Peve_00004271, Peve_00030990
OG0000435	Pocillopora_meandrina_HIv1___RNAseq.g26926.t1, Pocillopora_meandrina_HIv1___RNAseq.g12394.t1, Pocillopora_meandrina_HIv1___RNAseq.g3102.t1, Pocillopora_meandrina_HIv1___TS.g16081.t1, Pocillopora_meandrina_HIv1___TS.g17250.t1, Pocillopora_meandrina_HIv1___TS.g19534.t1, Pocillopora_meandrina_HIv1___RNAseq.g4902.t1, Pocillopora_meandrina_HIv1___TS.g19666.t1, Pocillopora_meandrina_HIv1___RNAseq.g7921.t1, Pocillopora_meandrina_HIv1___RNAseq.g24955.t1, Pocillopora_meandrina_HIv1___RNAseq.g26337.t1, Pocillopora_meandrina_HIv1___RNAseq.g26925.t1, Pocillopora_meandrina_HIv1___RNAseq.g24920.t1	Peve_00005111
OG0000436	Pocillopora_meandrina_HIv1___RNAseq.g25984.t1	Peve_00040284
OG0000436	Pocillopora_meandrina_HIv1___RNAseq.g25990.t1	Peve_00015555, Peve_00006742, Peve_00023068, Peve_00013526, Peve_00016442, Peve_00042232, Peve_00021269, Peve_00013995, Peve_00043592, Peve_00030145
OG0000438	Pocillopora_meandrina_HIv1___TS.g28006.t1a, Pocillopora_meandrina_HIv1___TS.g3752.t1, Pocillopora_meandrina_HIv1___RNAseq.g11407.t1, Pocillopora_meandrina_HIv1___RNAseq.g3933.t1, Pocillopora_meandrina_HIv1___RNAseq.g3938.t1, Pocillopora_meandrina_HIv1___RNAseq.g3935.t1, Pocillopora_meandrina_HIv1___RNAseq.g3924.t1, Pocillopora_meandrina_HIv1___RNAseq.g3928.t1, Pocillopora_meandrina_HIv1___RNAseq.g12649.t1, Pocillopora_meandrina_HIv1___RNAseq.g12429.t1, Pocillopora_meandrina_HIv1___RNAseq.g6402.t1, Pocillopora_meandrina_HIv1___RNAseq.g12647.t1, Pocillopora_meandrina_HIv1___RNAseq.g6379.t1	Peve_00005250
OG0000439	Pocillopora_meandrina_HIv1___RNAseq.g4779.t1	Peve_00036602
OG0000440	Pocillopora_meandrina_HIv1___RNAseq.g4231.t1	Peve_00037549, Peve_00013844, Peve_00035259, Peve_00031415, Peve_00020317, Peve_00031416, Peve_00013842, Peve_00013841, Peve_00013846, Peve_00013845, Peve_00020318, Peve_00035981, Peve_00013847, Peve_00035982
OG0000441	Pocillopora_meandrina_HIv1___RNAseq.g16522.t1, Pocillopora_meandrina_HIv1___RNAseq.7251_t	Peve_00020813
OG0000441	Pocillopora_meandrina_HIv1___RNAseq.g25647.t2	Peve_00003601, Peve_00003605, Peve_00003599, Peve_00026048, Peve_00014381, Peve_00003604, Peve_00029904
OG0000442	Pocillopora_meandrina_HIv1___RNAseq.g25818.t1	Peve_00018463, Peve_00028040, Peve_00028039, Peve_00018462, Peve_00028038, Peve_00026881, Peve_00028041, Peve_00020526, Peve_00010098, Peve_00021911, Peve_00020611, Peve_00020614
OG0000444	Pocillopora_meandrina_HIv1___RNAseq.g286.t1	Peve_00042295, Peve_00039812, Peve_00024998, Peve_00022221, Peve_00014068
OG0000444	Pocillopora_meandrina_HIv1___RNAseq.g285.t1	Peve_00036656, Peve_00001284, Peve_00028384, Peve_00038892
OG0000444	Pocillopora_meandrina_HIv1___TS.g22754.t1	Peve_00014067, Peve_00042294
OG0000445	Pocillopora_meandrina_HIv1___RNAseq.g17664.t1, Pocillopora_meandrina_HIv1___RNAseq.g5030.t1	Peve_00009766
OG0000445	Pocillopora_meandrina_HIv1___RNAseq.g16321.t1, Pocillopora_meandrina_HIv1___TS.g6898.t1, Pocillopora_meandrina_HIv1___RNAseq.g14826.t1, Pocillopora_meandrina_HIv1___TS.g11340.t1, Pocillopora_meandrina_HIv1___RNAseq.g18416.t1, Pocillopora_meandrina_HIv1___RNAseq.g17663.t1	Peve_00005229, Peve_00026832
OG0000445	Pocillopora_meandrina_HIv1___RNAseq.g16268.t1, Pocillopora_meandrina_HIv1___RNAseq.g16301.t1	Peve_00017562
OG0000446	Pocillopora_meandrina_HIv1___RNAseq.g29823.t1	Peve_00032873, Peve_00015516, Peve_00028859, Peve_00001145, Peve_00037455, Peve_00028860, Peve_00011405
OG0000446	Pocillopora_meandrina_HIv1___RNAseq.g160.t1	Peve_00003289, Peve_00011411, Peve_00040945, Peve_00025252, Peve_00025268, Peve_00016421
OG0000447	Pocillopora_meandrina_HIv1___RNAseq.g18106.t1, Pocillopora_meandrina_HIv1___RNAseq.g25870.t1, Pocillopora_meandrina_HIv1___RNAseq.g16155.t1b, Pocillopora_meandrina_HIv1___RNAseq.g16465.t1, Pocillopora_meandrina_HIv1___RNAseq.g2212.t1b, Pocillopora_meandrina_HIv1___TS.g14593.t1, Pocillopora_meandrina_HIv1___RNAseq.g2207.t1, Pocillopora_meandrina_HIv1___TS.g11297.t1, Pocillopora_meandrina_HIv1___RNAseq.g16056.t1	Peve_00003133
OG0000448	Pocillopora_meandrina_HIv1___RNAseq.g11346.t1b, Pocillopora_meandrina_HIv1___RNAseq.g25018.t1, Pocillopora_meandrina_HIv1___RNAseq.g29581.t1, Pocillopora_meandrina_HIv1___RNAseq.g11345.t1, Pocillopora_meandrina_HIv1___RNAseq.g29596.t1, Pocillopora_meandrina_HIv1___TS.g3958.t1, Pocillopora_meandrina_HIv1___TS.g23650.t1a, Pocillopora_meandrina_HIv1___RNAseq.g26936.t1, Pocillopora_meandrina_HIv1___RNAseq.g25081.t1	Peve_00009213, Peve_00030953
OG0000451	Pocillopora_meandrina_HIv1___RNAseq.g29263.t1, Pocillopora_meandrina_HIv1___RNAseq.g14519.t1, Pocillopora_meandrina_HIv1___TS.g10091.t1, Pocillopora_meandrina_HIv1___RNAseq.g14726.t1b, Pocillopora_meandrina_HIv1___RNAseq.g14729.t1, Pocillopora_meandrina_HIv1___RNAseq.g17690.t1, Pocillopora_meandrina_HIv1___RNAseq.g6981.t1, Pocillopora_meandrina_HIv1___RNAseq.g5516.t1, Pocillopora_meandrina_HIv1___RNAseq.g7791.t1, Pocillopora_meandrina_HIv1___RNAseq.g23598.t1, Pocillopora_meandrina_HIv1___RNAseq.g23607.t1, Pocillopora_meandrina_HIv1___RNAseq.g23605.t1	Peve_00007605, Peve_00040355, Peve_00000799, Peve_00007799
OG0000454	Pocillopora_meandrina_HIv1___RNAseq.g1197.t1, Pocillopora_meandrina_HIv1___RNAseq.g27979.t1, Pocillopora_meandrina_HIv1___RNAseq.g2982.t1, Pocillopora_meandrina_HIv1___RNAseq.g22840.t1, Pocillopora_meandrina_HIv1___RNAseq.g13841.t1, Pocillopora_meandrina_HIv1___RNAseq.g743.t1, Pocillopora_meandrina_HIv1___RNAseq.g744.t1, Pocillopora_meandrina_HIv1___RNAseq.g4849.t1, Pocillopora_meandrina_HIv1___RNAseq.g1194.t1, Pocillopora_meandrina_HIv1___RNAseq.g13842.t1, Pocillopora_meandrina_HIv1___TS.g15326.t1, Pocillopora_meandrina_HIv1___TS.g27606.t1, Pocillopora_meandrina_HIv1___TS.g27658.t1, Pocillopora_meandrina_HIv1___TS.g9289.t1, Pocillopora_meandrina_HIv1___TS.g27659.t1	Peve_00031530
OG0000455	Pocillopora_meandrina_HIv1___TS.g10894.t1	Peve_00006044, Peve_00014132, Peve_00036217, Peve_00036431, Peve_00009562, Peve_00014133, Peve_00016759, Peve_00038154, Peve_00042180, Peve_00014099, Peve_00010210, Peve_00042441, Peve_00013137, Peve_00014390, Peve_00011945
OG0000458	Pocillopora_meandrina_HIv1___TS.g24631.t1, Pocillopora_meandrina_HIv1___RNAseq.g14384.t1, Pocillopora_meandrina_HIv1___TS.g5857.t1, Pocillopora_meandrina_HIv1___TS.g5859.t1, Pocillopora_meandrina_HIv1___RNAseq.g14302.t1, Pocillopora_meandrina_HIv1___RNAseq.g14294.t1, Pocillopora_meandrina_HIv1___TS.g5783.t1, Pocillopora_meandrina_HIv1___RNAseq.g14303.t1, Pocillopora_meandrina_HIv1___RNAseq.g14305.t1, Pocillopora_meandrina_HIv1___RNAseq.g14386.t1, Pocillopora_meandrina_HIv1___RNAseq.g14335.t1, Pocillopora_meandrina_HIv1___RNAseq.g14338.t1, Pocillopora_meandrina_HIv1___RNAseq.13793_t	Peve_00029877, Peve_00044881, Peve_00018964
OG0000459	Pocillopora_meandrina_HIv1___RNAseq.g16950.t1	Peve_00015341, Peve_00008406
OG0000459	Pocillopora_meandrina_HIv1___RNAseq.g16908.t1, Pocillopora_meandrina_HIv1___RNAseq.g16981.t1, Pocillopora_meandrina_HIv1___RNAseq.g16902.t1, Pocillopora_meandrina_HIv1___RNAseq.g16959.t1, Pocillopora_meandrina_HIv1___RNAseq.g16966.t1	Peve_00033923, Peve_00011774, Peve_00040135, Peve_00040195, Peve_00030171, Peve_00040178, Peve_00040179, Peve_00030169
OG0000460	Pocillopora_meandrina_HIv1___RNAseq.g20503.t1	Peve_00019090, Peve_00008478, Peve_00016301, Peve_00016299, Peve_00013109, Peve_00009240, Peve_00003868, Peve_00042647, Peve_00009247, Peve_00009241, Peve_00003869, Peve_00002933, Peve_00002932, Peve_00002935, Peve_00002941
OG0000465	Pocillopora_meandrina_HIv1___TS.g21214.t1	Peve_00004413, Peve_00033509, Peve_00033511
OG0000465	Pocillopora_meandrina_HIv1___RNAseq.g2356.t1	Peve_00019763, Peve_00013212, Peve_00013213, Peve_00013230
OG0000465	Pocillopora_meandrina_HIv1___RNAseq.g28912.t1	Peve_00026217
OG0000467	Pocillopora_meandrina_HIv1___RNAseq.g11816.t1	Peve_00039400, Peve_00001805
OG0000472	Pocillopora_meandrina_HIv1___RNAseq.g7672.t1, Pocillopora_meandrina_HIv1___RNAseq.g4875.t1	Peve_00034944
OG0000472	Pocillopora_meandrina_HIv1___RNAseq.g7678.t1, Pocillopora_meandrina_HIv1___TS.g1433.t1, Pocillopora_meandrina_HIv1___RNAseq.g7674.t1, Pocillopora_meandrina_HIv1___RNAseq.g7670.t1, Pocillopora_meandrina_HIv1___TS.g1422.t1, Pocillopora_meandrina_HIv1___TS.g1427.t1, Pocillopora_meandrina_HIv1___RNAseq.g7676.t1, Pocillopora_meandrina_HIv1___RNAseq.g7677.t1, Pocillopora_meandrina_HIv1___RNAseq.g7671.t1, Pocillopora_meandrina_HIv1___RNAseq.g4876.t1	Peve_00011958
OG0000473	Pocillopora_meandrina_HIv1___RNAseq.g24387.t1	Peve_00033687
OG0000474	Pocillopora_meandrina_HIv1___RNAseq.g14622.t1, Pocillopora_meandrina_HIv1___RNAseq.g25196.t1, Pocillopora_meandrina_HIv1___TS.g14550.t1, Pocillopora_meandrina_HIv1___RNAseq.g28775.t1, Pocillopora_meandrina_HIv1___RNAseq.g1458.t1, Pocillopora_meandrina_HIv1___TS.g5878.t1, Pocillopora_meandrina_HIv1___TS.g3994.t1, Pocillopora_meandrina_HIv1___TS.g10866.t1	Peve_00001808, Peve_00041373, Peve_00018580, Peve_00007970
OG0000475	Pocillopora_meandrina_HIv1___RNAseq.29385_t, Pocillopora_meandrina_HIv1___RNAseq.13663_t, Pocillopora_meandrina_HIv1___RNAseq.29374_t, Pocillopora_meandrina_HIv1___RNAseq.29369_t, Pocillopora_meandrina_HIv1___RNAseq.g12381.t1, Pocillopora_meandrina_HIv1___TS.g5738.t1, Pocillopora_meandrina_HIv1___RNAseq.g14255.t1, Pocillopora_meandrina_HIv1___RNAseq.g4076.t1, Pocillopora_meandrina_HIv1___RNAseq.g14251.t1, Pocillopora_meandrina_HIv1___RNAseq.g14247.t1, Pocillopora_meandrina_HIv1___RNAseq.g4073.t1, Pocillopora_meandrina_HIv1___RNAseq.g14249.t1	Peve_00007198, Peve_00036389
OG0000479	Pocillopora_meandrina_HIv1___RNAseq.g21078.t1	Peve_00003528, Peve_00019384, Peve_00039163, Peve_00022025, Peve_00019387, Peve_00019386, Peve_00037689, Peve_00028672, Peve_00003533, Peve_00028673
OG0000480	Pocillopora_meandrina_HIv1___RNAseq.g22297.t1	Peve_00027243, Peve_00027247, Peve_00027248, Peve_00040498, Peve_00027249, Peve_00027246, Peve_00027245, Peve_00027250, Peve_00037732, Peve_00026863, Peve_00040956, Peve_00019033, Peve_00029295
OG0000483	Pocillopora_meandrina_HIv1___RNAseq.g14112.t1	Peve_00044131, Peve_00008108
OG0000484	Pocillopora_meandrina_HIv1___RNAseq.g15382.t1	Peve_00000291
OG0000484	Pocillopora_meandrina_HIv1___RNAseq.g289.t1	Peve_00001606
OG0000484	Pocillopora_meandrina_HIv1___RNAseq.g4619.t1	Peve_00012099
OG0000484	Pocillopora_meandrina_HIv1___RNAseq.g27457.t1	Peve_00000290
OG0000485	Pocillopora_meandrina_HIv1___RNAseq.g29089.t1, Pocillopora_meandrina_HIv1___RNAseq.g15290.t1	Peve_00033544, Peve_00033540
OG0000486	Pocillopora_meandrina_HIv1___RNAseq.g6357.t1, Pocillopora_meandrina_HIv1___RNAseq.g14832.t1, Pocillopora_meandrina_HIv1___RNAseq.g14838.t1, Pocillopora_meandrina_HIv1___RNAseq.g12933.t1, Pocillopora_meandrina_HIv1___RNAseq.g9222.t1, Pocillopora_meandrina_HIv1___RNAseq.15954_t, Pocillopora_meandrina_HIv1___TS.g1921.t1, Pocillopora_meandrina_HIv1___TS.g19520.t1, Pocillopora_meandrina_HIv1___TS.g15717.t1, Pocillopora_meandrina_HIv1___RNAseq.g14833.t1, Pocillopora_meandrina_HIv1___RNAseq.g5014.t1, Pocillopora_meandrina_HIv1___RNAseq.7220_t	Peve_00021977
OG0000487	Pocillopora_meandrina_HIv1___TS.g17155.t1	Peve_00017468
OG0000489	Pocillopora_meandrina_HIv1___TS.g12384.t1	Peve_00039659, Peve_00032095
OG0000492	Pocillopora_meandrina_HIv1___RNAseq.g28240.t1, Pocillopora_meandrina_HIv1___RNAseq.g28247.t1, Pocillopora_meandrina_HIv1___RNAseq.g28235.t1, Pocillopora_meandrina_HIv1___RNAseq.g28248.t1, Pocillopora_meandrina_HIv1___RNAseq.g3020.t1, Pocillopora_meandrina_HIv1___TS.g18141.t1, Pocillopora_meandrina_HIv1___RNAseq.g4448.t1	Peve_00029797, Peve_00027361, Peve_00022965, Peve_00023087, Peve_00025338, Peve_00030655
OG0000493	Pocillopora_meandrina_HIv1___RNAseq.g2581.t1, Pocillopora_meandrina_HIv1___RNAseq.g1940.t1, Pocillopora_meandrina_HIv1___RNAseq.g1925.t1, Pocillopora_meandrina_HIv1___RNAseq.g20698.t1, Pocillopora_meandrina_HIv1___RNAseq.g1936.t1, Pocillopora_meandrina_HIv1___RNAseq.g1934.t1, Pocillopora_meandrina_HIv1___RNAseq.g1937.t1, Pocillopora_meandrina_HIv1___RNAseq.g1928.t1, Pocillopora_meandrina_HIv1___RNAseq.g1933.t1	Peve_00011913, Peve_00011914, Peve_00006466, Peve_00028671, Peve_00011916
OG0000494	Pocillopora_meandrina_HIv1___RNAseq.g6894.t1, Pocillopora_meandrina_HIv1___RNAseq.g6895.t1, Pocillopora_meandrina_HIv1___RNAseq.g5774.t1, Pocillopora_meandrina_HIv1___TS.g630.t1b, Pocillopora_meandrina_HIv1___RNAseq.g6892.t1, Pocillopora_meandrina_HIv1___RNAseq.g5769.t1, Pocillopora_meandrina_HIv1___RNAseq.g5773.t1	Peve_00012792, Peve_00021457, Peve_00012791, Peve_00021456, Peve_00012794
OG0000496	Pocillopora_meandrina_HIv1___RNAseq.g24182.t1	Peve_00020127, Peve_00017020, Peve_00020149, Peve_00012841, Peve_00034635, Peve_00020151, Peve_00020153, Peve_00020152, Peve_00020150, Peve_00020148, Peve_00012844, Peve_00012842
OG0000497	Pocillopora_meandrina_HIv1___TS.g20546.t1, Pocillopora_meandrina_HIv1___RNAseq.g27020.t1, Pocillopora_meandrina_HIv1___TS.g15020.t1, Pocillopora_meandrina_HIv1___RNAseq.g27692.t1, Pocillopora_meandrina_HIv1___RNAseq.g3237.t1, Pocillopora_meandrina_HIv1___TS.g8485.t1, Pocillopora_meandrina_HIv1___RNAseq.g27686.t1, Pocillopora_meandrina_HIv1___RNAseq.g13431.t1, Pocillopora_meandrina_HIv1___RNAseq.g13439.t1, Pocillopora_meandrina_HIv1___RNAseq.g27674.t1, Pocillopora_meandrina_HIv1___RNAseq.g13386.t1, Pocillopora_meandrina_HIv1___RNAseq.g13393.t1	Peve_00008521
OG0000498	Pocillopora_meandrina_HIv1___RNAseq.g5043.t1, Pocillopora_meandrina_HIv1___RNAseq.g24091.t1, Pocillopora_meandrina_HIv1___RNAseq.g9213.t1, Pocillopora_meandrina_HIv1___RNAseq.g9205.t1, Pocillopora_meandrina_HIv1___RNAseq.g9196.t1, Pocillopora_meandrina_HIv1___RNAseq.g9200.t1, Pocillopora_meandrina_HIv1___RNAseq.g9208.t1, Pocillopora_meandrina_HIv1___RNAseq.g5046.t1, Pocillopora_meandrina_HIv1___RNAseq.g9215.t1, Pocillopora_meandrina_HIv1___TS.g12038.t1, Pocillopora_meandrina_HIv1___RNAseq.g9203.t1, Pocillopora_meandrina_HIv1___RNAseq.g5049.t1, Pocillopora_meandrina_HIv1___RNAseq.g9211.t1	Peve_00016719
OG0000500	Pocillopora_meandrina_HIv1___TS.g14357.t1	Peve_00020963
OG0000500	Pocillopora_meandrina_HIv1___RNAseq.g27024.t1, Pocillopora_meandrina_HIv1___TS.g14188.t1, Pocillopora_meandrina_HIv1___RNAseq.g12255.t1, Pocillopora_meandrina_HIv1___RNAseq.g20820.t1b, Pocillopora_meandrina_HIv1___RNAseq.g27338.t1b, Pocillopora_meandrina_HIv1___RNAseq.g19329.t1a, Pocillopora_meandrina_HIv1___RNAseq.g20591.t1, Pocillopora_meandrina_HIv1___RNAseq.g17657.t1, Pocillopora_meandrina_HIv1___TS.g7023.t1	Peve_00036789
