# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/07-Peve-lncRNA-matrix/Peve-lncRNAs.gtf" "-o" "../output/07-Peve-lncRNA-matrix/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/06-Peve-Hisat/RNA-POR-71.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-73.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-76.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-79.sorted.bam" "../output/06-Peve-Hisat/RNA-POR-82.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/06-Peve-Hisat/RNA-POR-71.sorted.bam	../output/06-Peve-Hisat/RNA-POR-73.sorted.bam	../output/06-Peve-Hisat/RNA-POR-76.sorted.bam	../output/06-Peve-Hisat/RNA-POR-79.sorted.bam	../output/06-Peve-Hisat/RNA-POR-82.sorted.bam
lncRNA_2523	Porites_evermani_scaffold_236	348491	348867	+	377	0	14	39	8	0
lncRNA_2524	Porites_evermani_scaffold_2361	26477	27264	+	788	0	0	0	0	0
lncRNA_2525	Porites_evermani_scaffold_2361	3611	8631	+	5021	262	70	385	166	332
lncRNA_2526	Porites_evermani_scaffold_2361	15486	18539	+	3054	0	0	0	0	0
lncRNA_2527	Porites_evermani_scaffold_2361	15486	18539	+	3054	0	0	0	0	0
lncRNA_2528	Porites_evermani_scaffold_2367	44942	45152	+	211	4	14	17	2	11
lncRNA_2529	Porites_evermani_scaffold_237	66162	68299	+	2138	38	5	112	24	35
lncRNA_2531	Porites_evermani_scaffold_2371;Porites_evermani_scaffold_2371	26615;31596	26978;33937	+;+	2706	40	30	130	44	79
lncRNA_2532	Porites_evermani_scaffold_2372	71916	72199	+	284	25	2	46	7	2
lncRNA_2533	Porites_evermani_scaffold_2372	72441	75342	+	2902	0	0	0	0	0
lncRNA_2534	Porites_evermani_scaffold_2372	72441	76337	+	3897	0	7	0	0	4
lncRNA_2535	Porites_evermani_scaffold_2372	25795	26161	+	367	1	0	0	24	0
lncRNA_2536	Porites_evermani_scaffold_2372	39991	41261	+	1271	2	0	28	16	4
lncRNA_2537	Porites_evermani_scaffold_2373	58921	61589	+	2669	5	1	6	1	10
lncRNA_2538	Porites_evermani_scaffold_2374	76917	77927	+	1011	109	74	216	11	135
lncRNA_2539	Porites_evermani_scaffold_2374	63613	64542	+	930	8	0	38	0	12
lncRNA_2541	Porites_evermani_scaffold_238;Porites_evermani_scaffold_2381	315818;27114	316116;27341	+;+	527	3	4	50	0	2
lncRNA_2542	Porites_evermani_scaffold_2381	49779	51248	+	1470	4	8	65	2	31
lncRNA_2543	Porites_evermani_scaffold_2381	52144	52249	+	106	7	0	30	0	8
lncRNA_2544	Porites_evermani_scaffold_2382	43121	43531	+	411	2	27	0	1	134
lncRNA_2545	Porites_evermani_scaffold_2382	43981	44331	+	351	0	32	0	0	72
lncRNA_2546	Porites_evermani_scaffold_2382	76441	76673	+	233	25	2	37	9	19
lncRNA_2547	Porites_evermani_scaffold_2384	39681	41724	+	2044	179	39	236	2	182
lncRNA_2548	Porites_evermani_scaffold_2384	72849	73281	+	433	44	16	50	0	56
lncRNA_2549	Porites_evermani_scaffold_2385	75726	77347	+	1622	176	83	300	129	146
lncRNA_2551	Porites_evermani_scaffold_2385;Porites_evermani_scaffold_2388	1671;36119	1919;39934	+;+	4065	96	24	130	37	61
lncRNA_2552	Porites_evermani_scaffold_2388	18316	18584	+	269	97	1	1	38	1
lncRNA_2553	Porites_evermani_scaffold_2389	71329	72824	+	1496	0	0	0	0	0
lncRNA_2554	Porites_evermani_scaffold_2389	71741	72824	+	1084	0	0	0	0	0
lncRNA_2555	Porites_evermani_scaffold_2389	71329	75955	+	4627	1425	816	1724	278	1079
lncRNA_2556	Porites_evermani_scaffold_239	266792	269111	+	2320	111	32	1	67	143
lncRNA_2557	Porites_evermani_scaffold_239	294871	295727	+	857	1	4	29	0	3
lncRNA_2558	Porites_evermani_scaffold_239	96385	96651	+	267	0	0	67	0	0
lncRNA_2559	Porites_evermani_scaffold_239	97896	98137	+	242	3	0	26	2	0
lncRNA_2561	Porites_evermani_scaffold_239;Porites_evermani_scaffold_2391	311237;1	311499;2711	+;+	2974	166	67	19	114	97
lncRNA_2562	Porites_evermani_scaffold_2396	33399	33627	+	229	0	0	24	0	0
lncRNA_2563	Porites_evermani_scaffold_2398	3351	3693	+	343	3	0	35	10	3
lncRNA_2564	Porites_evermani_scaffold_2398	19673	19932	+	260	4	14	34	0	2
lncRNA_2565	Porites_evermani_scaffold_2398	27193	28151	+	959	57	22	309	87	27
lncRNA_2566	Porites_evermani_scaffold_2399	36461	43561	+	7101	398	60	89	8	190
lncRNA_2567	Porites_evermani_scaffold_24	86232	87177	+	946	100	75	92	14	102
lncRNA_2568	Porites_evermani_scaffold_24	875143	879499	+	4357	127	94	266	128	157
lncRNA_2569	Porites_evermani_scaffold_24	747617	749747	+	2131	241	70	424	210	588
lncRNA_2571	Porites_evermani_scaffold_24;Porites_evermani_scaffold_24	13837;926657	15213;926951	+;+	1672	144	74	449	190	153
lncRNA_2572	Porites_evermani_scaffold_241	172246	177271	+	5026	6	0	0	2	6
lncRNA_2573	Porites_evermani_scaffold_241	249877	254148	+	4272	61	39	179	82	72
lncRNA_2574	Porites_evermani_scaffold_241	344923	345515	+	593	0	0	0	0	0
lncRNA_2575	Porites_evermani_scaffold_2413	211	1931	+	1721	0	0	28	0	5
lncRNA_2576	Porites_evermani_scaffold_2414	14	2529	+	2516	33	8	0	5	2
lncRNA_2577	Porites_evermani_scaffold_2415	23769	24135	+	367	7	4	0	0	4
lncRNA_2578	Porites_evermani_scaffold_2416	16371	17163	+	793	0	0	10	8	0
lncRNA_2579	Porites_evermani_scaffold_2417	54662	54928	+	267	0	0	0	0	0
lncRNA_2581	Porites_evermani_scaffold_2418;Porites_evermani_scaffold_2418	18218;18278	21664;21123	+;+	3447	0	0	0	0	0
lncRNA_2582	Porites_evermani_scaffold_2418	18218	21664	+	3447	0	0	0	0	0
lncRNA_2583	Porites_evermani_scaffold_2418	53819	54191	+	373	287	88	435	170	318
lncRNA_2584	Porites_evermani_scaffold_241	222511	224262	+	1752	391	201	402	253	279
lncRNA_2585	Porites_evermani_scaffold_241	277611	283532	+	5922	45	18	413	85	49
lncRNA_2586	Porites_evermani_scaffold_241	196	541	+	346	49	24	45	31	57
lncRNA_2587	Porites_evermani_scaffold_241	321446	324157	+	2712	140	108	109	50	361
lncRNA_2588	Porites_evermani_scaffold_241	77171	77769	+	599	271	63	343	41	297
lncRNA_2589	Porites_evermani_scaffold_2411	8593	8796	+	204	1641	577	833	722	2615
lncRNA_2591	Porites_evermani_scaffold_2411;Porites_evermani_scaffold_2411	46935;74683	51428;76191	+;+	6003	433	24	1611	78	633
lncRNA_2592	Porites_evermani_scaffold_2415	26714	28414	+	1701	0	6	10	11	2
lncRNA_2593	Porites_evermani_scaffold_2416	69386	73778	+	4393	0	0	0	2	0
lncRNA_2594	Porites_evermani_scaffold_2416	69397	73778	+	4382	0	0	0	0	0
lncRNA_2595	Porites_evermani_scaffold_2416	74119	74388	+	270	15	0	26	0	26
lncRNA_2596	Porites_evermani_scaffold_2417	6699	7111	+	413	0	0	52	0	6
lncRNA_2597	Porites_evermani_scaffold_2418	73637	73891	+	255	0	0	26	0	3
lncRNA_2598	Porites_evermani_scaffold_2419	7238	8151	+	914	3	22	2	1	85
lncRNA_2599	Porites_evermani_scaffold_2419	1219	2143	+	925	24	9	289	54	71
lncRNA_2611	Porites_evermani_scaffold_2419;Porites_evermani_scaffold_242;Porites_evermani_scaffold_2421;Porites_evermani_scaffold_2423	5184;81111;34593;9382	6599;82114;36361;11299	+;+;+;+	6107	183	259	150	35	101
lncRNA_2612	Porites_evermani_scaffold_242;Porites_evermani_scaffold_2423	162443;9517	171273;11299	+;+	10614	62	65	0	68	220
lncRNA_2613	Porites_evermani_scaffold_242;Porites_evermani_scaffold_2423	12766;72598	13125;72894	+;+	657	21	0	78	7	9
lncRNA_2614	Porites_evermani_scaffold_242;Porites_evermani_scaffold_2424	13541;8	13919;9717	+;+	10089	1480	310	812	424	1100
lncRNA_2615	Porites_evermani_scaffold_242;Porites_evermani_scaffold_2424	66886;71311	67113;71432	+;+	350	42	17	46	20	38
lncRNA_2617	Porites_evermani_scaffold_242;Porites_evermani_scaffold_2429	327974;2984	328314;4615	+;+	1973	42	16	128	12	44
lncRNA_2618	Porites_evermani_scaffold_242;Porites_evermani_scaffold_243	328772;137622	329683;141616	+;+	4907	0	0	253	2	5
lncRNA_2619	Porites_evermani_scaffold_2421;Porites_evermani_scaffold_243	74483;153359	74823;153643	+;+	626	23	0	66	0	1
lncRNA_2616	Porites_evermani_scaffold_2424	6536	6914	+	379	0	0	0	0	0
lncRNA_2621	Porites_evermani_scaffold_243;Porites_evermani_scaffold_2431	187842;29743	188171;31286	+;+	1874	622	193	155	281	1507
lncRNA_2622	Porites_evermani_scaffold_2431	31376	36282	+	4907	20	16	91	47	52
lncRNA_2623	Porites_evermani_scaffold_2432	9116	11383	+	2268	11	3	164	17	52
lncRNA_2624	Porites_evermani_scaffold_2433	5216	8332	+	3117	46	13	20	8	49
lncRNA_2625	Porites_evermani_scaffold_2433	39581	41676	+	2096	59	0	258	18	19
lncRNA_2626	Porites_evermani_scaffold_2434	41429	42328	+	900	49	69	275	10	152
lncRNA_2627	Porites_evermani_scaffold_2435	4169	15311	+	11143	167	0	28	0	48
lncRNA_2628	Porites_evermani_scaffold_2436	15121	16171	+	1051	39	4	318	112	196
lncRNA_2629	Porites_evermani_scaffold_2437	14127	14265	+	139	1	187	2	371	1241
lncRNA_2631	Porites_evermani_scaffold_2437;Porites_evermani_scaffold_2438	36314;23251	36518;35196	+;+	12151	0	0	32	0	0
lncRNA_2632	Porites_evermani_scaffold_2438	23251	39434	+	16184	1	157	0	0	0
lncRNA_2634	Porites_evermani_scaffold_244	214651	216652	+	2002	1168	597	1053	509	1548
lncRNA_2635	Porites_evermani_scaffold_244	17724	17976	+	253	2	6	0	0	21
lncRNA_2636	Porites_evermani_scaffold_2444	1	462	+	462	0	150	638	130	261
lncRNA_2637	Porites_evermani_scaffold_2448	12121	12351	+	231	92	113	62	14	106
lncRNA_2638	Porites_evermani_scaffold_2449	7463	11353	+	3891	128	44	66	54	222
lncRNA_2639	Porites_evermani_scaffold_2449	23	6719	+	6697	417	212	34	58	92
lncRNA_2641	Porites_evermani_scaffold_2449;Porites_evermani_scaffold_245	8334;57561	9633;59685	+;+	3425	33	2	338	15	139
lncRNA_2642	Porites_evermani_scaffold_245	69365	69931	+	567	8	0	83	4	14
lncRNA_2643	Porites_evermani_scaffold_245	159119	159449	+	331	0	25	0	10	37
lncRNA_2644	Porites_evermani_scaffold_245	181989	182231	+	243	27	13	239	39	41
lncRNA_2645	Porites_evermani_scaffold_245	259418	259713	+	296	6	0	21	6	8
lncRNA_2646	Porites_evermani_scaffold_2451	373	689	+	317	0	0	0	0	0
lncRNA_2647	Porites_evermani_scaffold_2453	73759	74777	+	1019	48	20	79	32	119
lncRNA_2648	Porites_evermani_scaffold_2454	17814	18181	+	368	3	0	27	1	0
lncRNA_2649	Porites_evermani_scaffold_2455	11658	11961	+	304	0	0	0	0	0
lncRNA_2651	Porites_evermani_scaffold_2456;Porites_evermani_scaffold_2457	69914;58192	71236;61451	+;+	4583	450	311	1642	389	1321
lncRNA_2652	Porites_evermani_scaffold_2457	64156	64292	+	137	37	28	144	27	99
lncRNA_2653	Porites_evermani_scaffold_246	28787	29126	+	340	6	0	0	0	0
lncRNA_2654	Porites_evermani_scaffold_2462	71118	73746	+	2629	4	15	189	32	36
lncRNA_2655	Porites_evermani_scaffold_2462	31271	31612	+	342	10	25	134	19	46
lncRNA_2656	Porites_evermani_scaffold_2463	57634	57854	+	221	32	0	0	3	14
lncRNA_2657	Porites_evermani_scaffold_2464	1	1615	+	1615	334	92	177	161	632
lncRNA_2658	Porites_evermani_scaffold_2466	14	4471	+	4458	0	0	0	0	0
lncRNA_2659	Porites_evermani_scaffold_2466	14	4471	+	4458	0	0	0	0	0
lncRNA_2661	Porites_evermani_scaffold_2467;Porites_evermani_scaffold_2469	18;67842	1719;69184	+;+	3045	375	156	698	236	382
lncRNA_2662	Porites_evermani_scaffold_2469	69522	71281	+	1760	155	80	407	135	150
lncRNA_2663	Porites_evermani_scaffold_247	338144	338861	+	718	0	0	48	4	0
lncRNA_2664	Porites_evermani_scaffold_247	156617	156881	+	265	44	0	0	21	12
lncRNA_2665	Porites_evermani_scaffold_247	322131	322846	+	716	30	18	0	8	23
lncRNA_2666	Porites_evermani_scaffold_2471	33694	34372	+	679	2	0	15	7	0
lncRNA_2667	Porites_evermani_scaffold_2471	61958	63594	+	1637	129	78	532	232	147
lncRNA_2668	Porites_evermani_scaffold_2473	5281	13499	+	8219	177	49	76	41	136
lncRNA_2669	Porites_evermani_scaffold_2473	1	1219	+	1219	283	39	283	28	215
lncRNA_2671	Porites_evermani_scaffold_2477;Porites_evermani_scaffold_248	64215;112157	64475;116757	+;+	4862	25	38	219	44	20
lncRNA_2672	Porites_evermani_scaffold_248	328727	331236	+	2510	286	75	1246	150	436
lncRNA_2673	Porites_evermani_scaffold_248	335933	336815	+	883	113	74	604	231	145
lncRNA_2674	Porites_evermani_scaffold_248	333725	333953	+	229	0	0	0	28	0
lncRNA_2675	Porites_evermani_scaffold_2481	34151	36871	+	2721	416	29	107	247	413
lncRNA_2676	Porites_evermani_scaffold_2481	32368	32711	+	344	2	0	2	0	45
lncRNA_2677	Porites_evermani_scaffold_2482	66485	66817	+	333	29	13	58	28	35
lncRNA_2678	Porites_evermani_scaffold_2483	33342	34841	+	1500	4	10	0	70	123
lncRNA_2679	Porites_evermani_scaffold_2486	71176	72458	+	1283	134	90	0	93	182
lncRNA_2681	Porites_evermani_scaffold_2486;Porites_evermani_scaffold_2487	5322;31431	6141;32273	+;+	1663	15	387	614	387	1232
lncRNA_2682	Porites_evermani_scaffold_2488	5212	6152	+	941	73	8	6	12	127
lncRNA_2683	Porites_evermani_scaffold_2489	24344	24597	+	254	1	0	0	3	17
lncRNA_2684	Porites_evermani_scaffold_2489	24493	29315	+	4823	1	40	6	0	18
lncRNA_2685	Porites_evermani_scaffold_249	5128	5989	+	862	97	0	0	0	1
lncRNA_2686	Porites_evermani_scaffold_249	5296	5989	+	694	0	0	0	0	0
lncRNA_2687	Porites_evermani_scaffold_249	19961	21194	+	1234	0	0	76	2	10
lncRNA_2688	Porites_evermani_scaffold_249	38676	38919	+	244	17	0	38	0	0
lncRNA_2689	Porites_evermani_scaffold_249	261891	262115	+	225	0	2	40	0	0
lncRNA_2691	Porites_evermani_scaffold_2491;Porites_evermani_scaffold_2494	61741;1238	71161;1473	+;+	9657	1616	372	622	28	24
lncRNA_2692	Porites_evermani_scaffold_2494	2412	2615	+	204	69	30	3	1	1
lncRNA_2693	Porites_evermani_scaffold_2496	8415	8678	+	264	26	3	0	1	20
lncRNA_2694	Porites_evermani_scaffold_2498	57754	58164	+	411	17	8	58	4	1
lncRNA_2695	Porites_evermani_scaffold_2498	58118	68632	+	10515	171	60	408	71	171
lncRNA_2696	Porites_evermani_scaffold_2498	58711	64164	+	5454	0	0	0	0	0
lncRNA_2697	Porites_evermani_scaffold_2498	58711	64164	+	5454	0	0	0	0	0
lncRNA_2698	Porites_evermani_scaffold_2498	26381	27719	+	1339	257	0	0	6	16
lncRNA_2699	Porites_evermani_scaffold_2499	4921	5139	+	219	18	10	24	2	5
lncRNA_2711	Porites_evermani_scaffold_2499;Porites_evermani_scaffold_25;Porites_evermani_scaffold_251;Porites_evermani_scaffold_251	66653;738772;2394;51789	66855;741141;2632;52474	+;+;+;+	3498	365	73	191	148	381
lncRNA_2712	Porites_evermani_scaffold_25;Porites_evermani_scaffold_2511	738772;8514	741141;12121	+;+	5978	137	31	31	8	121
lncRNA_2714	Porites_evermani_scaffold_25;Porites_evermani_scaffold_2511	185439;12654	185775;19358	+;+	7042	38	2	0	0	80
lncRNA_2715	Porites_evermani_scaffold_25;Porites_evermani_scaffold_2513	626978;55967	627329;56772	+;+	1158	47	3	38	11	39
lncRNA_2716	Porites_evermani_scaffold_25;Porites_evermani_scaffold_2515	776379;814	776624;5651	+;+	5084	2	0	28	0	0
lncRNA_2717	Porites_evermani_scaffold_251;Porites_evermani_scaffold_2515	264249;7452	271853;9737	+;+	9891	0	0	0	0	0
lncRNA_2718	Porites_evermani_scaffold_251;Porites_evermani_scaffold_251	21191;264249	21865;278334	+;+	14761	1494	591	431	865	1699
lncRNA_2719	Porites_evermani_scaffold_251;Porites_evermani_scaffold_251	118528;264318	119421;278334	+;+	14911	388	84	1105	149	915
lncRNA_2713	Porites_evermani_scaffold_2511	12654	19358	+	6705	0	0	0	0	0
lncRNA_2721	Porites_evermani_scaffold_251;Porites_evermani_scaffold_251	127754;131351	127988;135625	+;+	4510	812	635	935	802	910
lncRNA_2722	Porites_evermani_scaffold_251	291421	291644	+	224	4	6	18	64	506
lncRNA_2723	Porites_evermani_scaffold_2512	7537	11757	+	4221	131	28	154	75	273
lncRNA_2724	Porites_evermani_scaffold_2512	19179	19511	+	333	8	4	50	2	13
lncRNA_2725	Porites_evermani_scaffold_2514	195	1121	+	927	5	23	81	12	32
lncRNA_2726	Porites_evermani_scaffold_2514	11787	14167	+	2381	2	20	18	26	9
lncRNA_2727	Porites_evermani_scaffold_2514	59358	61368	+	2011	12	13	69	22	24
lncRNA_2728	Porites_evermani_scaffold_2516	549	3474	+	2926	39	46	176	18	28
lncRNA_2729	Porites_evermani_scaffold_2516	41173	41436	+	264	130	145	2	2	148
lncRNA_2731	Porites_evermani_scaffold_2517;Porites_evermani_scaffold_2519	2247;8859	2512;9175	+;+	583	21	0	77	12	1
lncRNA_2732	Porites_evermani_scaffold_252	219781	221719	+	1939	61	22	200	45	90
lncRNA_2733	Porites_evermani_scaffold_252	8212	8488	+	277	0	0	64	1	16
lncRNA_2734	Porites_evermani_scaffold_252	247116	247918	+	803	96	27	91	63	66
lncRNA_2735	Porites_evermani_scaffold_252	315361	316314	+	954	81	20	61	20	86
lncRNA_2736	Porites_evermani_scaffold_2522	521	1481	+	961	27	3	146	39	84
lncRNA_2737	Porites_evermani_scaffold_2522	14476	14688	+	213	1	0	34	0	0
lncRNA_2738	Porites_evermani_scaffold_2522	15534	15925	+	392	0	0	78	0	2
lncRNA_2741	Porites_evermani_scaffold_2522;Porites_evermani_scaffold_2522	24294;42256	24662;42518	+;+	632	12	5	120	0	17
lncRNA_2742	Porites_evermani_scaffold_2523	14397	14673	+	277	0	0	48	1	0
lncRNA_2743	Porites_evermani_scaffold_2523	47534	47955	+	422	0	3	106	0	6
lncRNA_2744	Porites_evermani_scaffold_2525	67441	67914	+	474	0	0	63	0	0
lncRNA_2745	Porites_evermani_scaffold_2528	38281	41968	+	3688	80	28	212	49	111
lncRNA_2746	Porites_evermani_scaffold_2529	25497	25917	+	421	1	0	1	0	0
lncRNA_2747	Porites_evermani_scaffold_2529	25516	25917	+	402	0	0	0	0	0
lncRNA_2748	Porites_evermani_scaffold_253	5135	5969	+	835	0	17	0	0	66
lncRNA_2749	Porites_evermani_scaffold_253	61676	62157	+	482	0	2	56	1	6
lncRNA_2751	Porites_evermani_scaffold_253;Porites_evermani_scaffold_2532	255772;4129	256748;4353	+;+	1202	89	1	24	10	24
lncRNA_2752	Porites_evermani_scaffold_2533	56175	71948	+	15774	20	12	26	9	14
lncRNA_2753	Porites_evermani_scaffold_2533	63565	71948	+	8384	0	0	0	0	0
lncRNA_2754	Porites_evermani_scaffold_2533	71827	71948	+	122	0	0	0	0	0
lncRNA_2755	Porites_evermani_scaffold_2534	47725	48194	+	470	47	0	0	3	1
lncRNA_2756	Porites_evermani_scaffold_2534	48886	49119	+	234	23	0	24	18	16
lncRNA_2757	Porites_evermani_scaffold_2537	22193	29914	+	7722	452	73	2366	746	883
lncRNA_2758	Porites_evermani_scaffold_2538	67926	68569	+	644	74	17	182	69	135
lncRNA_2759	Porites_evermani_scaffold_2539	23174	23286	+	113	0	0	0	0	24
lncRNA_2761	Porites_evermani_scaffold_254;Porites_evermani_scaffold_254	64411;68216	64961;68444	+;+	780	78	22	54	1	9
lncRNA_2762	Porites_evermani_scaffold_254	113171	113563	+	393	16	6	76	6	19
lncRNA_2763	Porites_evermani_scaffold_2541	13326	14493	+	1168	90	21	130	29	72
lncRNA_2764	Porites_evermani_scaffold_2545	1981	3415	+	1435	2	9	38	1	9
lncRNA_2765	Porites_evermani_scaffold_2545	42468	43194	+	727	52	3	29	0	0
lncRNA_2766	Porites_evermani_scaffold_2546	11464	11928	+	465	23	2	60	10	20
lncRNA_2767	Porites_evermani_scaffold_2548	67968	71561	+	3594	16	76	6	10	4
lncRNA_2769	Porites_evermani_scaffold_255	261294	265968	+	4675	4	0	0	1	105
lncRNA_2771	Porites_evermani_scaffold_2551;Porites_evermani_scaffold_2551	25224;26591	26349;59546	+;+	34082	6495	4165	1447	191	4596
lncRNA_2772	Porites_evermani_scaffold_2551	61715	63116	+	1402	1780	1335	1594	4	1127
lncRNA_2773	Porites_evermani_scaffold_2551	64961	71945	+	6985	405	347	278	43	274
lncRNA_2774	Porites_evermani_scaffold_2551	67731	71945	+	4215	0	0	0	0	0
lncRNA_2775	Porites_evermani_scaffold_2554	56192	56413	+	222	0	0	0	26	0
lncRNA_2776	Porites_evermani_scaffold_2555	7	691	+	685	22	4	62	6	48
lncRNA_2777	Porites_evermani_scaffold_2557	29151	53694	+	24544	7	0	15	2	15
lncRNA_2778	Porites_evermani_scaffold_2557	29991	53694	+	23704	0	0	0	0	0
lncRNA_2779	Porites_evermani_scaffold_2557	31187	53694	+	22508	0	0	0	0	0
lncRNA_2781	Porites_evermani_scaffold_2557;Porites_evermani_scaffold_2557	31113;31113	53694;53694	+;+	22582	0	0	0	0	0
lncRNA_2782	Porites_evermani_scaffold_2559	56513	57327	+	815	6	5	71	6	12
lncRNA_2783	Porites_evermani_scaffold_2559	61671	64939	+	3269	82	109	125	42	142
lncRNA_2784	Porites_evermani_scaffold_2559	65743	69819	+	4077	105	79	122	106	121
lncRNA_2785	Porites_evermani_scaffold_256	148188	148415	+	228	2	3	28	5	3
lncRNA_2786	Porites_evermani_scaffold_256	149435	149661	+	227	0	0	24	0	0
lncRNA_2787	Porites_evermani_scaffold_2561	17412	17979	+	568	2	2	59	0	19
lncRNA_2788	Porites_evermani_scaffold_2561	58775	59215	+	441	4	0	61	4	0
lncRNA_2789	Porites_evermani_scaffold_2561	61732	64942	+	3211	299	35	655	111	460
lncRNA_2791	Porites_evermani_scaffold_2562;Porites_evermani_scaffold_2565	686;71139	1727;71552	+;+	1456	6	12	57	4	0
lncRNA_2792	Porites_evermani_scaffold_2566	9535	9742	+	208	26	44	2	14	37
lncRNA_2793	Porites_evermani_scaffold_2568	37239	37484	+	246	9	55	50	22	15
lncRNA_2794	Porites_evermani_scaffold_2569	31655	42191	+	10537	6	4	260	6	27
lncRNA_2795	Porites_evermani_scaffold_2569	31448	34332	+	2885	35	2	10	14	66
lncRNA_2796	Porites_evermani_scaffold_2569	46516	46731	+	216	0	0	36	0	0
lncRNA_2797	Porites_evermani_scaffold_257	12664	13113	+	450	23	8	62	7	16
lncRNA_2798	Porites_evermani_scaffold_2571	17174	18597	+	1424	112	89	4	0	870
lncRNA_2799	Porites_evermani_scaffold_2573	51711	51944	+	234	90	2	1	0	1
lncRNA_2811	Porites_evermani_scaffold_2576;Porites_evermani_scaffold_2578;Porites_evermani_scaffold_2583;Porites_evermani_scaffold_2583	7231;35822;11341;21251	7464;36228;21222;21543	+;+;+;+	10816	62	1	41	6	31
lncRNA_2812	Porites_evermani_scaffold_258;Porites_evermani_scaffold_2583	16964;21314	17415;21543	+;+	682	43	16	43	2	64
lncRNA_2813	Porites_evermani_scaffold_258;Porites_evermani_scaffold_2583	291776;8194	292132;8437	+;+	601	0	4	58	0	22
lncRNA_2814	Porites_evermani_scaffold_2581	1539	2425	+	887	0	0	0	8	0
lncRNA_2815	Porites_evermani_scaffold_2581;Porites_evermani_scaffold_2584	61733;67847	63776;69333	+;+	3531	135	73	393	99	144
lncRNA_2816	Porites_evermani_scaffold_2581;Porites_evermani_scaffold_2584	57395;69823	57656;71273	+;+	1713	17	7	66	15	60
lncRNA_2817	Porites_evermani_scaffold_2581;Porites_evermani_scaffold_2586	43215;13622	46211;14116	+;+	3492	16	22	229	5	100
lncRNA_2818	Porites_evermani_scaffold_2582;Porites_evermani_scaffold_2587	69991;68414	71216;69291	+;+	2104	2630	1629	2849	1314	3183
lncRNA_2819	Porites_evermani_scaffold_2583;Porites_evermani_scaffold_2588	11341;26978	21222;28143	+;+	11048	0	110	360	2	77
lncRNA_2821	Porites_evermani_scaffold_259;Porites_evermani_scaffold_259	48323;291417	51311;299659	+;+	11232	293	218	1381	353	467
lncRNA_2822	Porites_evermani_scaffold_259	198575	216323	+	17749	43	13	297	34	49
lncRNA_2823	Porites_evermani_scaffold_259	259949	261387	+	1439	17	0	56	4	8
lncRNA_2824	Porites_evermani_scaffold_259	42497	44517	+	2021	422	500	44	572	772
lncRNA_2825	Porites_evermani_scaffold_259	73446	74291	+	846	123	219	491	96	208
lncRNA_2827	Porites_evermani_scaffold_259	195573	196312	+	740	50	6	66	2	35
lncRNA_2828	Porites_evermani_scaffold_259	228487	229524	+	1038	12	1	108	60	24
lncRNA_2829	Porites_evermani_scaffold_2591	27112	27627	+	516	0	0	0	0	0
lncRNA_2831	Porites_evermani_scaffold_2591;Porites_evermani_scaffold_2591	36144;36771	36482;37126	+;+	695	0	0	0	0	0
lncRNA_2832	Porites_evermani_scaffold_2591	41515	41744	+	230	0	0	0	0	0
lncRNA_2833	Porites_evermani_scaffold_2592	42391	42616	+	226	0	0	18	0	0
lncRNA_2834	Porites_evermani_scaffold_2592	44238	44815	+	578	2	0	0	0	84
lncRNA_2835	Porites_evermani_scaffold_2592	58114	58445	+	332	14	1	72	2	12
lncRNA_2836	Porites_evermani_scaffold_2594	38932	41331	+	2400	25	6	124	134	17
lncRNA_2837	Porites_evermani_scaffold_2594	39237	43666	+	4430	2231	915	978	985	2443
lncRNA_2838	Porites_evermani_scaffold_2595	13619	15628	+	2010	56024	9392	1779	15735	57637
lncRNA_2839	Porites_evermani_scaffold_2595	67729	69537	+	1809	6535	2334	2487	7071	10177
lncRNA_2841	Porites_evermani_scaffold_2597;Porites_evermani_scaffold_2598	21527;8835	21761;9846	+;+	1247	19	4	119	16	22
lncRNA_2842	Porites_evermani_scaffold_26	99457	116224	+	16768	243	292	1382	718	374
lncRNA_2845	Porites_evermani_scaffold_261	1	745	+	745	0	0	0	0	0
lncRNA_2846	Porites_evermani_scaffold_261	161171	161669	+	499	66	18	68	27	69
lncRNA_2847	Porites_evermani_scaffold_2611	35168	35611	+	444	0	0	0	3	0
lncRNA_2848	Porites_evermani_scaffold_2611	67115	69536	+	2422	0	0	0	0	0
