gene_id,RNA-POR-71,RNA-POR-73,RNA-POR-76,RNA-POR-79,RNA-POR-82
Peve_00040698,0,0,0,0,0
Peve_00031622,0,0,0,0,0
Peve_00016076,0,2,0,0,3
Peve_00016075,0,0,44,0,0
Peve_00008901,0,0,0,0,0
Peve_00008900,0,0,0,0,0
Peve_00008903,0,0,0,0,7
Peve_00008905,0,0,0,0,0
Peve_00008904,0,0,0,0,0
Peve_00008907,0,0,0,0,0
Peve_00008906,0,0,0,0,0
Peve_00008909,0,4,0,0,0
STRG.5393,381,62,855,258,382
Peve_00040525,0,0,0,15,22
Peve_00040524,0,2,0,1,9
STRG.69,4,39,149,10,19
STRG.68,3246,1321,4726,2188,3020
STRG.63,603,321,869,412,854
STRG.62,52,18,535,39,129
STRG.61,175,96,415,48,103
STRG.60,254,194,253,89,211
STRG.67,27,0,0,0,41
STRG.66,1000,539,1537,881,1217
STRG.65,2113,755,2410,652,2524
STRG.64,1856,1033,1680,1106,3183
STRG.11024,8,0,0,0,0
STRG.14017,116,24,335,85,127
STRG.5607,2133,1125,5084,1358,2373
STRG.11026,1240,65,2377,1145,929
Peve_00032445,0,0,0,0,0
Peve_00032444,0,0,0,0,0
STRG.11027,42,0,0,24,64
Peve_00032440,0,0,0,0,0
Peve_00032443,0,0,0,0,0
Peve_00044141,0,4,0,0,0
Peve_00032448,0,0,0,0,0
Peve_00044140,0,260,157,0,0
STRG.5396,382,264,1137,266,694
STRG.11022,164,133,348,176,162
STRG.11023,4,7,0,1,11
STRG.13639,9602,2372,1015,3251,8143
Peve_00030973,0,0,0,0,0
Peve_00030972,0,0,0,0,0
Peve_00030971,0,0,17,0,0
STRG.13638,5630,764,644,2164,3720
Peve_00030976,0,0,0,0,0
Peve_00030975,0,0,0,0,0
Peve_00030978,0,0,0,0,0
STRG.12267,14,0,0,0,8
STRG.12266,3715,2433,4454,2207,5983
STRG.12265,8583,4378,2677,4564,14580
STRG.12264,779,599,873,469,2172
STRG.12263,694,16,1594,889,991
STRG.12262,4608,414,3669,1750,8151
STRG.12261,224,18,165,82,330
STRG.12260,927,399,452,395,806
STRG.12269,13,0,0,0,0
STRG.12268,2241,302,973,1026,2538
STRG.14650,78,77,1098,0,562
Peve_00032196,0,0,0,3,0
Peve_00032199,0,0,0,0,0
STRG.14019,70,54,0,0,61
STRG.9792,2894,765,4068,1590,3465
STRG.22428,6768,3969,33118,5972,29580
STRG.13634,37,0,0,4,0
Peve_00036636,0,0,0,0,0
Peve_00036637,0,0,51,0,0
STRG.8540,18,0,159,0,22
STRG.8541,12,20,126,22,52
STRG.8548,46,27,150,0,36
Peve_00042669,0,0,0,0,0
Peve_00010032,0,0,0,0,0
Peve_00010035,0,0,0,0,0
Peve_00010037,0,0,0,6,0
Peve_00010038,0,0,0,0,0
Peve_00034904,0,42,0,81,0
Peve_00034902,0,0,0,0,0
Peve_00034901,0,0,0,12,48
Peve_00031365,0,0,0,0,0
Peve_00031364,0,11,0,0,30
Peve_00031363,0,0,0,0,8
Peve_00031362,0,0,0,0,13
Peve_00031368,0,0,0,0,0
STRG.21720,648,778,801,335,813
STRG.21721,370,339,2141,309,532
STRG.21722,25,11,37,21,0
STRG.21723,449,87,0,182,436
STRG.21724,747,68,37,700,1489
STRG.21725,200,42,109,53,237
STRG.21726,10,2,102,30,0
STRG.21727,7,89,0,0,7
STRG.21728,379,124,852,187,193
STRG.21729,785,683,2320,485,801
STRG.17347,33,0,178,41,42
STRG.17346,198,117,220,191,90
STRG.17345,6,4,42,7,19
STRG.17344,12565,4654,5916,7232,12839
STRG.17343,4,0,2,0,49
STRG.17342,53,160,46,13,174
STRG.17341,53,38,172,23,98
STRG.17340,2,0,0,0,0
STRG.17349,472,272,953,361,525
STRG.17348,96,21,973,220,143
Peve_00020749,0,0,0,6,0
STRG.4352,1802,521,1080,670,2662
STRG.729,1,4,0,171,91
STRG.728,3,0,0,14,19
STRG.727,3334,1477,8838,951,3388
STRG.726,82,35,296,96,176
STRG.725,421,168,1177,111,518
STRG.724,205,113,436,74,372
STRG.723,5,0,0,0,0
STRG.722,50,7,126,35,8
STRG.721,15,0,95,0,27
STRG.720,358,0,60,19,44
STRG.4539,238,305,979,295,0
STRG.4538,442,406,1046,238,355
Peve_00002077,0,0,0,0,8
STRG.4533,238,53,152,137,508
STRG.4532,240,153,305,121,9
STRG.4531,24,14,58,21,0
STRG.4530,85,0,182,14,14
STRG.4537,119,120,269,10,0
STRG.4536,33,13,62,27,11
STRG.4535,24,0,82,0,21
STRG.4534,3789,958,2178,1895,6283
STRG.26211,23,14,238,67,96
Peve_00013417,0,0,0,0,0
Peve_00013416,0,0,0,7,3
STRG.11674,22,9,42,0,0
Peve_00013419,0,0,0,0,0
Peve_00013418,0,0,0,0,0
STRG.26213,3,0,11,0,3
Peve_00028052,0,0,0,0,0
Peve_00017562,0,0,0,0,0
Peve_00017561,0,0,0,0,0
STRG.26212,70,47,85,0,0
Peve_00017567,0,0,0,0,0
Peve_00017564,0,0,0,0,0
STRG.11671,951,272,11,366,5
Peve_00017568,0,0,0,0,0
STRG.26214,46,0,0,0,105
STRG.26217,267,30,7,124,349
STRG.25759,1852,425,91,323,1848
STRG.26216,1428,45,1170,588,204
STRG.25758,2,0,0,10,0
Peve_00002075,0,0,0,3,0
Peve_00007476,0,0,0,0,0
STRG.20451,468,63,0,52,4
STRG.20450,495,49,0,193,0
STRG.20453,54,0,90,9,77
STRG.20452,4,0,0,0,0
STRG.20455,11,11,75,45,45
STRG.20454,10,0,0,0,9
STRG.20457,209,40,178,130,482
STRG.20456,124,0,207,41,169
STRG.20459,148,105,82,120,90
STRG.20458,42,6,10,26,93
STRG.25757,736,291,476,427,1207
Peve_00002074,0,0,0,0,0
Peve_00030102,0,0,0,0,0
Peve_00030103,0,0,0,4,0
Peve_00030108,0,0,0,7,0
Peve_00030109,0,0,0,0,0
STRG.20189,110,63,0,46,240
STRG.20188,1354,172,2240,1188,2011
STRG.20183,266,507,81,59,355
STRG.20182,34,73,0,0,0
STRG.20181,1,0,0,49,380
STRG.20180,6,0,0,0,0
STRG.20187,9,0,0,9,37
STRG.20186,1517,428,1897,1273,4380
STRG.20185,111,95,624,143,134
STRG.20184,274,252,441,109,474
STRG.22289,75,35,2,68,0
STRG.24407,12,10,36,18,27
STRG.23176,34,25,223,0,34
Peve_00011819,0,0,3,25,1406
Peve_00024939,0,0,0,0,0
Peve_00005206,0,0,0,0,0
Peve_00021860,0,0,0,6,0
Peve_00021867,0,0,0,0,0
Peve_00021866,0,2,0,0,1
Peve_00021865,0,0,0,6,12
Peve_00033455,0,0,0,0,6
Peve_00021869,0,0,0,7,16
Peve_00021868,0,0,0,0,0
STRG.7873,191,351,509,79,262
Peve_00033452,0,75,467,9,0
STRG.11958,610,451,2156,741,882
STRG.11959,2466,731,3814,2201,2722
STRG.14708,183,93,122,110,79
Peve_00039414,0,0,0,0,3
Peve_00039410,0,0,0,0,0
STRG.14702,24866,7715,17909,11836,37170
STRG.14703,2228,453,1192,874,3534
STRG.14700,467,255,597,265,530
STRG.11953,48,21,76,32,21
STRG.11954,4473,1393,3804,2435,6707
STRG.11955,10,0,0,0,0
STRG.11956,4,0,36,0,0
STRG.11957,4,0,42,0,0
STRG.15170,2294,1241,2396,815,2894
STRG.15259,299,135,383,202,456
STRG.15258,1571,449,858,132,1266
STRG.15257,12,0,0,0,16
STRG.15256,1658,795,1253,403,1709
STRG.15255,215,105,127,38,123
STRG.15254,14,0,113,0,0
STRG.15253,7,4,9,4,11
STRG.15252,7,23,471,28,106
Peve_00045122,0,0,0,0,4
Peve_00045123,0,0,0,0,0
STRG.24600,62,16,484,76,57
STRG.24601,246,308,276,207,620
STRG.24602,358,290,118,150,381
STRG.24603,13013,6079,11755,7645,19462
STRG.24604,162,97,355,108,176
STRG.24605,136,59,219,101,152
STRG.24606,641,2615,1258,1749,665
STRG.24607,1435,953,6288,6911,1624
STRG.24608,151,88,691,141,212
STRG.24609,285,160,651,223,432
STRG.23371,27,276,471,997,958
STRG.23370,81,67,95,384,71
STRG.23373,125,23,0,34,136
STRG.23372,14,0,0,18,0
STRG.23375,70,0,0,35,50
STRG.2106,17,36,208,19,23
STRG.23377,88,43,42,44,478
STRG.23376,718,191,932,197,1783
STRG.23379,9264,1237,615,2368,13062
STRG.23378,101,25,472,160,187
STRG.2109,1,0,0,0,3
Peve_00012874,0,0,0,0,0
Peve_00011102,0,0,0,6,0
Peve_00011101,0,0,0,0,0
Peve_00012873,0,0,0,0,9
STRG.6269,436,169,918,193,433
STRG.6268,64,55,223,80,108
STRG.6265,30,0,3,0,22
STRG.6264,1383,188,5,148,695
STRG.6267,30,20,0,49,57
STRG.6266,464,94,204,92,485
STRG.6261,9,0,168,19,57
STRG.6260,8,3,25,3,3
STRG.6263,81,12,48,14,115
STRG.6262,17,33,0,17,57
Peve_00001356,0,0,0,0,0
Peve_00001355,0,0,0,0,0
Peve_00001354,0,0,0,0,0
Peve_00001353,0,0,0,0,0
Peve_00001352,0,0,0,0,0
Peve_00001350,0,0,0,0,0
Peve_00033234,0,813,2219,0,0
Peve_00024998,0,0,0,0,0
Peve_00024999,0,0,0,0,0
Peve_00012750,0,0,0,0,0
STRG.16638,59,5833,78,24,142
STRG.3379,1961,779,1539,403,2067
STRG.3374,9,0,19,0,4
STRG.16635,68,41,89,23,297
Peve_00024992,0,0,0,0,0
Peve_00024993,0,0,0,0,0
Peve_00024994,0,0,0,0,0
Peve_00024995,0,0,0,13,0
STRG.3372,43,0,0,0,15
STRG.3373,3,0,0,18,0
Peve_00026849,0,0,0,0,0
STRG.12708,1022,625,2160,638,3341
STRG.12709,16,14,78,24,38
STRG.9302,172,67,1115,155,639
STRG.12704,59,10,133,6,12
STRG.12705,239,157,734,204,377
STRG.12706,18,0,18,3,24
STRG.12707,18,22,31,0,12
STRG.12700,2030,811,3861,1575,2233
STRG.12701,252,14,0,73,33
Peve_00026846,0,0,170,80,204
STRG.12703,13,52,0,38,229
STRG.1282,141,30,251,26,140
STRG.1283,21,0,0,0,21
STRG.1280,28,0,0,13,54
STRG.1281,185,150,251,38,174
STRG.1286,112,38,314,16,394
STRG.1287,31,38,0,27,58
STRG.1284,662,263,890,609,465
STRG.1285,4,0,59,6,22
STRG.9307,309,71,2,110,647
STRG.1288,239,125,491,190,136
STRG.1289,1233,624,3318,866,1639
Peve_00027717,0,262,132,0,1040
STRG.9306,6,4,0,0,7
Peve_00014058,0,0,0,0,0
Peve_00014059,0,0,0,0,0
STRG.9305,345,94,452,345,306
Peve_00014050,0,0,0,0,0
STRG.5487,223,165,273,25,182
Peve_00014056,0,0,0,0,0
Peve_00014057,0,0,0,0,0
Peve_00014054,0,0,0,0,0
STRG.6489,22,9,17,4,7
STRG.6488,3,0,0,0,0
STRG.6481,39,0,0,13,15
STRG.6480,365,227,791,204,1055
STRG.6483,69,0,638,40,12
STRG.6482,22,14,176,24,65
STRG.6485,11,0,14,0,2
STRG.6484,396,404,789,260,733
STRG.6487,33,0,26,0,9
STRG.6486,10,0,23,3,2
STRG.2399,503,145,534,357,1618
STRG.2398,1244,702,2338,637,1475
STRG.2391,27474,6343,41408,14970,34816
STRG.2390,1007,867,1768,545,1010
STRG.2393,38,17,0,16,58
STRG.2392,57,11,0,12,54
STRG.2395,65,94,0,17,133
STRG.2394,19,3,61,0,33
STRG.2397,900,23,1140,399,307
STRG.2396,8909,4086,6830,4022,9952
STRG.22138,79,16,43,19,76
STRG.22139,120,214,579,172,95
STRG.22130,718,108,302,84,187
STRG.22131,872,159,473,197,620
STRG.22132,484,61,471,402,566
STRG.22133,374,49,351,342,465
STRG.22134,9,0,0,4,49
STRG.22135,2,0,11,21,0
STRG.22136,5,0,0,0,0
STRG.22137,3,0,0,2,1
STRG.2029,42,2,104,38,27
STRG.2028,32,5,41,7,25
Peve_00015907,0,2,0,0,0
STRG.2026,455,93,440,326,696
STRG.2025,9,7,0,0,0
STRG.2024,522,165,723,153,269
Peve_00015903,0,0,0,0,0
Peve_00015902,0,0,0,0,0
STRG.2021,785,473,1462,401,741
STRG.2020,4,0,140,3,33
Peve_00002198,0,0,0,0,46
Peve_00002199,0,0,0,0,27
Peve_00002197,0,0,0,0,45
Peve_00005979,0,0,0,0,0
STRG.19613,320,220,928,159,233
Peve_00000908,0,0,0,0,0
STRG.19611,243,162,622,232,317
STRG.19610,16,0,0,0,0
STRG.19617,3,4,0,3,0
STRG.19616,1,0,0,0,2
STRG.19615,98,144,188,132,105
STRG.19614,13,6,13,0,9
Peve_00000901,0,0,165,0,0
Peve_00000903,0,4,21,11,0
Peve_00000902,0,0,0,22,0
Peve_00021002,0,0,0,0,0
Peve_00025712,0,0,0,0,0
Peve_00025717,0,0,0,0,0
Peve_00025716,0,0,0,0,7
Peve_00025718,0,0,0,0,0
STRG.13949,618,468,1028,558,835
STRG.13948,358,138,246,166,470
STRG.13941,61,106,110,45,52
STRG.13940,1915,243,761,665,2952
STRG.13943,3020,928,3946,1592,2492
STRG.13942,19,41,40,52,40
STRG.13945,314,214,367,165,353
STRG.13944,5801,1585,6542,3605,4960
STRG.13947,18,24,72,6,10
STRG.13946,336,191,206,75,434
STRG.21449,61,0,32,46,88
STRG.21448,41,13,65,21,59
STRG.21441,413,190,255,556,0
STRG.21440,101,36,544,69,80
STRG.21443,680,276,1341,387,1289
STRG.21442,439,65,147,127,152
STRG.21445,20,3,137,39,36
STRG.21444,587,559,291,454,2525
STRG.21447,563,3,18,361,25
STRG.21446,6,5,0,0,24
Peve_00040323,0,0,0,0,0
Peve_00040325,0,0,0,0,0
STRG.25752,39,4,135,28,0
Peve_00003244,0,0,0,0,0
Peve_00016346,0,0,221,76,37
Peve_00016347,0,0,0,0,0
Peve_00016341,0,0,0,0,0
Peve_00016348,0,0,0,0,0
STRG.25899,49,10,8,7,2
Peve_00006992,0,0,0,0,0
Peve_00006993,0,0,0,0,0
Peve_00006994,0,0,40,0,0
Peve_00006997,0,0,0,0,0
STRG.11543,754,501,1588,482,1012
STRG.11542,54,10,60,41,40
STRG.11541,65,9,66,41,45
Peve_00020878,0,0,0,0,0
STRG.11547,195,19,285,42,61
STRG.11546,68,15,16,8,105
STRG.11545,13,0,101,0,2
STRG.11544,378,251,1393,457,682
STRG.11549,31,50,140,12,31
STRG.11548,179,88,404,47,188
Peve_00020875,0,0,0,0,0
Peve_00023875,0,0,0,0,0
Peve_00044043,0,0,0,0,0
Peve_00040818,0,6,0,0,23
Peve_00019033,0,31,0,37,25
Peve_00040817,0,0,0,0,0
Peve_00040815,0,0,0,0,0
Peve_00019038,0,0,0,0,0
Peve_00004739,0,0,0,0,0
STRG.25218,155,68,367,49,117
Peve_00044315,0,0,0,0,0
STRG.15779,33,4,8,3,21
STRG.25210,188,130,254,160,518
STRG.25211,34,24,143,44,89
STRG.25212,542,559,941,359,673
STRG.25213,332,93,384,78,145
STRG.25214,9,7,42,0,133
Peve_00044319,0,0,0,0,32
STRG.25216,4,0,0,59,1019
STRG.25217,75,0,0,25,0
STRG.24169,100,41,91,67,116
STRG.24168,64,10,70,9,26
STRG.24161,99,7,157,60,59
STRG.24160,11,0,0,3,0
STRG.24163,40,32,140,0,53
STRG.24162,70,54,22,85,66
STRG.24165,1070,32,1657,859,110
STRG.24164,11,12,201,0,8
STRG.24167,507,58,688,298,172
STRG.24166,4,0,4,0,3
Peve_00000298,0,9,3,0,782
Peve_00002676,0,0,0,0,19
Peve_00002679,0,0,0,0,46
Peve_00008733,0,0,0,0,0
Peve_00008730,0,0,0,0,0
Peve_00008731,0,0,0,0,10
Peve_00008736,0,0,0,0,0
Peve_00008737,0,0,0,0,8
Peve_00008734,0,0,0,0,0
Peve_00008735,0,0,0,0,6
Peve_00008738,0,0,0,0,0
Peve_00000122,0,0,1,0,2
Peve_00000120,0,0,0,0,0
STRG.17964,662,275,1079,425,674
Peve_00039998,0,0,0,0,0
Peve_00039999,0,0,0,0,0
Peve_00039996,0,0,0,0,0
STRG.17963,7105,1953,2521,3194,8083
Peve_00039995,0,0,0,0,0
Peve_00039992,0,0,0,8,0
Peve_00039993,0,0,0,18,0
Peve_00039991,0,0,0,0,0
Peve_00018345,0,0,0,0,0
Peve_00018342,0,0,0,0,0
Peve_00018343,0,4,0,0,0
Peve_00018340,0,0,0,0,0
Peve_00018341,0,0,0,0,0
STRG.17960,11,0,17,0,16
Peve_00018349,0,0,0,7,0
Peve_00026832,0,0,0,0,0
Peve_00019962,0,0,0,0,0
Peve_00019966,0,0,0,0,0
STRG.4688,35,0,250,16,91
STRG.4739,1055,442,259,627,1602
STRG.4738,462,217,834,298,350
STRG.4735,459,239,1240,325,689
STRG.4734,1116,620,1705,679,1099
STRG.4737,24,7,49,33,91
STRG.4736,1319,828,7119,4456,2240
STRG.4731,11,4,41,11,42
Peve_00009060,0,0,0,0,0
STRG.4733,120,38,224,186,580
STRG.4732,26,145,646,459,1566
Peve_00006609,0,0,0,0,0
Peve_00028299,0,0,0,0,0
Peve_00001656,0,0,0,0,32
Peve_00028296,0,0,0,0,9
Peve_00028295,0,0,0,0,0
Peve_00028294,0,0,0,0,0
Peve_00001652,0,0,0,0,0
Peve_00001650,0,0,0,6,0
Peve_00001651,0,0,917,76,0
STRG.9273,25292,3302,28832,16703,24885
STRG.9272,4,12,2,0,6
STRG.9271,58,0,565,56,47
STRG.9270,668,35,919,475,627
STRG.9277,11,0,140,79,111
STRG.9276,127,12,0,81,52
STRG.9275,5,17,10,37,212
STRG.9274,6624,2194,3292,2385,15038
STRG.9279,99,34,409,256,117
STRG.9278,8,0,7,0,8
STRG.4083,4,4,51,15,23
STRG.4082,52,0,0,0,0
STRG.4081,140,14,605,32,138
STRG.4080,19,3,3,6,15
STRG.4087,206,115,566,166,290
STRG.4086,36,0,0,12,0
STRG.4085,135,67,276,106,253
STRG.4084,18,12,24,7,9
STRG.4089,20,0,0,0,0
STRG.4088,7,0,0,0,0
Peve_00037521,0,0,0,0,0
Peve_00030345,0,0,0,0,0
Peve_00030346,0,0,0,0,0
Peve_00030347,0,0,90,0,0
Peve_00030340,0,0,0,0,0
Peve_00030342,0,0,0,0,0
Peve_00035191,0,0,0,0,0
Peve_00035197,0,2,0,0,2
Peve_00035198,0,11,0,0,0
Peve_00035199,0,0,0,0,0
STRG.15341,4604,1616,3528,1583,6406
Peve_00038573,0,0,0,0,19
Peve_00038570,0,0,0,0,0
Peve_00035449,0,0,0,0,0
Peve_00036180,0,46,140,15,28
STRG.11047,10,0,0,0,12
Peve_00036189,0,0,0,0,0
Peve_00005831,0,0,0,0,0
Peve_00032870,0,0,0,0,0
Peve_00032875,0,0,65,0,0
Peve_00032877,0,0,0,0,0
Peve_00032878,0,0,0,0,0
STRG.4351,1155,445,1116,475,989
Peve_00033696,0,0,0,0,0
Peve_00033695,0,0,1,0,0
Peve_00033694,0,0,0,0,0
Peve_00033692,0,0,0,0,0
Peve_00033691,0,0,0,0,25
STRG.15019,48,38,110,93,40
STRG.15018,17,10,10,8,23
Peve_00038803,0,0,0,0,0
STRG.15014,9,4,44,0,24
STRG.15017,71,89,374,82,174
STRG.15016,4,0,0,0,23
STRG.15011,94,84,228,43,53
STRG.15010,39,9,71,64,20
Peve_00038805,0,0,0,0,9
STRG.15012,36,30,0,2,38
Peve_00034318,0,0,0,0,13
Peve_00034313,0,50,149,38,187
Peve_00034310,0,40,0,0,0
Peve_00034316,0,0,0,2,0
Peve_00034315,0,0,0,0,0
Peve_00032254,0,0,0,0,4
Peve_00032255,0,0,0,0,4
STRG.17525,826,320,2008,927,2673
STRG.17524,89,181,33,293,1789
STRG.17523,150,342,479,225,1816
STRG.17522,203,91,30,83,61
STRG.17521,818,601,511,543,2603
Peve_00032253,0,0,0,0,0
STRG.17529,214,156,200,90,303
STRG.17528,15,5,0,41,0
Peve_00018889,0,0,0,0,0
Peve_00022121,0,0,36,14,12
STRG.18453,1594,922,2788,913,2112
STRG.1550,7,0,0,0,25
Peve_00022129,0,0,0,0,0
STRG.18451,347,291,656,285,468
STRG.18456,10283,679,12794,906,6364
STRG.9612,6,2,2,0,0
STRG.18457,8102,1912,6756,2587,7693
STRG.25598,97,24,985,34,114
Peve_00006389,0,0,0,0,0
STRG.18454,292,148,518,198,464
STRG.18455,146,40,210,76,227
Peve_00006380,0,0,0,0,0
Peve_00006383,0,17,11,14,0
Peve_00037751,0,3,0,0,0
Peve_00037756,0,0,0,0,0
Peve_00037757,0,0,0,0,0
Peve_00037755,0,0,0,0,0
STRG.12542,4,0,26,3,0
STRG.12543,2,0,0,0,3
STRG.12540,42,0,61,0,15
STRG.12541,50,15,0,20,39
STRG.12546,62,0,3,5,28
STRG.12547,23,0,0,0,0
STRG.12544,7,0,58,6,5
STRG.12545,41,0,96,0,39
STRG.12548,57,0,30,7,140
STRG.12549,139,0,0,98,268
STRG.1044,240,14,1779,103,225
STRG.18721,107,11,2,4,43
STRG.18722,11,0,0,0,9
STRG.18723,152,11,14,10,201
STRG.18724,506,128,394,278,690
STRG.18725,10,0,46,10,18
STRG.18726,8020,1007,1253,1737,11726
STRG.18727,10,0,110,0,21
STRG.18728,1721,1971,2949,1397,1756
Peve_00017690,0,0,0,0,0
Peve_00017692,0,0,0,0,0
STRG.1048,1118,741,554,1055,1590
Peve_00017694,0,0,0,0,0
Peve_00017697,0,0,0,0,0
STRG.14874,147,0,182,24,141
STRG.14875,57,43,72,54,52
STRG.14876,441,819,1417,244,950
STRG.14877,199,84,402,45,147
STRG.14870,18,0,4,0,41
STRG.14871,661,767,1627,1407,721
STRG.14872,799,188,849,334,697
STRG.14873,21,0,479,59,50
Peve_00011222,0,9,118,0,0
Peve_00011223,0,0,0,0,0
Peve_00011220,0,0,0,0,0
STRG.14878,307,88,659,169,218
STRG.14879,349,155,298,0,94
Peve_00023654,0,0,0,0,0
Peve_00024603,0,0,34,0,0
Peve_00023653,0,0,0,0,0
Peve_00024606,0,0,0,0,0
Peve_00023651,0,0,0,0,0
STRG.12094,293,239,1025,387,742
STRG.12095,290,211,382,222,804
STRG.12096,18,0,0,0,15
STRG.12097,149,83,161,55,148
STRG.12090,119,0,315,7,61
STRG.12091,472,109,402,147,859
STRG.12092,41,2,58,13,5
STRG.12093,918,49,254,1030,692
STRG.12098,1149,167,1118,243,1224
STRG.12099,1040,565,2965,1047,1857
STRG.22338,14,0,0,0,36
STRG.22339,2,0,10,0,6
STRG.22336,8,0,0,4,8
STRG.22337,6,0,3,0,3
STRG.22334,3,6,0,18,13
STRG.22335,18,0,0,0,14
STRG.22332,3883,1206,4595,3252,11433
STRG.22333,211,66,359,172,59
STRG.22330,554,239,841,230,776
STRG.22331,86,84,271,99,277
Peve_00011592,0,0,0,0,0
Peve_00011593,0,0,0,0,0
Peve_00011594,0,0,0,0,3
Peve_00011595,0,0,0,0,0
Peve_00011597,0,0,0,0,0
Peve_00011598,0,0,0,0,0
Peve_00011599,0,0,0,0,0
STRG.16737,113,299,958,54,57
STRG.16736,305,0,0,0,0
STRG.16731,4,18,27,51,7
STRG.16730,2,0,16,7,16
Peve_00023382,0,0,0,0,0
STRG.16732,44,53,38,102,41
Peve_00014712,0,0,0,0,0
Peve_00036406,0,0,124,0,0
Peve_00036401,0,0,0,7,0
Peve_00036408,0,0,0,0,0
STRG.22480,4,0,28,0,0
STRG.26100,141,78,38,7,138
STRG.22482,308,181,440,186,632
STRG.22483,212,226,281,159,358
STRG.26105,389,236,402,151,450
STRG.22485,590,127,1115,103,439
STRG.26107,47,54,74,41,5
STRG.26106,75,36,147,22,85
STRG.26109,87,0,71,38,31
STRG.22489,80,0,0,78,0
STRG.19451,238,2,3860,207,471
STRG.19450,454,43,9702,426,1846
STRG.19453,111,17,95,70,36
STRG.19452,961,503,1189,394,1357
STRG.19455,1,3,5,0,5
STRG.19454,3616,956,1116,1520,4494
STRG.19457,4,0,0,5,9
STRG.19456,78,0,0,4,95
STRG.19459,71,4,383,0,92
STRG.19458,814,0,486,9,685
Peve_00010175,0,0,0,0,0
Peve_00010177,0,0,14,14,0
Peve_00010171,0,0,0,0,0
Peve_00010170,0,0,0,0,0
Peve_00010179,0,0,0,0,0
Peve_00010178,0,0,0,0,0
Peve_00025553,0,0,0,0,0
Peve_00025552,0,0,0,0,0
Peve_00025550,0,7,0,0,0
Peve_00025557,0,0,0,0,0
Peve_00025556,0,0,0,0,0
Peve_00025555,0,0,0,0,0
Peve_00025554,0,0,0,0,0
STRG.9738,14,0,0,0,86
STRG.19188,41,0,72,57,88
STRG.9732,88,152,334,44,499
STRG.9733,14,0,55,0,31
STRG.9730,26,37,13,11,129
STRG.9731,1962,1252,2143,1145,3012
STRG.19187,31,7,85,112,54
STRG.19186,489,400,1397,546,644
STRG.19185,10,13,312,40,15
STRG.19184,18,0,137,0,4
STRG.15839,25,0,76,43,70
STRG.15838,50,0,72,4,0
STRG.15837,376,92,364,102,295
STRG.6817,244,86,455,152,291
STRG.15835,30,20,421,17,78
STRG.6815,162,93,302,90,183
STRG.6812,153,60,705,138,176
STRG.6813,2054,1119,1844,597,2194
STRG.6810,7,0,0,0,3
STRG.15830,1704,290,426,74,1957
STRG.17062,957,7,448,540,2221
STRG.17063,19,174,0,15,18
STRG.17060,28,0,4,0,0
STRG.17061,1783,511,526,188,1500
STRG.17066,36,10,50,96,17
STRG.17067,296,88,320,154,600
STRG.17064,14390,5621,8093,5035,21439
STRG.17065,36,51,0,23,64
STRG.17068,251,45,57,96,176
STRG.17069,62,0,0,18,19
STRG.18065,135,38,331,236,431
STRG.18064,79,36,69,21,0
STRG.110,4,0,19,0,5
STRG.111,29,6,0,0,145
STRG.112,188,20,995,113,459
STRG.113,152,91,648,196,67
STRG.114,79,34,234,20,79
STRG.115,183,156,576,124,241
STRG.116,103,29,254,49,128
STRG.117,128,149,847,100,196
STRG.118,325,142,309,172,477
STRG.119,1038,396,1294,469,1152
Peve_00014614,0,9,60,0,0
Peve_00038699,0,0,0,0,0
STRG.3558,23,10,17,5,7
STRG.3559,13,22,37,0,17
STRG.3554,8,7,0,0,0
STRG.3555,1238,9,1842,449,26
STRG.3556,8,157,367,552,237
STRG.3557,31,0,7,0,3
STRG.3550,42,54,107,49,56
STRG.3551,224,111,530,138,247
STRG.3552,1893,1635,694,675,1894
STRG.3553,2,0,49,0,0
Peve_00017332,0,0,0,0,10
Peve_00017330,0,0,0,0,0
Peve_00017331,0,0,0,0,0
Peve_00017334,0,0,4,0,0
Peve_00017335,0,0,0,0,0
Peve_00017339,0,0,0,0,0
STRG.7077,1366,394,1957,685,1388
STRG.7076,102,99,208,92,137
STRG.7075,6009,1372,2036,1652,7209
STRG.7074,76,66,154,73,131
STRG.7073,89,32,605,30,111
STRG.7072,543,151,497,285,155
STRG.7071,1,6,0,0,0
STRG.7070,1,0,0,0,2
Peve_00014674,0,0,0,0,0
STRG.7078,1468,632,3294,849,2322
STRG.10926,1108,373,474,461,981
STRG.10927,134,7,0,29,10
STRG.10924,1226,459,2927,1102,1362
STRG.10925,27,38,108,44,39
STRG.10922,29,3,8,0,10
STRG.10923,139,55,377,80,155
STRG.10920,46,70,539,48,61
STRG.10921,36,31,293,3,0
STRG.10928,10,0,0,14,12
STRG.10929,25,0,0,0,0
STRG.1897,58,4,41,24,120
STRG.20227,47,42,264,7,73
STRG.1895,1036,249,418,407,1219
STRG.1894,439,124,229,229,766
STRG.1893,3775,1714,1880,1825,6266
STRG.1892,2853,817,1181,1924,4272
STRG.20220,956,708,1122,896,1210
STRG.20221,39,35,120,24,15
STRG.11033,32,4,97,14,57
STRG.11032,1136,753,952,528,1241
STRG.11031,413,138,778,175,576
STRG.11030,403,209,1002,325,235
STRG.11037,637,555,878,212,1223
STRG.11036,78,56,447,44,131
STRG.20228,146,135,204,161,555
