Orthogroup	Species	Porites_evermanni_v1.annot.pep	Orthologs
OG0001641	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002568, Peve_00045244, Peve_00039839	Pocillopora_meandrina_HIv1___RNAseq.g29724.t1
OG0001641	Apulchra-genome.pep	Peve_00002568, Peve_00045244, Peve_00039839	FUN_025532-T1, FUN_025534-T1
OG0001641	Pocillopora_meandrina_HIv1.genes.pep	Peve_00010372	Pocillopora_meandrina_HIv1___RNAseq.g29715.t1
OG0001642	Pocillopora_meandrina_HIv1.genes.pep	Peve_00039309, Peve_00004689	Pocillopora_meandrina_HIv1___TS.g2832.t1a
OG0001642	Apulchra-genome.pep	Peve_00039309, Peve_00004689	FUN_025694-T2, FUN_025694-T1
OG0001642	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026227, Peve_00004697	Pocillopora_meandrina_HIv1___RNAseq.g13832.t1
OG0001643	Apulchra-genome.pep	Peve_00017925	FUN_025796-T1
OG0001643	Pocillopora_meandrina_HIv1.genes.pep	Peve_00017925	Pocillopora_meandrina_HIv1___RNAseq.g10382.t1
OG0001643	Apulchra-genome.pep	Peve_00017931, Peve_00017921	FUN_025797-T1
OG0001643	Pocillopora_meandrina_HIv1.genes.pep	Peve_00017931, Peve_00017921	Pocillopora_meandrina_HIv1___TS.g7873.t1, Pocillopora_meandrina_HIv1___RNAseq.g10379.t1
OG0001644	Pocillopora_meandrina_HIv1.genes.pep	Peve_00022031, Peve_00014422, Peve_00012628, Peve_00022029	Pocillopora_meandrina_HIv1___RNAseq.g11983.t1, Pocillopora_meandrina_HIv1___RNAseq.g11986.t1
OG0001644	Apulchra-genome.pep	Peve_00022031, Peve_00014422, Peve_00012628, Peve_00022029	FUN_026114-T1, FUN_026099-T1
OG0001645	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044671, Peve_00044667, Peve_00044670, Peve_00044669, Peve_00044668	Pocillopora_meandrina_HIv1___RNAseq.g8932.t2a
OG0001645	Apulchra-genome.pep	Peve_00044671	FUN_026204-T1
OG0001645	Apulchra-genome.pep	Peve_00044667, Peve_00044670, Peve_00044669, Peve_00044668	FUN_026208-T1
OG0001646	Apulchra-genome.pep	Peve_00030617, Peve_00030627, Peve_00030266	FUN_026297-T1, FUN_026297-T3, FUN_026297-T2, FUN_026297-T4
OG0001646	Pocillopora_meandrina_HIv1.genes.pep	Peve_00030617, Peve_00030627, Peve_00030266	Pocillopora_meandrina_HIv1___TS.g18167.t1
OG0001647	Apulchra-genome.pep	Peve_00026497, Peve_00034539	FUN_026402-T1
OG0001647	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026497, Peve_00034539	Pocillopora_meandrina_HIv1___RNAseq.g25611.t1, Pocillopora_meandrina_HIv1___TS.g9049.t1, Pocillopora_meandrina_HIv1___RNAseq.g25610.t1, Pocillopora_meandrina_HIv1___RNAseq.g25614.t1, Pocillopora_meandrina_HIv1___RNAseq.g25613.t1
OG0001648	Apulchra-genome.pep	Peve_00021565, Peve_00040218	FUN_026527-T1, FUN_026522-T1, FUN_026527-T2
OG0001648	Pocillopora_meandrina_HIv1.genes.pep	Peve_00021565, Peve_00040218	Pocillopora_meandrina_HIv1___RNAseq.g4205.t1, Pocillopora_meandrina_HIv1___RNAseq.g4207.t1, Pocillopora_meandrina_HIv1___RNAseq.g4206.t1
OG0001649	Apulchra-genome.pep	Peve_00041501	FUN_026600-T1
OG0001649	Pocillopora_meandrina_HIv1.genes.pep	Peve_00041501	Pocillopora_meandrina_HIv1___RNAseq.g21860.t1, Pocillopora_meandrina_HIv1___RNAseq.g22070.t1, Pocillopora_meandrina_HIv1___RNAseq.g21548.t1, Pocillopora_meandrina_HIv1___RNAseq.g1806.t1, Pocillopora_meandrina_HIv1___TS.g16087.t1, Pocillopora_meandrina_HIv1___RNAseq.g6720.t1
OG0001650	Apulchra-genome.pep	Peve_00005475, Peve_00014792	FUN_026816-T1, FUN_039144-T1
OG0001650	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005475, Peve_00014792	Pocillopora_meandrina_HIv1___RNAseq.g3012.t1, Pocillopora_meandrina_HIv1___RNAseq.g3660.t1, Pocillopora_meandrina_HIv1___RNAseq.g8704.t1, Pocillopora_meandrina_HIv1___TS.g6932.t1
OG0001651	Apulchra-genome.pep	Peve_00039610	FUN_027213-T1
OG0001651	Pocillopora_meandrina_HIv1.genes.pep	Peve_00039610	Pocillopora_meandrina_HIv1___RNAseq.g15326.t1, Pocillopora_meandrina_HIv1___RNAseq.g15322.t1, Pocillopora_meandrina_HIv1___TS.g10350.t1, Pocillopora_meandrina_HIv1___RNAseq.g15325.t1, Pocillopora_meandrina_HIv1___TS.g10351.t1, Pocillopora_meandrina_HIv1___TS.g10348.t1
OG0001652	Apulchra-genome.pep	Peve_00022548	FUN_027816-T1
OG0001652	Pocillopora_meandrina_HIv1.genes.pep	Peve_00022548	Pocillopora_meandrina_HIv1___RNAseq.g1708.t1, Pocillopora_meandrina_HIv1___RNAseq.g1706.t1, Pocillopora_meandrina_HIv1___RNAseq.g1768.t1, Pocillopora_meandrina_HIv1___TS.g4215.t1a, Pocillopora_meandrina_HIv1___RNAseq.g1704.t1, Pocillopora_meandrina_HIv1___RNAseq.g1703.t1
OG0001653	Pocillopora_meandrina_HIv1.genes.pep	Peve_00020552, Peve_00020553	Pocillopora_meandrina_HIv1___TS.g11659.t1
OG0001653	Apulchra-genome.pep	Peve_00020552, Peve_00020553	FUN_027929-T1, FUN_027928-T2, FUN_027928-T4, FUN_027928-T3, FUN_027928-T1
OG0001654	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044200, Peve_00015258, Peve_00044198, Peve_00041132, Peve_00000029	Pocillopora_meandrina_HIv1___RNAseq.g13931.t1
OG0001654	Apulchra-genome.pep	Peve_00044200, Peve_00015258, Peve_00044198, Peve_00041132, Peve_00000029	FUN_028027-T1, FUN_028028-T1
OG0001655	Apulchra-genome.pep	Peve_00019018	FUN_035580-T1
OG0001655	Apulchra-genome.pep	Peve_00009307	FUN_030987-T1, FUN_043786-T1, FUN_028217-T1, FUN_035579-T1, FUN_033622-T1
OG0001656	Pocillopora_meandrina_HIv1.genes.pep	Peve_00031682, Peve_00024573	Pocillopora_meandrina_HIv1___RNAseq.g20708.t1
OG0001656	Apulchra-genome.pep	Peve_00031682, Peve_00024573	FUN_028821-T2, FUN_028821-T1, FUN_028831-T2, FUN_028831-T1, FUN_028831-T3
OG0001657	Apulchra-genome.pep	Peve_00012543, Peve_00026318, Peve_00026320, Peve_00035858	FUN_029200-T1
OG0001657	Pocillopora_meandrina_HIv1.genes.pep	Peve_00012543, Peve_00026318, Peve_00026320, Peve_00035858	Pocillopora_meandrina_HIv1___RNAseq.g25528.t1, Pocillopora_meandrina_HIv1___RNAseq.g25527.t1, Pocillopora_meandrina_HIv1___RNAseq.g25529.t1
OG0001658	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005681	Pocillopora_meandrina_HIv1___RNAseq.g758.t1, Pocillopora_meandrina_HIv1___RNAseq.g25830.t1
OG0001658	Apulchra-genome.pep	Peve_00005681	FUN_034038-T1, FUN_030092-T1, FUN_031951-T1, FUN_029982-T1, FUN_029950-T1
OG0001660	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026519, Peve_00026520	Pocillopora_meandrina_HIv1___RNAseq.g5165.t1, Pocillopora_meandrina_HIv1___RNAseq.g5164.t1, Pocillopora_meandrina_HIv1___RNAseq.g5163.t1, Pocillopora_meandrina_HIv1___RNAseq.g5162.t1
OG0001660	Apulchra-genome.pep	Peve_00026519, Peve_00026520	FUN_031295-T1, FUN_031296-T1
OG0001661	Apulchra-genome.pep	Peve_00045254, Peve_00045255, Peve_00045251, Peve_00045250, Peve_00019602	FUN_031516-T1, FUN_031513-T1, FUN_031512-T1
OG0001663	Apulchra-genome.pep	Peve_00026341, Peve_00012839	FUN_031670-T1
OG0001663	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026341, Peve_00012839	Pocillopora_meandrina_HIv1___RNAseq.g5743.t1, Pocillopora_meandrina_HIv1___RNAseq.g5741.t1, Pocillopora_meandrina_HIv1___RNAseq.g5739.t1, Pocillopora_meandrina_HIv1___RNAseq.g5738.t1, Pocillopora_meandrina_HIv1___RNAseq.g5737.t1
OG0001664	Apulchra-genome.pep	Peve_00026503, Peve_00026504	FUN_031682-T1
OG0001664	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026503, Peve_00026504	Pocillopora_meandrina_HIv1___RNAseq.g22452.t1, Pocillopora_meandrina_HIv1___TS.g27215.t1, Pocillopora_meandrina_HIv1___RNAseq.g20220.t1, Pocillopora_meandrina_HIv1___TS.g29599.t1, Pocillopora_meandrina_HIv1___RNAseq.3756_t
OG0001668	Pocillopora_meandrina_HIv1.genes.pep	Peve_00009248, Peve_00040502, Peve_00027034	Pocillopora_meandrina_HIv1___RNAseq.g10811.t1
OG0001668	Apulchra-genome.pep	Peve_00009248, Peve_00040502, Peve_00027034	FUN_032454-T1, FUN_032448-T1, FUN_032450-T1, FUN_032447-T1
OG0001669	Apulchra-genome.pep	Peve_00029929, Peve_00034624, Peve_00029913, Peve_00029931, Peve_00037467	FUN_032745-T1, FUN_032745-T2
OG0001669	Pocillopora_meandrina_HIv1.genes.pep	Peve_00029929, Peve_00034624, Peve_00029913, Peve_00029931, Peve_00037467	Pocillopora_meandrina_HIv1___RNAseq.g29880.t1
OG0001671	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016294, Peve_00017974, Peve_00007969, Peve_00001230, Peve_00025385	Pocillopora_meandrina_HIv1___RNAseq.g13168.t1
OG0001671	Apulchra-genome.pep	Peve_00016294, Peve_00017974, Peve_00007969, Peve_00001230, Peve_00025385	FUN_033043-T1, FUN_033043-T2
OG0001672	Pocillopora_meandrina_HIv1.genes.pep	Peve_00000707, Peve_00034873	Pocillopora_meandrina_HIv1___RNAseq.g153.t1
OG0001672	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005883, Peve_00000706	Pocillopora_meandrina_HIv1___RNAseq.g17259.t1, Pocillopora_meandrina_HIv1___RNAseq.g155.t1
OG0001672	Apulchra-genome.pep	Peve_00005883, Peve_00000706	FUN_033300-T1
OG0001673	Apulchra-genome.pep	Peve_00041413	FUN_033306-T1, FUN_045510-T1, FUN_045257-T1, FUN_045353-T2, FUN_045353-T1
OG0001673	Pocillopora_meandrina_HIv1.genes.pep	Peve_00041413	Pocillopora_meandrina_HIv1___TS.g23396.t1, Pocillopora_meandrina_HIv1___RNAseq.g10026.t1
OG0001674	Apulchra-genome.pep	Peve_00004926, Peve_00027605, Peve_00027603	FUN_033995-T1, FUN_033994-T1, FUN_033993-T1
OG0001674	Pocillopora_meandrina_HIv1.genes.pep	Peve_00004926	Pocillopora_meandrina_HIv1___RNAseq.g26101.t1
OG0001674	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027605, Peve_00027603	Pocillopora_meandrina_HIv1___RNAseq.g26096.t1
OG0001675	Pocillopora_meandrina_HIv1.genes.pep	Peve_00023261, Peve_00043233	Pocillopora_meandrina_HIv1___RNAseq.4915_t
OG0001675	Apulchra-genome.pep	Peve_00023261, Peve_00043233	FUN_042866-T2, FUN_042866-T3, FUN_042866-T1, FUN_042870-T1, FUN_034075-T1
OG0001676	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027526, Peve_00034544	Pocillopora_meandrina_HIv1___RNAseq.g28430.t1, Pocillopora_meandrina_HIv1___TS.g8213.t1, Pocillopora_meandrina_HIv1___RNAseq.g28434.t1
OG0001676	Apulchra-genome.pep	Peve_00027526	FUN_034221-T1, FUN_034222-T1
OG0001676	Apulchra-genome.pep	Peve_00034544	FUN_034224-T1
OG0001677	Apulchra-genome.pep	Peve_00024654, Peve_00024648, Peve_00024647, Peve_00024653	FUN_035014-T1
OG0001677	Pocillopora_meandrina_HIv1.genes.pep	Peve_00024654, Peve_00024648, Peve_00024647, Peve_00024653	Pocillopora_meandrina_HIv1___RNAseq.g27776.t1, Pocillopora_meandrina_HIv1___RNAseq.g27778.t1, Pocillopora_meandrina_HIv1___RNAseq.g27777.t1
OG0001678	Pocillopora_meandrina_HIv1.genes.pep	Peve_00013694, Peve_00045073	Pocillopora_meandrina_HIv1___RNAseq.g18509.t1
OG0001678	Pocillopora_meandrina_HIv1.genes.pep	Peve_00025171, Peve_00027358	Pocillopora_meandrina_HIv1___RNAseq.g24918.t1, Pocillopora_meandrina_HIv1___RNAseq.g25385.t1
OG0001678	Apulchra-genome.pep	Peve_00025171, Peve_00027358	FUN_035120-T1
OG0001679	Apulchra-genome.pep	Peve_00003091, Peve_00010660, Peve_00044075, Peve_00006324, Peve_00029503	FUN_035161-T1, FUN_035164-T1
OG0001679	Pocillopora_meandrina_HIv1.genes.pep	Peve_00003091, Peve_00010660, Peve_00044075, Peve_00006324, Peve_00029503	Pocillopora_meandrina_HIv1___RNAseq.11026_t
OG0001680	Pocillopora_meandrina_HIv1.genes.pep	Peve_00024935, Peve_00017567, Peve_00017566, Peve_00027778	Pocillopora_meandrina_HIv1___RNAseq.g27938.t1, Pocillopora_meandrina_HIv1___TS.g15285.t1, Pocillopora_meandrina_HIv1___RNAseq.g27937.t1
OG0001680	Apulchra-genome.pep	Peve_00024935, Peve_00017567, Peve_00017566, Peve_00027778	FUN_035178-T1
OG0001681	Apulchra-genome.pep	Peve_00020297, Peve_00016227, Peve_00016229, Peve_00008445	FUN_035357-T1
OG0001681	Pocillopora_meandrina_HIv1.genes.pep	Peve_00020297, Peve_00016227, Peve_00016229, Peve_00008445	Pocillopora_meandrina_HIv1___RNAseq.g12244.t1, Pocillopora_meandrina_HIv1___TS.g3575.t1, Pocillopora_meandrina_HIv1___RNAseq.g12243.t1
OG0001682	Pocillopora_meandrina_HIv1.genes.pep	Peve_00016223, Peve_00008437	Pocillopora_meandrina_HIv1___RNAseq.g12236.t1, Pocillopora_meandrina_HIv1___RNAseq.g12230.t1, Pocillopora_meandrina_HIv1___RNAseq.g12399.t1, Pocillopora_meandrina_HIv1___RNAseq.g12397.t1
OG0001682	Apulchra-genome.pep	Peve_00016223, Peve_00008437	FUN_035360-T1, FUN_035360-T2
OG0001683	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007634, Peve_00007637, Peve_00007635, Peve_00007636, Peve_00039833	Pocillopora_meandrina_HIv1___RNAseq.g27570.t1
OG0001683	Apulchra-genome.pep	Peve_00007634, Peve_00007637, Peve_00007635, Peve_00007636, Peve_00039833	FUN_035422-T1, FUN_035421-T1
OG0001684	Apulchra-genome.pep	Peve_00040302, Peve_00040304, Peve_00000030, Peve_00000028, Peve_00029009, Peve_00028031	FUN_035540-T1
OG0001684	Pocillopora_meandrina_HIv1.genes.pep	Peve_00040302, Peve_00040304, Peve_00000030, Peve_00000028, Peve_00029009, Peve_00028031	Pocillopora_meandrina_HIv1___RNAseq.g28019.t1
OG0001685	Apulchra-genome.pep	Peve_00038556, Peve_00020778, Peve_00038555, Peve_00038550	FUN_035657-T2, FUN_035657-T1
OG0001685	Pocillopora_meandrina_HIv1.genes.pep	Peve_00038556, Peve_00020778, Peve_00038555, Peve_00038550	Pocillopora_meandrina_HIv1___TS.g15459.t1a, Pocillopora_meandrina_HIv1___TS.g15460.t1
OG0001686	Pocillopora_meandrina_HIv1.genes.pep	Peve_00040160, Peve_00019276	Pocillopora_meandrina_HIv1___RNAseq.g7205.t1, Pocillopora_meandrina_HIv1___RNAseq.g17858.t1, Pocillopora_meandrina_HIv1___RNAseq.g7217.t1, Pocillopora_meandrina_HIv1___RNAseq.g7210.t1, Pocillopora_meandrina_HIv1___RNAseq.g17857.t1
OG0001686	Apulchra-genome.pep	Peve_00040160, Peve_00019276	FUN_035835-T1
OG0001687	Pocillopora_meandrina_HIv1.genes.pep	Peve_00029866	Pocillopora_meandrina_HIv1___TS.g14735.t1
OG0001687	Apulchra-genome.pep	Peve_00029866	FUN_036048-T1, FUN_036049-T1, FUN_036051-T2, FUN_036050-T1, FUN_036051-T1, FUN_036052-T1
OG0001688	Pocillopora_meandrina_HIv1.genes.pep	Peve_00004234, Peve_00018987, Peve_00007956, Peve_00000564	Pocillopora_meandrina_HIv1___RNAseq.g27398.t1
OG0001688	Apulchra-genome.pep	Peve_00004234, Peve_00018987, Peve_00007956, Peve_00000564	FUN_036062-T1, FUN_036061-T1, FUN_036064-T1
OG0001689	Apulchra-genome.pep	Peve_00032558	FUN_036479-T1
OG0001689	Apulchra-genome.pep	Peve_00012313	FUN_045731-T1, FUN_040923-T2, FUN_036480-T1, FUN_040923-T1
OG0001689	Pocillopora_meandrina_HIv1.genes.pep	Peve_00012313	Pocillopora_meandrina_HIv1___RNAseq.g27560.t1
OG0001690	Apulchra-genome.pep	Peve_00002366, Peve_00002367, Peve_00002365	FUN_036890-T1, FUN_036890-T2, FUN_036891-T1
OG0001690	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002366, Peve_00002367, Peve_00002365	Pocillopora_meandrina_HIv1___RNAseq.g4235.t1, Pocillopora_meandrina_HIv1___RNAseq.g4234.t1
OG0001692	Apulchra-genome.pep	Peve_00009282, Peve_00038847	FUN_037012-T1
OG0001692	Pocillopora_meandrina_HIv1.genes.pep	Peve_00009282, Peve_00038847	Pocillopora_meandrina_HIv1___RNAseq.g10141.t1, Pocillopora_meandrina_HIv1___TS.g8703.t1, Pocillopora_meandrina_HIv1___RNAseq.g16310.t1, Pocillopora_meandrina_HIv1___TS.g8709.t1, Pocillopora_meandrina_HIv1___RNAseq.g11285.t1
OG0001693	Pocillopora_meandrina_HIv1.genes.pep	Peve_00004738, Peve_00018398	Pocillopora_meandrina_HIv1___TS.g14046.t1, Pocillopora_meandrina_HIv1___RNAseq.g26782.t2
OG0001693	Apulchra-genome.pep	Peve_00004738, Peve_00018398	FUN_037066-T1, FUN_045576-T1, FUN_037067-T1, FUN_037070-T1
OG0001694	Apulchra-genome.pep	Peve_00027035, Peve_00038177, Peve_00027242	FUN_037445-T1
OG0001694	Pocillopora_meandrina_HIv1.genes.pep	Peve_00027035, Peve_00038177, Peve_00027242	Pocillopora_meandrina_HIv1___RNAseq.g10981.t1, Pocillopora_meandrina_HIv1___TS.g13481.t1, Pocillopora_meandrina_HIv1___RNAseq.g10976.t1, Pocillopora_meandrina_HIv1___RNAseq.g10978.t1
OG0001695	Pocillopora_meandrina_HIv1.genes.pep	Peve_00036472, Peve_00040389	Pocillopora_meandrina_HIv1___RNAseq.g1324.t1b
OG0001695	Apulchra-genome.pep	Peve_00036472, Peve_00040389	FUN_037520-T1, FUN_037522-T1, FUN_037521-T1, FUN_037524-T1, FUN_037523-T1
OG0001696	Apulchra-genome.pep	Peve_00037928, Peve_00004122	FUN_037736-T1, FUN_037735-T1, FUN_037723-T1, FUN_037720-T1, FUN_037724-T1, FUN_037730-T1
OG0001697	Apulchra-genome.pep	Peve_00026138	FUN_037791-T1, FUN_037790-T1, FUN_037789-T1, FUN_037793-T1
OG0001697	Pocillopora_meandrina_HIv1.genes.pep	Peve_00026138	Pocillopora_meandrina_HIv1___TS.g13448.t2b, Pocillopora_meandrina_HIv1___RNAseq.g1322.t1, Pocillopora_meandrina_HIv1___RNAseq.g10947.t1
OG0001698	Apulchra-genome.pep	Peve_00012005, Peve_00012000, Peve_00024190, Peve_00012010, Peve_00012006, Peve_00034862, Peve_00034866	FUN_037928-T1
OG0001699	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002243, Peve_00002171, Peve_00025361	Pocillopora_meandrina_HIv1___RNAseq.g28342.t1, Pocillopora_meandrina_HIv1___RNAseq.g28341.t1, Pocillopora_meandrina_HIv1___RNAseq.g28339.t1
OG0001699	Apulchra-genome.pep	Peve_00002243, Peve_00002171, Peve_00025361	FUN_038116-T1, FUN_038105-T1
OG0001700	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007578	Pocillopora_meandrina_HIv1___RNAseq.g28531.t1
OG0001700	Pocillopora_meandrina_HIv1.genes.pep	Peve_00007201	Pocillopora_meandrina_HIv1___RNAseq.g28533.t1, Pocillopora_meandrina_HIv1___TS.g8310.t1, Pocillopora_meandrina_HIv1___TS.g8311.t1, Pocillopora_meandrina_HIv1___RNAseq.g28530.t1
OG0001700	Apulchra-genome.pep	Peve_00007201	FUN_038817-T1
OG0001701	Apulchra-genome.pep	Peve_00002531	FUN_038944-T1
OG0001701	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002531	Pocillopora_meandrina_HIv1___RNAseq.g14592.t1, Pocillopora_meandrina_HIv1___TS.g15529.t1, Pocillopora_meandrina_HIv1___RNAseq.g9143.t1, Pocillopora_meandrina_HIv1___RNAseq.g14593.t1, Pocillopora_meandrina_HIv1___RNAseq.g14594.t2, Pocillopora_meandrina_HIv1___RNAseq.g9144.t1
OG0001702	Pocillopora_meandrina_HIv1.genes.pep	Peve_00003611	Pocillopora_meandrina_HIv1___RNAseq.g13919.t1, Pocillopora_meandrina_HIv1___RNAseq.g268.t2
OG0001702	Apulchra-genome.pep	Peve_00003611	FUN_044611-T3, FUN_039639-T1, FUN_044611-T2, FUN_039538-T1, FUN_044611-T1
OG0001703	Apulchra-genome.pep	Peve_00010154, Peve_00006584, Peve_00010145, Peve_00010160	FUN_039930-T2, FUN_039930-T1
OG0001703	Pocillopora_meandrina_HIv1.genes.pep	Peve_00010154, Peve_00006584, Peve_00010145, Peve_00010160	Pocillopora_meandrina_HIv1___RNAseq.g7334.t1, Pocillopora_meandrina_HIv1___RNAseq.g7333.t1
OG0001704	Pocillopora_meandrina_HIv1.genes.pep	Peve_00038103	Pocillopora_meandrina_HIv1___RNAseq.g8504.t1, Pocillopora_meandrina_HIv1___TS.g20240.t1, Pocillopora_meandrina_HIv1___RNAseq.g8502.t1, Pocillopora_meandrina_HIv1___RNAseq.g8510.t1, Pocillopora_meandrina_HIv1___TS.g20246.t1, Pocillopora_meandrina_HIv1___RNAseq.g8513.t1
OG0001704	Apulchra-genome.pep	Peve_00038103	FUN_040147-T1
OG0001705	Apulchra-genome.pep	Peve_00044067, Peve_00044066	FUN_040415-T1
OG0001705	Pocillopora_meandrina_HIv1.genes.pep	Peve_00044067, Peve_00044066	Pocillopora_meandrina_HIv1___RNAseq.g11650.t1, Pocillopora_meandrina_HIv1___RNAseq.g11648.t1, Pocillopora_meandrina_HIv1___RNAseq.g11319.t1, Pocillopora_meandrina_HIv1___RNAseq.g11649.t1, Pocillopora_meandrina_HIv1___RNAseq.g11651.t1
OG0001706	Apulchra-genome.pep	Peve_00009202, Peve_00008352	FUN_040821-T1
OG0001706	Pocillopora_meandrina_HIv1.genes.pep	Peve_00009202, Peve_00008352	Pocillopora_meandrina_HIv1___RNAseq.g271.t1b, Pocillopora_meandrina_HIv1___RNAseq.g21431.t1, Pocillopora_meandrina_HIv1___RNAseq.g5577.t1, Pocillopora_meandrina_HIv1___TS.g6156.t1, Pocillopora_meandrina_HIv1___RNAseq.g28741.t1
OG0001708	Apulchra-genome.pep	Peve_00028474	FUN_041586-T1, FUN_041586-T2
OG0001708	Pocillopora_meandrina_HIv1.genes.pep	Peve_00028474	Pocillopora_meandrina_HIv1___RNAseq.g13901.t1, Pocillopora_meandrina_HIv1___RNAseq.g13900.t1, Pocillopora_meandrina_HIv1___RNAseq.g15274.t1, Pocillopora_meandrina_HIv1___RNAseq.g15270.t1, Pocillopora_meandrina_HIv1___RNAseq.g15266.t1
OG0001709	Apulchra-genome.pep	Peve_00036097	FUN_041591-T1, FUN_041591-T2
OG0001709	Pocillopora_meandrina_HIv1.genes.pep	Peve_00036097	Pocillopora_meandrina_HIv1___RNAseq.g15275.t1, Pocillopora_meandrina_HIv1___RNAseq.g15273.t1, Pocillopora_meandrina_HIv1___RNAseq.g15268.t1, Pocillopora_meandrina_HIv1___RNAseq.g15278.t1, Pocillopora_meandrina_HIv1___RNAseq.g15276.t1
OG0001712	Apulchra-genome.pep	Peve_00025226, Peve_00025223, Peve_00027043, Peve_00036063	FUN_042987-T1
OG0001712	Pocillopora_meandrina_HIv1.genes.pep	Peve_00025226, Peve_00025223, Peve_00027043, Peve_00036063	Pocillopora_meandrina_HIv1___RNAseq.g7101.t1, Pocillopora_meandrina_HIv1___RNAseq.g7095.t1, Pocillopora_meandrina_HIv1___RNAseq.g7097.t1
OG0001713	Apulchra-genome.pep	Peve_00025778	FUN_043307-T1
OG0001713	Pocillopora_meandrina_HIv1.genes.pep	Peve_00025778	Pocillopora_meandrina_HIv1___RNAseq.g25476.t1, Pocillopora_meandrina_HIv1___RNAseq.g25474.t1, Pocillopora_meandrina_HIv1___RNAseq.g25475.t1
OG0001713	Pocillopora_meandrina_HIv1.genes.pep	Peve_00031794	Pocillopora_meandrina_HIv1___TS.g20644.t1
OG0001713	Apulchra-genome.pep	Peve_00031794	FUN_043304-T1
OG0001716	Pocillopora_meandrina_HIv1.genes.pep	Peve_00002477, Peve_00002359, Peve_00019822, Peve_00039294, Peve_00030823, Peve_00024035	Pocillopora_meandrina_HIv1___RNAseq.g8907.t1a
OG0001716	Apulchra-genome.pep	Peve_00002477, Peve_00002359, Peve_00019822, Peve_00039294, Peve_00030823, Peve_00024035	FUN_044684-T1
OG0001717	Apulchra-genome.pep	Peve_00005239, Peve_00038184, Peve_00026509, Peve_00025085	FUN_044745-T1
OG0001717	Pocillopora_meandrina_HIv1.genes.pep	Peve_00005239, Peve_00038184, Peve_00026509, Peve_00025085	Pocillopora_meandrina_HIv1___TS.g17216.t1, Pocillopora_meandrina_HIv1___RNAseq.g337.t1, Pocillopora_meandrina_HIv1___RNAseq.g11023.t1
OG0001718	Pocillopora_meandrina_HIv1.genes.pep	Peve_00017478, Peve_00022973	Pocillopora_meandrina_HIv1___TS.g8451.t1
OG0001718	Pocillopora_meandrina_HIv1.genes.pep	Peve_00015674	Pocillopora_meandrina_HIv1___TS.g14275.t1
OG0001718	Apulchra-genome.pep	Peve_00015674	FUN_045494-T1, FUN_045835-T1, FUN_044767-T1
OG0001719	Apulchra-genome.pep	Peve_00023855, Peve_00042851, Peve_00004719, Peve_00030028, Peve_00038935, Peve_00032066	FUN_045716-T1, FUN_044786-T1
OG0001721	Pocillopora_meandrina_HIv1.genes.pep	Peve_00036115, Peve_00003678, Peve_00023448, Peve_00023449, Peve_00022251, Peve_00007856	Pocillopora_meandrina_HIv1___RNAseq.g2824.t1a
OG0001721	Apulchra-genome.pep	Peve_00036115, Peve_00003678, Peve_00023448, Peve_00023449, Peve_00022251, Peve_00007856	FUN_045045-T1
OG0001722	Apulchra-genome.pep	Peve_00040044, Peve_00043923, Peve_00007787, Peve_00029003, Peve_00017297, Peve_00023155, Peve_00008576	FUN_045271-T1
OG0001723	Apulchra-genome.pep	Peve_00011482	FUN_045306-T1
OG0001723	Pocillopora_meandrina_HIv1.genes.pep	Peve_00011482	Pocillopora_meandrina_HIv1___RNAseq.g16244.t1, Pocillopora_meandrina_HIv1___RNAseq.g29601.t1, Pocillopora_meandrina_HIv1___RNAseq.g29574.t1, Pocillopora_meandrina_HIv1___RNAseq.g29562.t1, Pocillopora_meandrina_HIv1___RNAseq.g12922.t1, Pocillopora_meandrina_HIv1___RNAseq.g25188.t1
OG0001724	Apulchra-genome.pep	Peve_00016877, Peve_00036657, Peve_00015796, Peve_00001378, Peve_00013830, Peve_00001969, Peve_00011427	FUN_045473-T1
OG0001725	Pocillopora_meandrina_HIv1.genes.pep	Peve_00017038	Pocillopora_meandrina_HIv1___TS.g18020.t1
OG0001725	Apulchra-genome.pep	Peve_00017038	FUN_045736-T1
