gene_id,RNA-ACR-140,RNA-ACR-145,RNA-ACR-150,RNA-ACR-173,RNA-ACR-178
FUN_015358,28,0,25,0,93
FUN_015359,214,53,34,122,31
FUN_040231,123,34,29,73,33
FUN_025179,0,0,0,0,0
FUN_025178,0,0,0,0,0
FUN_025171,0,0,0,3,87
FUN_025170,0,0,0,0,2
FUN_025173,0,0,0,0,0
FUN_025172,0,0,0,2,2
FUN_025175,5,0,3,1,20
FUN_025174,0,0,0,0,0
FUN_025177,8,0,1,0,0
FUN_025176,9,0,0,0,10
FUN_004667,336,266,80,24,26
FUN_018889,0,0,0,0,0
FUN_018888,0,0,0,0,0
FUN_017859,2941,1321,1375,2822,2474
FUN_017858,879,349,305,423,330
FUN_018885,0,0,0,0,0
FUN_018884,1,0,0,1,1
FUN_017855,0,57,39,87,19
FUN_018886,0,6,0,0,40
FUN_018881,0,0,0,0,0
FUN_017852,9787,15328,6725,10107,5613
FUN_018883,0,0,0,1,1
FUN_017850,690,398,442,546,557
FUN_024802,42,75,5,285,106
FUN_024803,7,8,47,13,13
FUN_024800,126,34,7,44,106
FUN_024801,364,497,384,503,536
FUN_024806,0,0,0,0,6
FUN_024807,0,0,0,4,30
FUN_024804,1000,974,687,1213,1202
FUN_024805,0,0,0,2,2
FUN_024808,5,5,0,37,37
FUN_024809,0,4,15,0,0
FUN_004660,299,520,308,870,189
FUN_038322,135,62,53,159,153
FUN_038323,35,0,27,34,16
FUN_038320,347,38,194,420,425
FUN_038321,358,207,221,453,526
FUN_038326,345,206,211,389,486
FUN_038327,135,53,59,157,155
FUN_038324,0,0,0,0,0
FUN_018441,774,605,201,633,360
FUN_011557,59,30,65,26,257
FUN_038328,23,0,21,37,15
FUN_038329,0,0,0,0,0
FUN_031800,365,406,223,305,233
FUN_031801,7539,7898,4578,6136,4704
FUN_031802,2649,2263,2395,3420,1917
FUN_031803,0,0,0,0,0
FUN_031804,0,0,0,0,0
FUN_031805,0,0,0,0,0
FUN_031806,0,0,0,0,0
FUN_031807,0,0,0,0,0
FUN_031808,0,0,0,0,0
FUN_031809,268,115,594,262,277
FUN_018440,601,375,144,275,393
FUN_019688,18,57,0,4,466
FUN_019689,0,27,0,0,0
FUN_017067,0,0,1,0,0
FUN_019680,0,0,0,0,0
FUN_019681,0,1,2,4,1
FUN_019682,2,5,6,2,9
FUN_019683,0,0,0,0,0
FUN_019684,0,0,0,0,0
FUN_019685,0,0,0,0,0
FUN_019686,0,0,6,0,0
FUN_019687,168,110,76,0,1103
FUN_017065,0,0,0,0,0
FUN_024538,321,1,2,37,2
FUN_017062,0,0,0,0,1
FUN_024539,761,162,322,1001,377
FUN_012015,61,0,40,100,79
FUN_008127,29,7,38,0,263
FUN_020279,0,0,0,0,0
FUN_020278,0,0,0,0,0
FUN_001155,1601,956,1213,1367,718
FUN_020275,0,0,0,0,0
FUN_020274,0,0,0,0,0
FUN_020277,0,0,0,0,0
FUN_020276,0,0,0,0,0
FUN_020271,0,0,0,0,0
FUN_020270,0,0,0,0,0
FUN_020273,0,0,0,0,0
FUN_006047,1,0,0,0,0
FUN_008124,2305,1672,979,2660,1721
FUN_024532,0,0,0,0,0
FUN_008122,4043,1983,1812,3540,2713
FUN_044268,2,2,16,5,66
FUN_035328,4609,1604,2308,2358,2188
FUN_044264,0,1,0,0,1
FUN_044265,4,8,32,24,152
FUN_044266,1,3,5,4,5
FUN_044267,5,2,7,7,6
FUN_035321,150,85,85,118,116
FUN_044261,0,1,1,2,7
FUN_035323,2814,1873,1417,1767,1406
FUN_044263,1,0,4,3,10
FUN_036672,0,0,1,0,34
FUN_036673,0,0,0,0,0
FUN_036670,0,5,0,0,0
FUN_036671,0,0,0,0,0
FUN_036676,0,0,0,0,0
FUN_036677,0,3,0,0,2
FUN_036674,0,0,0,0,0
FUN_001949,3,81,3,16,21
FUN_001946,37,90,18,154,129
FUN_001947,4085,2698,2227,7392,3283
FUN_036678,19,69,47,41,16
FUN_001945,92,49,38,116,48
FUN_001942,10,0,4,0,26
FUN_001943,1884,803,963,1425,924
FUN_001940,18927,11597,6753,13357,6117
FUN_001941,1969,1216,1025,1936,1848
FUN_039493,0,0,0,0,0
FUN_039492,0,22,0,18,0
FUN_039491,0,0,8,0,0
FUN_039490,0,0,0,0,0
FUN_039497,0,0,0,0,0
FUN_039496,0,0,0,0,0
FUN_039495,620,128,140,172,345
FUN_039494,0,0,0,0,0
FUN_039499,10,0,21,0,81
FUN_039498,0,0,0,0,0
FUN_035497,553,304,293,732,604
FUN_035496,0,0,0,0,0
FUN_035495,0,0,0,0,0
FUN_035494,2361,1442,780,1619,1330
FUN_035493,0,0,0,0,3
FUN_035492,27,0,0,0,0
FUN_035491,6,51,16,30,15
FUN_035490,1404,1254,820,926,349
FUN_035499,399,175,178,346,176
FUN_035498,513,423,246,532,398
FUN_031376,0,0,2,20,2
FUN_031377,79,69,0,100,14
FUN_031374,256,42,90,182,151
FUN_031375,0,61,0,0,44
FUN_031372,0,0,0,0,0
FUN_031373,0,36,36,5,40
FUN_031370,0,0,0,0,0
FUN_031371,0,0,0,0,0
FUN_020491,0,0,0,0,0
FUN_020490,0,0,0,0,0
FUN_020493,0,0,0,0,0
FUN_020492,0,0,0,0,0
FUN_020495,0,0,0,0,0
FUN_020494,0,0,0,0,0
FUN_031378,0,0,0,0,45
FUN_020496,0,0,0,0,0
FUN_039145,8,0,12,10,54
FUN_026325,129,30,11,0,29
FUN_039147,12,0,0,0,26
FUN_007464,0,0,0,0,0
FUN_007463,0,0,0,0,2
FUN_039140,0,0,0,0,0
FUN_007461,0,0,0,0,2
FUN_039142,4,2,7,10,34
FUN_039149,8,0,0,0,0
FUN_028783,36,24,15,49,34
FUN_007469,0,0,1,0,1
FUN_007468,0,0,0,0,0
FUN_027722,40,45,0,55,28
FUN_027723,4,9,0,0,0
FUN_027720,0,0,0,0,0
FUN_028782,0,0,0,0,0
FUN_027726,0,0,0,0,0
FUN_027727,0,0,0,0,0
FUN_027724,0,0,0,0,0
FUN_027725,0,0,0,0,0
FUN_026321,85,5,5,0,2
FUN_027728,0,0,0,0,0
FUN_027729,0,0,0,0,0
FUN_013354,4011,2727,2725,4457,3808
FUN_026320,42,3,5,0,4
FUN_026323,351,26,44,0,6
FUN_004103,284,228,87,232,269
FUN_028786,0,0,0,0,0
FUN_027059,6,2,7,23,24
FUN_020911,1,0,0,0,1
FUN_020913,0,0,0,0,0
FUN_020917,0,0,0,0,0
FUN_037235,94,446,120,122,170
FUN_037234,0,0,0,0,0
FUN_037237,27,121,122,0,0
FUN_037236,884,1991,531,2610,1164
FUN_004104,63,39,0,31,1
FUN_037230,1054,777,510,693,555
FUN_037233,557,426,705,1906,557
FUN_037232,1893,959,562,1559,982
FUN_020528,0,0,0,0,0
FUN_037239,104,67,32,211,86
FUN_037238,13916,8671,4616,7579,5145
FUN_006734,164,30,253,285,206
FUN_006735,20,15,18,112,28
FUN_006736,28,25,45,54,17
FUN_006737,482,486,257,369,392
FUN_006730,582,421,171,684,209
FUN_006731,2722,2407,1739,1515,2322
FUN_006732,926,527,464,536,549
FUN_006733,474,157,284,239,369
FUN_034079,353,5,333,492,266
FUN_006738,3617,2751,1527,3420,2684
FUN_006739,2419,2333,1420,1944,164
FUN_026893,0,0,0,0,8
FUN_018467,187,170,67,280,194
FUN_026891,0,0,1,2,0
FUN_026890,0,35,0,9,0
FUN_026897,1460,1261,948,1542,686
FUN_026896,93,41,33,17,48
FUN_026895,446,437,117,298,163
FUN_034077,0,0,0,0,6
FUN_026899,1081,394,584,939,988
FUN_026898,100,79,137,88,128
FUN_034074,28,10,14,7166,4563
FUN_034075,434,106,148,505,419
FUN_034072,12,24,9,267,221
FUN_034073,9,89,23,70,44
FUN_034070,7,5,0,703,557
FUN_034071,17,0,0,6,151
FUN_032777,71,6,16,93,34
FUN_032776,110,108,66,91,30
FUN_032775,49,25,55,66,33
FUN_032774,360,166,121,152,262
FUN_032773,2579,2072,1283,2332,2193
FUN_032772,2364,1160,684,982,1029
FUN_032771,31,21,48,10,132
FUN_032770,0,0,0,0,0
FUN_032779,44,14,0,35,0
FUN_032778,4,15,0,20,0
FUN_011456,0,0,2,0,20
FUN_027159,0,0,37,0,82
FUN_006590,0,0,0,0,0
FUN_035667,4951,5795,7003,5061,2220
FUN_032668,59,0,29,36,0
FUN_030959,0,0,0,0,0
FUN_030958,0,0,0,0,0
FUN_030951,0,0,0,0,0
FUN_030950,0,0,0,0,1
FUN_030953,0,0,0,0,0
FUN_030952,0,0,0,0,1
FUN_030955,0,0,0,0,0
FUN_030954,0,0,0,0,0
FUN_030957,0,0,0,0,0
FUN_030956,0,0,0,0,3
FUN_004468,3025,2053,1781,2622,2401
FUN_004469,16457,18979,6247,11022,5054
FUN_004466,5449,5034,2688,3444,2081
FUN_004467,459,400,488,514,601
FUN_004464,2355,2220,1604,2602,2428
FUN_004465,343,342,179,407,351
FUN_004462,41,0,24,31,30
FUN_004463,18,32,26,16,11
FUN_004460,49,67,47,308,94
FUN_004461,525,359,136,375,170
FUN_000414,0,0,4,7,0
FUN_002708,0,3,0,8,1
FUN_002705,0,0,0,68,7
FUN_002704,321,551,246,387,100
FUN_002707,118,319,153,343,94
FUN_002706,666,865,276,952,120
FUN_002701,472,291,348,126,19
FUN_002700,605,335,364,564,574
FUN_002703,2,4,0,18,4
FUN_006599,170,93,148,213,373
FUN_028433,2,0,0,95,7
FUN_001179,142862,100373,69574,86925,30602
FUN_001178,737,367,230,339,341
FUN_001177,1401,950,692,1149,1224
FUN_001176,745,187,776,889,494
FUN_001175,1925,722,675,847,958
FUN_001174,229,133,179,154,150
FUN_001173,1419,812,562,534,661
FUN_001172,409,170,167,278,456
FUN_001171,93,60,92,108,159
FUN_001170,4386,19385,3287,8165,4767
FUN_033424,1,0,1,1,2
FUN_033425,0,0,1,0,1
FUN_033426,1,0,1,1,2
FUN_033427,0,0,1,0,2
FUN_033420,1,0,1,0,2
FUN_033421,0,0,0,0,1
FUN_033422,0,0,1,0,1
FUN_033423,0,0,0,0,1
FUN_025812,64,42,15,72,95
FUN_028437,0,0,0,0,0
FUN_025810,517,201,272,411,470
FUN_025811,796,389,181,439,448
FUN_033428,0,0,0,0,2
FUN_025817,41,6,38,39,133
FUN_025814,1302,2368,1059,1427,989
FUN_028436,0,0,0,385,0
FUN_028435,16,0,6,7413,6
FUN_028434,0,0,0,94,0
FUN_035868,320,294,96,236,194
FUN_035869,424,298,206,323,265
FUN_035866,979,1260,984,1073,679
FUN_035867,457,530,262,447,161
FUN_035864,1385,733,677,929,1146
FUN_035865,1096,1211,726,1022,929
FUN_035862,1886,1466,1037,1817,1581
FUN_035863,822,1288,686,1076,2594
FUN_035860,41,13,12,0,0
FUN_035861,896,234,243,292,298
FUN_004288,6798,6245,6109,14655,15162
FUN_004289,17125,11861,8790,28177,20775
FUN_004282,2850,2260,494,1734,1544
FUN_004283,2321,2022,1513,1655,1696
FUN_004280,748,873,439,756,481
FUN_004281,661,233,393,622,558
FUN_004286,280,202,187,331,415
FUN_004287,304,294,76,154,80
FUN_004284,326,272,108,150,134
FUN_004285,8031,5028,3648,22625,15672
FUN_012607,0,0,0,0,0
FUN_022375,2988,2534,1189,4138,3297
FUN_040958,434,458,250,307,197
FUN_040959,20,0,16,23,10
FUN_040956,1956,950,549,780,744
FUN_040957,1005,564,577,716,456
FUN_040954,2509,1148,835,1813,1606
FUN_040955,6377,3447,2733,3516,3534
FUN_040952,915,1123,561,648,1190
FUN_040953,0,0,0,0,0
FUN_040950,1303,1450,931,1694,868
FUN_040951,9,10,11,1,10
FUN_012560,5618,4623,2685,3613,2951
FUN_012561,1389,779,637,974,1063
FUN_012562,0,0,0,0,5
FUN_012563,1464,495,545,877,681
FUN_012564,24,63,26,30,67
FUN_012565,57,0,41,21,126
FUN_012566,6,0,13,0,36
FUN_012567,5045,2317,2442,9709,2317
FUN_012568,84,33,0,51,0
FUN_012569,0,0,0,0,0
FUN_016270,94,221,95,650,454
FUN_016271,86,36,18,268,363
FUN_003159,0,0,0,0,0
FUN_003158,0,0,0,0,0
FUN_016274,282,145,199,624,764
FUN_016275,105,28,108,199,472
FUN_016276,96,56,101,192,408
FUN_016277,46,115,77,133,279
FUN_003153,0,0,0,0,0
FUN_003152,0,0,0,0,0
FUN_003151,0,0,0,0,0
FUN_003150,0,0,0,0,0
FUN_003157,6,30,0,0,0
FUN_003156,47,18,0,6,39
FUN_003155,0,0,0,0,0
FUN_003154,0,0,0,0,0
FUN_013853,0,0,0,0,0
FUN_007094,16,20,0,42,11
FUN_013852,0,0,0,0,0
FUN_028008,650,426,429,564,558
FUN_028009,0,0,0,8,0
FUN_028006,110,81,81,39,83
FUN_028007,544,473,257,434,489
FUN_028004,2295,2257,1399,1848,1065
FUN_028005,2340,5376,1100,1582,1424
FUN_028002,457,912,275,788,1429
FUN_028003,0,0,0,0,0
FUN_028000,2530,2627,1720,2938,2122
FUN_028001,435,172,237,224,344
FUN_036881,3459,2339,1878,3567,3388
FUN_036880,63,7,47,12,199
FUN_036883,0,0,0,0,0
FUN_036882,1521,837,593,1043,614
FUN_036885,0,0,0,0,0
FUN_036884,0,0,0,0,0
FUN_036887,417,188,283,381,332
FUN_036886,52,253,37,89,113
FUN_036889,867,892,504,1126,658
FUN_036888,5985,4434,3114,4947,3150
FUN_041588,476,1115,524,619,371
FUN_041589,2,588,0,6,65
FUN_033455,1,0,1,0,3
FUN_041331,46,0,0,42,0
FUN_013210,0,0,1,0,0
FUN_013213,0,0,0,0,0
FUN_013212,0,0,1,0,0
FUN_013215,0,0,0,0,0
FUN_041334,0,0,0,0,0
FUN_013217,0,0,1,0,0
FUN_041336,0,0,0,0,0
FUN_013219,0,0,0,0,0
FUN_041338,0,0,0,0,0
FUN_019804,0,0,11,0,18
FUN_002288,0,0,0,0,0
FUN_002289,0,0,0,0,7
FUN_007093,10,10,78,21,47
FUN_019805,4,0,6,3,126
FUN_002280,13,1,33,1,150
FUN_019802,0,0,1,0,25
FUN_002282,0,0,0,0,9
FUN_002283,0,0,0,0,0
FUN_002284,0,0,0,0,4
FUN_002285,0,0,0,0,0
FUN_002286,0,0,0,0,0
FUN_041587,1994,2095,932,1859,1528
FUN_043791,0,0,0,0,0
FUN_043790,0,0,0,18,0
FUN_043793,0,0,0,0,0
FUN_043792,0,0,0,0,0
FUN_043795,0,23,48,0,31
FUN_043794,0,0,0,0,0
FUN_043797,0,0,5,7,4
FUN_043796,0,0,0,0,0
FUN_043799,0,0,0,0,4
FUN_043798,0,0,0,0,0
FUN_013865,0,0,1,7,6
FUN_042446,0,0,0,0,0
FUN_042447,0,0,0,0,2
FUN_042444,0,0,0,1,0
FUN_042445,0,0,0,0,0
FUN_042442,0,0,0,1,0
FUN_042443,0,0,0,0,0
FUN_042440,24,6,0,0,0
FUN_042441,0,0,0,0,0
FUN_042448,0,0,0,2,1
FUN_042449,0,0,0,0,0
FUN_013761,30,0,0,0,13
FUN_013760,36,0,7,19,11
FUN_013763,9,0,3,0,183
FUN_013855,0,90,0,0,0
FUN_009160,0,0,2,0,0
FUN_009161,12,22,1,22,35
FUN_009162,39,0,18,0,0
FUN_023295,29,624,337,312,333
FUN_022729,127,22,65,44,62
FUN_009165,0,0,0,0,0
FUN_009166,1152,128,91,1076,267
FUN_009167,0,0,0,0,0
FUN_022725,62,18,34,18,34
FUN_009169,170,223,155,123,113
FUN_022727,54,17,28,14,24
FUN_022726,74,15,27,23,39
FUN_022721,19,48,15,38,21
FUN_022720,24,38,51,46,26
FUN_022723,0,0,4,0,0
FUN_022722,3845,3215,1842,3298,2675
FUN_023290,1120,76,213,64,109
FUN_013766,2,0,0,0,0
FUN_029841,31,0,4,17,28
FUN_029840,717,811,82,1005,1136
FUN_029843,0,0,0,0,0
FUN_029842,0,0,0,0,0
FUN_029845,0,0,0,0,0
FUN_029844,0,0,0,0,0
FUN_029847,0,0,6,0,13
FUN_029846,0,0,0,0,0
FUN_029849,0,0,0,0,0
FUN_029848,0,0,0,0,16
FUN_022097,1706,1269,650,1659,822
FUN_022096,135,256,123,166,115
FUN_022095,1509,398,518,2086,572
FUN_022094,3190,1915,1263,4494,1438
FUN_022093,1116,1214,661,779,480
FUN_022092,49,32,0,23,40
FUN_022091,8,0,20,0,47
FUN_022090,0,0,0,0,0
FUN_022099,0,0,8,5,3
FUN_022098,383,189,223,303,284
FUN_040178,9,0,0,35,8
FUN_040179,0,165,21,0,0
FUN_040170,0,0,0,0,0
FUN_040171,1494,909,733,1849,1602
FUN_040172,1005,729,759,1468,1211
FUN_040173,747,433,287,480,563
FUN_040174,86,0,0,0,0
FUN_040175,0,0,0,0,0
FUN_040176,0,0,0,0,0
FUN_040177,0,0,0,22,0
FUN_007166,299,128,249,793,476
FUN_043321,926,517,518,790,1199
FUN_007164,196,70,128,250,387
FUN_015217,456,300,212,231,240
FUN_015216,2168,2169,1376,2082,2136
FUN_015215,835,0,610,270,295
FUN_015214,189,74,102,107,0
FUN_015213,31,341,225,591,20
FUN_015212,10,0,0,0,0
FUN_015211,0,0,0,0,0
FUN_015210,75,0,87,0,0
FUN_007162,271,180,358,500,263
FUN_015219,2274,971,880,974,1185
FUN_015218,85,165,74,116,116
FUN_007160,8586,10999,4797,9534,6057
FUN_043327,6199,2726,698,1424,1412
FUN_032438,0,90,74,88,88
FUN_032439,297,153,53,97,81
FUN_032434,18,20,48,28,159
FUN_032435,5,0,0,1,4
FUN_032436,81,50,28,33,97
FUN_032437,157,332,18,105,152
FUN_032430,67,47,97,76,90
FUN_032431,436,321,412,617,676
FUN_032432,0,15,48,41,28
FUN_032433,379,109,354,614,605
FUN_028828,28,0,0,0,0
FUN_028829,193,29,131,167,13
FUN_028820,44,0,22,0,67
FUN_028821,204,293,222,209,165
FUN_028822,0,0,0,0,0
FUN_028823,0,1,0,0,0
FUN_028824,395,268,187,357,153
FUN_028825,92,33,23,91,22
FUN_028826,0,0,13,0,0
FUN_028827,796,125,658,1053,35
FUN_019910,0,0,0,0,0
FUN_019911,0,0,0,0,0
FUN_019912,0,0,0,0,0
FUN_019913,0,0,0,0,1
FUN_041498,7596,10892,5807,19117,8555
FUN_041499,506,357,185,312,228
FUN_019916,0,0,0,0,0
FUN_019917,0,0,0,0,1
FUN_041494,5289,3207,1989,3327,2345
FUN_041495,1373,736,926,1064,1445
FUN_041496,13989,13232,8282,11387,12656
FUN_041497,5927,4366,3121,4457,3920
FUN_041490,1441,1193,949,1341,937
FUN_041491,14,6,25,88,18
FUN_041492,0,0,8,0,113
FUN_041493,32,0,15,5,31
FUN_019617,0,0,0,0,0
FUN_019616,0,0,0,0,0
FUN_014223,0,161,43,0,0
FUN_044142,0,0,0,0,21
FUN_044145,51,160,69,138,358
FUN_014224,17,0,13,26,23
FUN_019611,2,24,12,2,9
FUN_019730,0,0,0,0,0
FUN_014226,0,0,0,0,0
FUN_005998,260,43,149,277,123
FUN_044149,14,20,19,25,64
FUN_014228,21,0,0,0,0
FUN_015965,0,0,7,0,21
FUN_015964,0,27,0,0,6
FUN_015967,0,0,0,0,0
FUN_015966,0,0,0,0,10
FUN_015961,0,0,0,0,0
FUN_015960,1,0,3,0,0
FUN_015963,0,0,0,0,156
FUN_015962,0,0,0,9,0
FUN_039303,76,64,0,193,59
FUN_039302,210,850,220,234,139
FUN_039301,26,33,0,59,38
FUN_039300,0,0,0,0,0
FUN_015969,0,0,0,0,0
FUN_015968,0,0,0,0,0
FUN_039305,0,17,0,0,0
FUN_039304,15,57,0,29,32
FUN_033532,0,0,0,0,0
FUN_033533,0,0,0,0,0
FUN_007987,0,0,0,3,12
FUN_033530,0,0,0,0,0
FUN_001066,1255,615,267,350,491
FUN_001061,712,336,329,695,501
FUN_001060,15,1,2,0,13
FUN_033534,0,0,0,0,0
FUN_033535,0,9,0,0,12
FUN_004684,25,18,3,6,33
FUN_017185,0,0,0,0,0
FUN_017184,0,0,0,0,1
FUN_017187,2,6,0,11,0
FUN_004685,2,0,0,0,28
FUN_017181,0,0,0,0,1
FUN_017180,0,0,0,0,1
FUN_017183,0,0,1,0,1
FUN_017182,0,0,0,0,1
FUN_001069,159,96,125,133,130
FUN_017189,13,1,38,4,11
FUN_017188,9,0,12,14,26
FUN_004683,2,19,25,31,11
FUN_007713,0,0,0,0,0
FUN_009502,190,39,18,82,37
FUN_007655,41,9,20,0,207
FUN_012609,0,0,0,0,20
FUN_012608,778,638,557,526,541
FUN_017239,23,4,47,4,187
FUN_017238,0,0,0,0,23
FUN_017237,3,0,0,0,28
FUN_017236,229,295,204,491,688
FUN_017235,188,195,140,112,47
FUN_017234,0,0,5,0,48
FUN_012605,439,1499,950,2554,982
FUN_012604,2,0,0,0,0
FUN_017231,25,0,9,10,9
FUN_012606,0,0,0,0,0
FUN_009500,0,11,0,0,0
FUN_027787,0,0,0,0,0
FUN_038951,0,0,0,0,0
FUN_038950,8,4,0,0,8
FUN_038953,0,0,0,0,0
FUN_038952,0,0,0,0,0
FUN_038955,0,0,0,0,0
FUN_038954,54,0,0,0,89
FUN_038957,0,0,0,0,0
FUN_038956,0,0,0,0,0
FUN_038959,0,0,0,0,0
FUN_038958,0,0,0,0,0
FUN_041795,16,0,0,0,0
FUN_027968,0,0,0,0,0
FUN_027969,57,0,15,0,61
FUN_027960,2426,1223,850,1594,1352
FUN_027961,10692,5416,3795,10085,5574
FUN_027962,1276,1089,833,1452,1640
FUN_027963,5950,3139,2212,4029,1362
FUN_027964,0,0,23,18,0
FUN_027965,503,391,497,936,431
FUN_027966,323,478,110,298,108
FUN_027967,918,902,441,641,509
FUN_007716,0,0,0,0,0
FUN_014768,767,914,703,744,626
FUN_014769,582,672,644,560,296
FUN_014764,2237,1761,1208,2247,2017
FUN_014765,3641,1972,2029,3888,3255
FUN_014766,107,112,116,139,54
FUN_014767,180,136,228,191,60
FUN_014760,198,166,16,141,208
FUN_014761,0,0,12,0,13
FUN_014762,21,9,2,16,18
FUN_014763,0,40,38,31,17
FUN_026400,1815,1451,574,1670,1337
FUN_023433,666,352,238,577,300
FUN_044306,0,0,0,0,2
FUN_023430,40,0,19,59,11
FUN_023431,133,425,210,1829,197
FUN_023436,0,68,0,103,0
FUN_014661,3876,3281,2306,3600,3970
FUN_026406,318,155,114,193,94
FUN_026407,75,15,1,39,5
FUN_033369,0,0,2,0,2
FUN_009209,287,221,286,107,0
FUN_009208,163,72,106,47,0
FUN_009201,0,73,96,0,13
FUN_009200,0,10,16,0,31
FUN_009203,50,125,54,81,129
FUN_009202,100,14,87,28,69
FUN_009205,43,69,30,122,33
FUN_009204,0,52,0,0,0
FUN_009207,454,668,473,217,235
FUN_009206,23,167,41,18,0
FUN_014663,2947,2591,1539,2716,2930
FUN_026619,2989,718,1805,797,476
FUN_026618,1829,969,948,1034,410
FUN_019279,0,0,0,0,0
FUN_019278,0,0,0,0,0
FUN_026611,0,0,0,0,0
FUN_026610,13,51,39,91,28
FUN_026613,52,63,23,87,29
FUN_026612,0,0,0,0,0
FUN_026615,0,0,0,0,0
FUN_026614,0,0,0,0,0
FUN_026617,1318,713,879,735,718
FUN_019272,0,0,0,0,0
FUN_043041,34,65,33,58,51
FUN_024613,0,0,0,0,48
FUN_024612,0,0,0,0,14
FUN_024611,0,0,0,0,0
FUN_024610,0,0,0,0,0
FUN_024617,235,92,120,104,143
FUN_024616,694,441,347,652,490
FUN_024615,986,725,531,1361,1160
FUN_024614,2317,1580,1527,3144,2303
FUN_024619,0,0,5,11,10
FUN_024618,8603,7208,4150,6373,4161
FUN_021069,9,0,0,0,23
FUN_021068,54,0,75,0,214
FUN_021063,0,0,0,0,0
FUN_021062,0,0,0,0,0
FUN_021061,0,0,0,0,0
FUN_021060,0,0,0,0,0
FUN_021067,14,0,10,3,42
FUN_021066,4,0,0,2,3
FUN_021065,0,0,0,0,37
FUN_021064,0,0,5,0,6
FUN_022527,1076,750,470,755,462
FUN_017958,180,253,253,242,217
FUN_017959,6662,4278,3149,4522,3659
FUN_022526,790,474,255,782,625
FUN_017952,617,131,304,650,240
FUN_017953,0,0,0,0,0
FUN_017950,2297,1585,935,2448,2575
FUN_017951,443,318,185,295,215
FUN_017956,178,153,152,273,301
FUN_017957,938,870,528,634,976
FUN_017954,138,45,44,46,336
FUN_017955,486,158,145,288,375
FUN_019499,956,514,890,1380,1035
FUN_019498,0,0,0,6,0
FUN_022524,403,616,466,492,321
FUN_019491,0,0,0,0,0
FUN_015680,0,0,0,0,0
FUN_019493,0,0,0,0,0
FUN_019492,3,0,0,0,0
FUN_019495,0,0,0,24,5
FUN_019494,0,0,0,0,0
FUN_019497,0,0,0,0,0
FUN_015681,0,0,0,0,35
FUN_021399,0,0,0,0,0
FUN_021398,0,0,0,0,0
FUN_021395,0,0,0,0,0
FUN_021394,0,0,0,0,0
FUN_021397,0,0,0,0,0
FUN_021396,0,0,0,0,0
FUN_021391,0,0,0,0,0
FUN_021390,0,0,0,0,0
FUN_021393,0,0,0,0,0
FUN_021392,0,0,0,0,0
FUN_035512,200,492,135,562,64
FUN_035513,8354,8812,4320,6471,6306
FUN_035510,0,0,52,0,0
FUN_035511,1095,1054,335,459,277
FUN_035516,0,0,0,17,0
FUN_030749,0,0,0,0,0
FUN_035514,229,562,124,246,361
FUN_017092,0,0,0,0,0
FUN_030744,3,0,0,0,0
FUN_030745,0,0,0,0,0
FUN_035518,0,0,0,64,0
FUN_035519,927,1451,1293,460,769
FUN_030740,74,65,28,88,81
FUN_030741,5,13,15,29,21
FUN_030742,639,394,309,675,671
FUN_030743,0,0,0,0,0
FUN_038173,1,1,1,4,1
FUN_038172,13353,6100,6024,10656,8292
FUN_038171,541,507,387,564,495
FUN_017090,0,0,1,0,1
FUN_038177,100,93,113,43,65
FUN_038176,228,73,8,3,71
FUN_038175,27889,14836,8594,20803,13516
FUN_038174,4247,3012,2850,7254,4119
FUN_027164,0,13,4,310,283
FUN_038179,573,208,369,177,439
FUN_038178,86,14,57,38,31
FUN_027165,0,0,0,0,30
FUN_017095,0,0,0,0,1
FUN_017094,0,0,1,0,0
FUN_021939,1867,601,778,1480,739
FUN_021938,2608,2281,1849,2386,1511
FUN_021931,141,91,221,328,133
FUN_021930,8,0,225,28,67
FUN_021933,30,0,6,1,81
FUN_021932,3303,3607,1611,2877,3224
FUN_021935,0,0,0,0,0
FUN_021934,596,465,281,348,331
FUN_021937,525,339,493,900,592
FUN_021936,0,0,0,0,0
FUN_028848,1201,699,605,824,960
FUN_001759,6,5,1,27,40
FUN_001758,0,0,0,0,0
FUN_001757,0,0,0,0,0
FUN_001756,0,0,0,0,0
FUN_001755,0,0,0,98,46
FUN_001754,0,0,0,0,0
FUN_001753,0,0,0,0,1
FUN_001752,0,0,0,0,0
FUN_001751,0,0,0,0,0
FUN_001750,1023,711,342,628,412
FUN_007342,0,0,0,0,4
FUN_016076,71860,104915,53795,66889,54983
FUN_007340,0,0,0,0,0
FUN_007341,0,0,0,0,0
FUN_007346,0,0,0,1,1
FUN_007347,0,0,1,0,2
FUN_007344,1,0,1,0,1
FUN_007345,0,0,0,0,0
FUN_007348,0,0,0,0,1
FUN_007349,0,0,0,0,0
FUN_037914,42,0,47,0,196
FUN_037915,4007,2632,2130,3884,3975
FUN_037916,1886,1677,966,2133,1984
FUN_037917,8005,9105,3840,5779,2436
FUN_037910,3441,3074,1326,2328,2194
FUN_037911,567,454,251,552,420
FUN_037912,27,0,61,0,127
FUN_037913,21,0,16,0,66
FUN_016810,1,0,0,0,1
FUN_037918,2428,4220,2467,3667,2287
FUN_037919,790,503,297,1058,704
FUN_016811,0,0,0,0,0
FUN_005274,65,56,76,42,39
FUN_005275,0,0,0,0,0
FUN_005276,275,67,390,1275,1742
FUN_027543,0,15,0,0,0
