# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/08-Ptuh-lncRNA-matrix/Peve-lncRNAs.gtf" "-o" "../output/08-Ptuh-lncRNA-matrix/Peve-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../output/06-Ptuh-Hisat/RNA-POC-47.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-48.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-50.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-53.sorted.bam" "../output/06-Ptuh-Hisat/RNA-POC-57.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../output/06-Ptuh-Hisat/RNA-POC-47.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-48.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-50.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-53.sorted.bam	../output/06-Ptuh-Hisat/RNA-POC-57.sorted.bam
lncRNA_2826	Pocillopora_meandrina_HIv1___Sc1111114	8315717	8316166	+	450	0	0	0	0	0
lncRNA_2827	Pocillopora_meandrina_HIv1___Sc1111114	8462117	8462261	+	145	0	0	0	0	0
lncRNA_2828	Pocillopora_meandrina_HIv1___Sc1111114	8463718	8464137	+	420	0	0	0	0	0
lncRNA_2829	Pocillopora_meandrina_HIv1___Sc1111114	8487297	8487599	+	303	0	0	0	0	0
lncRNA_2831	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	8564358;8638192	8565321;8638416	+;+	1189	0	0	0	0	0
lncRNA_2832	Pocillopora_meandrina_HIv1___Sc1111114	8638637	8638869	+	233	0	0	0	0	0
lncRNA_2833	Pocillopora_meandrina_HIv1___Sc1111114	8646119	8646423	+	305	0	0	0	0	0
lncRNA_2834	Pocillopora_meandrina_HIv1___Sc1111114	8653217	8653513	+	297	0	0	0	0	0
lncRNA_2835	Pocillopora_meandrina_HIv1___Sc1111114	8657153	8658541	+	1389	0	0	0	0	0
lncRNA_2836	Pocillopora_meandrina_HIv1___Sc1111114	8716564	8716837	+	274	0	0	0	0	0
lncRNA_2837	Pocillopora_meandrina_HIv1___Sc1111114	8722747	8723148	+	402	0	0	0	0	0
lncRNA_2838	Pocillopora_meandrina_HIv1___Sc1111114	8737461	8738286	+	826	0	0	0	0	0
lncRNA_2839	Pocillopora_meandrina_HIv1___Sc1111114	8745961	8746287	+	327	0	0	0	0	0
lncRNA_2841	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	8868437;8885478	8868692;8885774	+;+	553	0	0	0	0	0
lncRNA_2842	Pocillopora_meandrina_HIv1___Sc1111114	8941881	8944156	+	2276	0	0	0	0	0
lncRNA_2843	Pocillopora_meandrina_HIv1___Sc1111114	9191433	9191676	+	244	0	0	0	0	0
lncRNA_2844	Pocillopora_meandrina_HIv1___Sc1111114	9113341	9113678	+	338	0	0	0	0	0
lncRNA_2845	Pocillopora_meandrina_HIv1___Sc1111114	9335861	9336155	+	295	0	0	0	0	0
lncRNA_2846	Pocillopora_meandrina_HIv1___Sc1111114	9414184	9414466	+	283	0	0	0	0	0
lncRNA_2847	Pocillopora_meandrina_HIv1___Sc1111114	9425274	9425476	+	203	0	0	0	0	0
lncRNA_2848	Pocillopora_meandrina_HIv1___Sc1111114	9517147	9517711	+	565	0	0	0	0	0
lncRNA_2849	Pocillopora_meandrina_HIv1___Sc1111114	9537621	9538469	+	849	0	0	0	0	0
lncRNA_2851	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	9538827;9579114	9539614;9579398	+;+	1073	0	0	0	0	0
lncRNA_2852	Pocillopora_meandrina_HIv1___Sc1111114	9585911	9586152	+	242	0	0	0	0	0
lncRNA_2853	Pocillopora_meandrina_HIv1___Sc1111114	9613592	9615459	+	1868	0	0	0	0	0
lncRNA_2854	Pocillopora_meandrina_HIv1___Sc1111114	9667617	9667941	+	325	0	0	0	0	0
lncRNA_2855	Pocillopora_meandrina_HIv1___Sc1111114	9942251	9942756	+	506	0	0	0	0	0
lncRNA_2856	Pocillopora_meandrina_HIv1___Sc1111114	9994195	9994333	+	139	0	0	0	0	0
lncRNA_2857	Pocillopora_meandrina_HIv1___Sc1111114	11178817	11179149	+	333	0	0	0	0	0
lncRNA_2858	Pocillopora_meandrina_HIv1___Sc1111114	11226625	11227611	+	987	0	0	0	0	0
lncRNA_2859	Pocillopora_meandrina_HIv1___Sc1111114	11239579	11239885	+	307	0	0	0	0	0
lncRNA_2861	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	11265172;11271216	11265519;11271421	+;+	554	0	0	0	0	0
lncRNA_2862	Pocillopora_meandrina_HIv1___Sc1111114	11291258	11291882	+	625	0	0	0	0	0
lncRNA_2863	Pocillopora_meandrina_HIv1___Sc1111114	11318261	11319151	+	891	0	0	0	0	0
lncRNA_2864	Pocillopora_meandrina_HIv1___Sc1111114	11331675	11332111	+	437	0	0	0	0	0
lncRNA_2865	Pocillopora_meandrina_HIv1___Sc1111114	11481596	11481819	+	224	0	0	0	0	0
lncRNA_2866	Pocillopora_meandrina_HIv1___Sc1111114	11618321	11618558	+	238	0	0	0	0	0
lncRNA_2867	Pocillopora_meandrina_HIv1___Sc1111114	11651346	11651651	+	306	0	0	0	0	0
lncRNA_2868	Pocillopora_meandrina_HIv1___Sc1111114	11787322	11788296	+	975	0	0	0	0	0
lncRNA_2871	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	11936238;11947849	11936449;11948222	+;+	586	0	0	0	0	0
lncRNA_2872	Pocillopora_meandrina_HIv1___Sc1111114	11138726	11139388	+	663	0	0	0	0	0
lncRNA_2873	Pocillopora_meandrina_HIv1___Sc1111114	11325511	11325732	+	222	0	0	0	0	0
lncRNA_2874	Pocillopora_meandrina_HIv1___Sc1111114	11864495	11864896	+	402	0	0	0	0	0
lncRNA_2875	Pocillopora_meandrina_HIv1___Sc1111114	11874168	11874617	+	450	0	0	0	0	0
lncRNA_2876	Pocillopora_meandrina_HIv1___Sc1111114	11892671	11893685	+	1015	0	0	0	0	0
lncRNA_2877	Pocillopora_meandrina_HIv1___Sc1111114	11912127	11912263	+	137	0	0	0	0	0
lncRNA_2878	Pocillopora_meandrina_HIv1___Sc1111114	11948173	11948291	+	119	0	0	0	0	0
lncRNA_2879	Pocillopora_meandrina_HIv1___Sc1111114	12175788	12176116	+	329	0	0	0	0	0
lncRNA_2881	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	12391111;12427126	12391961;12427727	+;+	1453	0	0	0	0	0
lncRNA_2882	Pocillopora_meandrina_HIv1___Sc1111114	12443154	12443418	+	265	0	0	0	0	0
lncRNA_2883	Pocillopora_meandrina_HIv1___Sc1111114	12449374	12451761	+	2388	0	0	0	0	0
lncRNA_2884	Pocillopora_meandrina_HIv1___Sc1111114	12451157	12451334	+	178	0	0	0	0	0
lncRNA_2885	Pocillopora_meandrina_HIv1___Sc1111114	12451569	12452155	+	587	0	0	0	0	0
lncRNA_2886	Pocillopora_meandrina_HIv1___Sc1111114	12462764	12462995	+	232	0	0	0	0	0
lncRNA_2887	Pocillopora_meandrina_HIv1___Sc1111114	12489376	12489731	+	356	0	0	0	0	0
lncRNA_2888	Pocillopora_meandrina_HIv1___Sc1111114	12519591	12519961	+	371	0	0	0	0	0
lncRNA_2889	Pocillopora_meandrina_HIv1___Sc1111114	12528284	12528716	+	433	0	0	0	0	0
lncRNA_2891	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	12568653;12617611	12571153;12617868	+;+	2759	0	0	0	0	0
lncRNA_2892	Pocillopora_meandrina_HIv1___Sc1111114	12647854	12648811	+	958	0	0	0	0	0
lncRNA_2893	Pocillopora_meandrina_HIv1___Sc1111114	12654498	12654881	+	384	0	0	0	0	0
lncRNA_2894	Pocillopora_meandrina_HIv1___Sc1111114	12673336	12673592	+	257	0	0	0	0	0
lncRNA_2895	Pocillopora_meandrina_HIv1___Sc1111114	12692954	12693224	+	271	0	0	0	0	0
lncRNA_2896	Pocillopora_meandrina_HIv1___Sc1111114	12694738	12695448	+	711	0	0	0	0	0
lncRNA_2897	Pocillopora_meandrina_HIv1___Sc1111114	12721553	12721795	+	243	0	0	0	0	0
lncRNA_2898	Pocillopora_meandrina_HIv1___Sc1111114	12781945	12782237	+	293	0	0	0	0	0
lncRNA_2899	Pocillopora_meandrina_HIv1___Sc1111114	12783271	12783696	+	426	0	0	0	0	0
lncRNA_2911	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	12786524;12789663;13191436;13192117	12787114;12791362;13191653;13192345	+;+;+;+	2738	0	0	0	0	0
lncRNA_2912	Pocillopora_meandrina_HIv1___Sc1111114	12797516	12797793	+	278	0	0	0	0	0
lncRNA_2913	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	12827477;13261554	12827732;13261761	+;+	464	0	0	0	0	0
lncRNA_2914	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	12899751;13273769	12899986;13274234	+;+	702	0	0	0	0	0
lncRNA_2915	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	12911219;13315345	12911541;13315837	+;+	816	0	0	0	0	0
lncRNA_2916	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	12946716;13316928	12947111;13317224	+;+	693	0	0	0	0	0
lncRNA_2917	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	12977114;13418561	12977414;13419371	+;+	1112	0	0	0	0	0
lncRNA_2918	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	13154929;13413566	13155139;13414113	+;+	759	0	0	0	0	0
lncRNA_2919	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	13181629;13435633	13181983;13435841	+;+	564	0	0	0	0	0
lncRNA_2921	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	13461637;13565911	13461911;13566184	+;+	549	0	0	0	0	0
lncRNA_2922	Pocillopora_meandrina_HIv1___Sc1111114	13612959	13613594	+	636	0	0	0	0	0
lncRNA_2923	Pocillopora_meandrina_HIv1___Sc1111114	13618614	13619668	+	1055	0	0	0	0	0
lncRNA_2924	Pocillopora_meandrina_HIv1___Sc1111114	13621217	13621518	+	302	0	0	0	0	0
lncRNA_2925	Pocillopora_meandrina_HIv1___Sc1111114	13719495	13719716	+	222	0	0	0	0	0
lncRNA_2926	Pocillopora_meandrina_HIv1___Sc1111114	13761345	13761547	+	203	0	0	0	0	0
lncRNA_2928	Pocillopora_meandrina_HIv1___Sc1111114	13813829	13814881	+	1053	0	0	0	0	0
lncRNA_2929	Pocillopora_meandrina_HIv1___Sc1111114	13854328	13854639	+	312	0	0	0	0	0
lncRNA_2931	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	13855431;13871385	13856188;13871617	+;+	991	0	0	0	0	0
lncRNA_2932	Pocillopora_meandrina_HIv1___Sc1111114	13891511	13892287	+	777	0	0	0	0	0
lncRNA_2933	Pocillopora_meandrina_HIv1___Sc1111114	13933156	13933917	+	762	0	0	0	0	0
lncRNA_2934	Pocillopora_meandrina_HIv1___Sc1111114	13935439	13936178	+	740	0	0	0	0	0
lncRNA_2935	Pocillopora_meandrina_HIv1___Sc1111114	13939239	13939621	+	383	0	0	0	0	0
lncRNA_2936	Pocillopora_meandrina_HIv1___Sc1111114	13939964	13941393	+	1430	0	0	0	0	0
lncRNA_2937	Pocillopora_meandrina_HIv1___Sc1111114	13961247	13961742	+	496	0	0	0	0	0
lncRNA_2938	Pocillopora_meandrina_HIv1___Sc1111114	13981136	13981275	+	140	0	0	0	0	0
lncRNA_2939	Pocillopora_meandrina_HIv1___Sc1111114	14113671	14114221	+	551	0	0	0	0	0
lncRNA_2941	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	14179478;14193272	14181134;14193519	+;+	1905	0	0	0	0	0
lncRNA_2942	Pocillopora_meandrina_HIv1___Sc1111114	14111656	14111893	+	238	0	0	0	0	0
lncRNA_2943	Pocillopora_meandrina_HIv1___Sc1111114	14133471	14133717	+	247	0	0	0	0	0
lncRNA_2944	Pocillopora_meandrina_HIv1___Sc1111114	14191618	14192233	+	616	0	0	0	0	0
lncRNA_2945	Pocillopora_meandrina_HIv1___Sc1111114	14216629	14217256	+	628	0	0	0	0	0
lncRNA_2946	Pocillopora_meandrina_HIv1___Sc1111114	14342594	14342941	+	348	0	0	0	0	0
lncRNA_2947	Pocillopora_meandrina_HIv1___Sc1111114	14355791	14356177	+	387	0	0	0	0	0
lncRNA_2948	Pocillopora_meandrina_HIv1___Sc1111114	14356889	14357295	+	407	0	0	0	0	0
lncRNA_2949	Pocillopora_meandrina_HIv1___Sc1111114	14357747	14358118	+	372	0	0	0	0	0
lncRNA_2951	Pocillopora_meandrina_HIv1___Sc1111114;Pocillopora_meandrina_HIv1___Sc1111114	14361114;14362271	14361831;14362488	+;+	936	0	0	0	0	0
lncRNA_2952	Pocillopora_meandrina_HIv1___Sc1111114	14467234	14467448	+	215	0	0	0	0	0
lncRNA_2953	Pocillopora_meandrina_HIv1___Sc1111114	14481458	14481755	+	298	0	0	0	0	0
lncRNA_2954	Pocillopora_meandrina_HIv1___Sc1111114	14523647	14524496	+	850	0	0	0	0	0
lncRNA_2955	Pocillopora_meandrina_HIv1___Sc1111114	14539787	14541335	+	1549	0	0	0	0	0
lncRNA_2956	Pocillopora_meandrina_HIv1___Sc1111114	14578961	14579163	+	203	0	0	0	0	0
lncRNA_2957	Pocillopora_meandrina_HIv1___Sc1111115	431597	431741	+	145	0	0	0	0	0
lncRNA_2958	Pocillopora_meandrina_HIv1___Sc1111115	593111	611458	+	18348	0	0	0	0	0
lncRNA_2959	Pocillopora_meandrina_HIv1___Sc1111115	668491	669652	+	1162	0	0	0	0	0
lncRNA_2961	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	992973;998792	995586;1111969	+;+	115792	0	0	0	0	0
lncRNA_2962	Pocillopora_meandrina_HIv1___Sc1111115	1311491	1311839	+	349	0	0	0	0	0
lncRNA_2963	Pocillopora_meandrina_HIv1___Sc1111115	1521345	1523751	+	2407	0	0	0	0	0
lncRNA_2964	Pocillopora_meandrina_HIv1___Sc1111115	1557544	1559172	+	1629	0	0	0	0	0
lncRNA_2965	Pocillopora_meandrina_HIv1___Sc1111115	1553423	1557237	+	3815	0	0	0	0	0
lncRNA_2966	Pocillopora_meandrina_HIv1___Sc1111115	1581835	1581898	+	64	0	0	0	0	0
lncRNA_2967	Pocillopora_meandrina_HIv1___Sc1111115	1623557	1627851	+	4295	0	0	0	0	0
lncRNA_2968	Pocillopora_meandrina_HIv1___Sc1111115	1712614	1714641	+	2028	0	0	0	0	0
lncRNA_2969	Pocillopora_meandrina_HIv1___Sc1111115	1683188	1686319	+	3132	0	0	0	0	0
lncRNA_2971	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	1693284;1711489	1694885;1712342	+;+	2456	0	0	0	0	0
lncRNA_2972	Pocillopora_meandrina_HIv1___Sc1111115	1717881	1718856	+	976	0	0	0	0	0
lncRNA_2973	Pocillopora_meandrina_HIv1___Sc1111115	1812547	1817463	+	4917	0	0	0	0	0
lncRNA_2974	Pocillopora_meandrina_HIv1___Sc1111115	1826929	1829511	+	2583	0	0	0	0	0
lncRNA_2975	Pocillopora_meandrina_HIv1___Sc1111115	1841493	1848767	+	7275	0	0	0	0	0
lncRNA_2976	Pocillopora_meandrina_HIv1___Sc1111115	2431522	2435286	+	3765	0	0	0	0	0
lncRNA_2977	Pocillopora_meandrina_HIv1___Sc1111115	2431552	2435286	+	3735	0	0	0	0	0
lncRNA_2978	Pocillopora_meandrina_HIv1___Sc1111115	2734867	2737956	+	3090	0	0	0	0	0
lncRNA_2979	Pocillopora_meandrina_HIv1___Sc1111115	2739179	2741616	+	2438	0	0	0	0	0
lncRNA_2981	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	2751251;2751252	2753319;2753319	+;+	2069	0	0	0	0	0
lncRNA_2982	Pocillopora_meandrina_HIv1___Sc1111115	2784991	2786771	+	1781	0	0	0	0	0
lncRNA_2983	Pocillopora_meandrina_HIv1___Sc1111115	2811356	2813511	+	2156	0	0	0	0	0
lncRNA_2984	Pocillopora_meandrina_HIv1___Sc1111115	2811356	2813511	+	2156	0	0	0	0	0
lncRNA_2985	Pocillopora_meandrina_HIv1___Sc1111115	2816217	2817783	+	1567	0	0	0	0	0
lncRNA_2986	Pocillopora_meandrina_HIv1___Sc1111115	2848215	2849134	+	920	0	0	0	0	0
lncRNA_2987	Pocillopora_meandrina_HIv1___Sc1111115	2849218	2849674	+	457	0	0	0	0	0
lncRNA_2988	Pocillopora_meandrina_HIv1___Sc1111115	2884573	2886492	+	1920	0	0	0	0	0
lncRNA_2989	Pocillopora_meandrina_HIv1___Sc1111115	2884816	2885451	+	636	0	0	0	0	0
lncRNA_2991	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	2887621;2898779	2888891;2914643	+;+	17136	0	0	0	0	0
lncRNA_2992	Pocillopora_meandrina_HIv1___Sc1111115	2898959	2915499	+	16541	0	0	0	0	0
lncRNA_2993	Pocillopora_meandrina_HIv1___Sc1111115	2899472	2915441	+	15970	0	0	0	0	0
lncRNA_2994	Pocillopora_meandrina_HIv1___Sc1111115	2911698	2917774	+	6077	0	0	0	0	0
lncRNA_2995	Pocillopora_meandrina_HIv1___Sc1111115	3117554	3119175	+	1622	0	0	0	0	0
lncRNA_2996	Pocillopora_meandrina_HIv1___Sc1111115	3436728	3442777	+	6050	0	0	0	0	0
lncRNA_2997	Pocillopora_meandrina_HIv1___Sc1111115	3437989	3442777	+	4789	0	0	0	0	0
lncRNA_2998	Pocillopora_meandrina_HIv1___Sc1111115	3437989	3446765	+	8777	0	0	0	0	0
lncRNA_2999	Pocillopora_meandrina_HIv1___Sc1111115	3912423	3913643	+	1221	0	0	0	0	0
lncRNA_3111	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	4127197;4195491;4511178;4522965;4777976;5118811;5128129;5269252	4128166;4196256;4512181;4526618;4781149;5121512;5131386;5269721	+;+;+;+;+;+;+;+	15998	0	0	0	0	0
lncRNA_3112	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	4217725;4522965;5118869;7549673	4225167;4526618;5127212;7555391	+;+;+;+	25160	0	0	0	0	0
lncRNA_3113	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	4217733;4774693;5122331	4225167;4777619;5125369	+;+;+	13401	0	0	0	0	0
lncRNA_3114	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	4217733;4926481;5125452;7814514	4225167;4927315;5127212;7816551	+;+;+;+	12069	0	0	0	0	0
lncRNA_3115	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	4261226;4926511;5153183;7814514	4261917;4927543;5154854;7816624	+;+;+;+	5508	0	0	0	0	0
lncRNA_3116	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	4315115;4999761;5397386;7976719	4316561;5114871;5399713;8126318	+;+;+;+	268486	0	0	0	0	0
lncRNA_3117	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	4315113;5121587;5914717;8372113	4316561;5122313;5916558;8373451	+;+;+;+	5357	0	0	0	0	0
lncRNA_3118	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	4588176;5125137;5914718;8846222	4591331;5127212;5916558;8846811	+;+;+;+	7663	0	0	0	0	0
lncRNA_3119	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	4777976;5127898;5914723;8912162	4781149;5131386;5916558;8914699	+;+;+;+	11037	0	0	0	0	0
lncRNA_3121	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	5957519;5957779;8934289;9253719	5957728;5959187;8941977;9255136	+;+;+;+	10726	0	0	0	0	0
lncRNA_3122	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	6396162;9258615	6396584;9261711	+;+	3520	0	0	0	0	0
lncRNA_3123	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	6636751;9268411	6639711;9269117	+;+	3668	0	0	0	0	0
lncRNA_3124	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	6636942;9272284	6639711;9272861	+;+	3348	0	0	0	0	0
lncRNA_3126	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	6553241;9299587	6561368;9311344	+;+	19886	0	0	0	0	0
lncRNA_3127	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	6691919;9311334	6694811;9311929	+;+	3489	0	0	0	0	0
lncRNA_3128	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	6931135;9354823	6931561;9355611	+;+	1216	0	0	0	0	0
lncRNA_3129	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	6974416;9381584	6975237;9382356	+;+	1595	0	0	0	0	0
lncRNA_3131	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	6974579;7121922;9664122;11453532	6976471;7127153;9667267;11454459	+;+;+;+	11199	0	0	0	0	0
lncRNA_3132	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	7121441;12161849	7126888;12164219	+;+	7819	0	0	0	0	0
lncRNA_3133	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	7183672;12427731	7187224;12428322	+;+	4145	0	0	0	0	0
lncRNA_3134	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	7196951;12914436	7197973;12915775	+;+	2363	0	0	0	0	0
lncRNA_3135	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	7312865;12914467	7313727;12915775	+;+	2172	0	0	0	0	0
lncRNA_3136	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	7296161;13331896	7296744;13381837	+;+	50526	0	0	0	0	0
lncRNA_3137	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	7373573;13331123	7373984;13381837	+;+	51127	0	0	0	0	0
lncRNA_3138	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	7524565;13568513	7527695;13569913	+;+	4532	0	0	0	0	0
lncRNA_3139	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	7525617;13581718	7527695;13582537	+;+	2899	0	0	0	0	0
lncRNA_3141	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	2169;7561555;7567789;13763912	2557;7566162;7569861;13764231	+;+;+;+	7390	0	0	0	0	0
lncRNA_3142	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	199187;7666447	199725;7666913	+;+	1006	0	0	0	0	0
lncRNA_3143	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	227315;7674472	227511;7678363	+;+	4089	0	0	0	0	0
lncRNA_3144	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	228193;7674568	228475;7678363	+;+	4079	0	0	0	0	0
lncRNA_3145	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	427511;7721697	427722;7725156	+;+	3672	0	0	0	0	0
lncRNA_3146	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	587246;7722471	587613;7725156	+;+	3054	0	0	0	0	0
lncRNA_3147	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	589666;7798495	591627;7799377	+;+	2845	0	0	0	0	0
lncRNA_3148	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	611654;8183775	613143;8184147	+;+	1863	0	0	0	0	0
lncRNA_3149	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	746777;8419871	747118;8421173	+;+	1645	0	0	0	0	0
lncRNA_3151	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	815118;852644;8518188;8541518	815594;852897;8522583;8542111	+;+;+;+	5721	0	0	0	0	0
lncRNA_3152	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	854187;8541518	855814;8542111	+;+	2222	0	0	0	0	0
lncRNA_3153	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	856896;9679222	859954;9681747	+;+	5585	0	0	0	0	0
lncRNA_3154	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	871524;11178614	871936;11182585	+;+	4385	0	0	0	0	0
lncRNA_3155	Pocillopora_meandrina_HIv1___Sc1111115;Pocillopora_meandrina_HIv1___Sc1111115	881118;11733235	881251;11734665	+;+	1565	0	0	0	0	0
