gene_id,RNA-POC-47,RNA-POC-48,RNA-POC-50,RNA-POC-53,RNA-POC-57
STRG.6264,31,30,0,66,19
STRG.6267,1356,1261,1319,1266,292
STRG.6266,282,447,339,242,130
STRG.6261,308,584,283,312,186
STRG.6260,52,22,100,0,30
STRG.6263,272,312,419,463,167
STRG.6262,6051,4864,6190,5992,2532
STRG.15174,155,651,221,145,118
Pocillopora_meandrina_HIv1___RNAseq.g3186.t1,0,0,7,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25770.t1,0,0,0,0,0
STRG.16638,133,147,65,522,102
STRG.16639,1584,1194,1236,981,1333
STRG.3374,186,262,209,315,144
STRG.3375,4,26,103,149,32
STRG.3376,2059,1239,2289,2281,1631
STRG.16637,7,6,0,0,0
STRG.16630,1970,9630,4182,6229,2836
STRG.3371,13,28,2,12,16
STRG.3372,173,237,43,308,91
STRG.3373,265,273,286,231,276
STRG.9303,6926,2686,7880,5845,3455
STRG.12708,178,579,90,141,290
STRG.12709,1997,1128,1369,1749,388
STRG.9302,13,10,6,0,0
STRG.12704,108,150,68,84,33
STRG.12705,4749,2320,5105,7302,3016
STRG.12706,960,1309,1291,1533,1013
STRG.12707,263,623,235,677,665
STRG.12700,911,653,1264,1200,578
STRG.12701,45830,39290,48774,44332,25973
STRG.12702,1492,949,2754,1795,498
STRG.12703,215,180,175,183,72
STRG.1282,58855,40189,38259,42360,31138
Pocillopora_meandrina_HIv1___RNAseq.g419.t1,0,0,0,0,0
STRG.1280,1066,821,948,987,455
STRG.1281,6385,4343,11001,7379,2735
STRG.1286,2301,1702,3291,2335,1550
STRG.1287,1507,906,2192,4298,902
STRG.1284,29,85,40,8,0
STRG.1285,1187,654,1144,533,218
STRG.5484,951,1876,1574,2210,540
STRG.1288,140,85,182,1070,54
STRG.1289,224,221,220,140,91
STRG.9306,33,43,5,80,32
STRG.5486,14,50,130,21,29
STRG.12011,3,0,0,43,0
STRG.9304,230,219,362,437,73
STRG.6489,42,25,142,42,56
STRG.6488,5,39,0,0,0
STRG.6481,1930,1485,3016,2410,733
STRG.6480,5830,2659,4617,8057,1283
STRG.6483,6338,2539,7890,4719,1966
STRG.6482,17543,7783,18505,19234,7940
STRG.6485,163,51,80,198,30
STRG.6484,2705,4337,4085,3985,1949
STRG.6487,110,47,82,112,26
STRG.6486,3478,1834,5993,2636,1503
STRG.2399,314,382,374,198,184
STRG.2398,768,812,908,954,888
STRG.2391,654,1332,691,653,333
STRG.2390,1702,970,927,507,410
STRG.2393,236,127,322,326,394
STRG.2392,89,69,111,119,38
STRG.2395,748,821,564,565,336
Pocillopora_meandrina_HIv1___TS.g9924.t1,0,0,0,0,0
STRG.2397,135,187,118,97,72
STRG.2396,53,73,15,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29574.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g19499.t1,0,0,0,0,0
STRG.2029,32,34,15,37,26
STRG.2028,2109,1964,1260,1707,817
STRG.2027,2313,1890,6135,1423,1345
STRG.2026,50,75,92,56,32
STRG.2025,382,140,398,285,167
STRG.2024,3,3,6,2,6
STRG.2023,14,2,31,25,21
STRG.2022,32,0,0,0,0
STRG.2021,56,11,35,14,29
STRG.2020,8,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g27479.t1,0,12,0,37,10
Pocillopora_meandrina_HIv1___RNAseq.g22071.t1,0,0,0,6,0
Pocillopora_meandrina_HIv1___RNAseq.g2842.t1,0,0,0,0,0
STRG.19613,58,45,64,165,14
STRG.19612,36,108,91,84,28
STRG.19611,1,58,19,19,19
STRG.19610,152,206,143,129,75
STRG.19617,9097,9038,8862,12527,8189
STRG.19616,212,306,33,140,46
STRG.19615,195,92,30,39,2
STRG.19614,669,1786,1651,1201,1298
STRG.19619,23,0,0,0,0
STRG.19618,14,0,22,11,0
Pocillopora_meandrina_HIv1___RNAseq.g4355.t1,0,0,0,0,0
STRG.13949,3871,1548,7076,1843,775
STRG.13948,1034,1242,1099,1575,692
STRG.13941,421,668,201,606,592
STRG.13940,2808,2918,5069,4617,5250
STRG.13943,1809,2194,2829,2167,1241
STRG.13942,532,206,534,295,271
STRG.13945,589,731,808,423,176
STRG.13944,488,621,369,565,446
STRG.13947,615,486,744,478,141
STRG.13946,802,687,1152,717,131
STRG.21449,2,20,39,542,1
STRG.21448,13,0,0,3,0
STRG.7880,478,385,440,379,268
STRG.21441,238,105,125,117,0
STRG.21440,12,0,30,25,94
STRG.21443,38,0,44,0,3
STRG.21442,5,1,0,0,0
STRG.21445,7,29,13,39,2
STRG.21444,13,52,16,22,9
STRG.21447,96,34,163,81,61
STRG.21446,8,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2840.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25861.t1,0,0,0,0,6
Pocillopora_meandrina_HIv1___RNAseq.g23312.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19316.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23084.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g20909.t1,0,27,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13746.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g25863.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g407.t1,0,12,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5122.t1,0,22,24,0,0
STRG.11543,19,1,0,0,0
STRG.11542,15,19,0,0,31
STRG.11541,291,268,385,335,210
STRG.11540,747,594,1343,560,790
STRG.11547,2,42,52,109,105
STRG.11546,14,11,0,0,0
STRG.11545,4,25,0,0,7
Pocillopora_meandrina_HIv1___RNAseq.g3891.t1,0,0,0,0,0
STRG.11549,715,507,906,459,139
STRG.11548,1618,1246,2922,1617,1575
Pocillopora_meandrina_HIv1___TS.g19559.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20719.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g8581.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g21676.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g29431.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7775.t1,0,0,0,0,221
Pocillopora_meandrina_HIv1___RNAseq.g3408.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g1198.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g16625.t1,0,0,0,14,0
STRG.4685,3878,3452,3756,3819,5134
Pocillopora_meandrina_HIv1___RNAseq.g8067.t1,0,0,0,0,0
STRG.17965,91,230,246,191,137
STRG.4686,866,718,1203,682,366
STRG.17963,146,171,73,134,177
Pocillopora_meandrina_HIv1___RNAseq.g28596.t1,0,6,0,6,0
Pocillopora_meandrina_HIv1___TS.g17065.t1,0,0,0,0,0
STRG.17962,118,85,115,92,92
STRG.4683,666,938,1168,1223,205
STRG.17960,111,93,385,152,56
Pocillopora_meandrina_HIv1___RNAseq.g21985.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g5463.t2,0,18,0,12,4
Pocillopora_meandrina_HIv1___TS.g2724.t1,0,0,36,17,0
Pocillopora_meandrina_HIv1___RNAseq.g6719.t1,0,0,0,0,0
STRG.4739,2245,4016,729,2556,2189
STRG.4738,2538,2018,4191,3603,2213
Pocillopora_meandrina_HIv1___RNAseq.g23781.t1,0,1,0,0,0
STRG.4735,17,0,0,155,0
STRG.4734,66,97,0,81,44
STRG.4737,487,1263,663,492,680
STRG.4736,63,91,932,80,240
STRG.4731,80,60,79,144,61
STRG.4730,264,304,220,280,73
STRG.4733,627,713,767,127,654
STRG.4732,50,129,47,112,42
Pocillopora_meandrina_HIv1___RNAseq.g16314.t1,0,0,0,0,0
STRG.9273,3533,2350,6420,2956,872
STRG.9272,21264,7715,33835,12165,2874
STRG.9271,1709,2792,2172,2127,657
STRG.9270,268,348,303,297,402
STRG.9277,405,129,428,203,159
STRG.9276,121,73,146,212,18
STRG.9275,936,1102,767,1006,1417
STRG.9274,25,41,5,29,5
STRG.9279,317,140,387,259,49
STRG.9278,340,132,241,261,64
STRG.4083,146,178,141,98,0
STRG.4082,5793,3247,7857,5189,1238
STRG.4081,7090,4040,7196,5460,4963
STRG.4080,1685,1657,3662,1673,1721
STRG.4087,505,498,817,731,224
STRG.4086,726,565,766,753,314
STRG.4085,143,24,98,114,67
STRG.4084,97,91,151,164,10
STRG.4089,1002,1166,1504,1524,1671
STRG.4088,2452,754,7415,2829,1453
STRG.906,1178,1067,1728,1313,497
Pocillopora_meandrina_HIv1___TS.g2605.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24824.t1,0,7,39,3,0
Pocillopora_meandrina_HIv1___TS.g11202.t1,0,16,25,17,0
Pocillopora_meandrina_HIv1___RNAseq.g19131.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14595.t3,0,0,26,26,35
Pocillopora_meandrina_HIv1___TS.g6898.t1,0,0,0,0,0
STRG.9615,11,16,8,26,64
Pocillopora_meandrina_HIv1___TS.g23650.t1b,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6289.t1,0,0,207,35,81
Pocillopora_meandrina_HIv1___TS.g24429.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g12319.t1,0,1,0,0,7
Pocillopora_meandrina_HIv1___RNAseq.g24315.t1,0,3,5,23,0
Pocillopora_meandrina_HIv1___RNAseq.g19133.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23438.t1,0,0,15,0,0
STRG.20579,34,127,43,114,53
Pocillopora_meandrina_HIv1___RNAseq.g8474.t1,0,0,0,0,0
STRG.4898,89,86,102,161,160
Pocillopora_meandrina_HIv1___RNAseq.g28618.t1,0,0,0,36,0
Pocillopora_meandrina_HIv1___RNAseq.g16669.t1,0,4,6,2,0
STRG.1838,1483,1586,1089,1425,455
Pocillopora_meandrina_HIv1___RNAseq.g896.t1,0,0,0,35,0
STRG.4894,4,29,8,8,11
STRG.4892,4,0,142,0,29
Pocillopora_meandrina_HIv1___RNAseq.g8879.t1,0,0,0,0,21
STRG.1830,6080,4966,9025,6827,3945
STRG.15019,71,98,246,201,43
STRG.15018,1418,1806,1625,1604,1224
STRG.15015,677,316,393,608,130
STRG.15014,3966,1383,6573,3717,425
STRG.15017,58,109,79,187,57
STRG.15016,342,70,166,182,107
STRG.15011,276,160,125,127,67
STRG.15010,946,683,1330,738,635
STRG.15013,282,105,626,264,305
STRG.15012,412,852,239,309,226
STRG.1559,157,199,30,78,184
Pocillopora_meandrina_HIv1___RNAseq.g12900.t1,0,0,0,0,0
STRG.17527,7,3,0,36,3
STRG.17526,23,5,0,56,0
STRG.17525,10,0,12,0,13
STRG.17524,15,0,48,0,13
STRG.17523,595,433,1009,631,397
STRG.17522,532,961,776,641,210
STRG.17521,249,151,218,229,1989
Pocillopora_meandrina_HIv1___RNAseq.g30089.t1,0,12,3,2,10
Pocillopora_meandrina_HIv1___RNAseq.g619.t1,0,0,7,0,0
STRG.17529,25,0,0,23,0
STRG.17528,11,0,0,0,3
STRG.1552,177,108,73,66,65
STRG.1553,252,341,463,439,289
STRG.1550,626,261,922,553,222
STRG.1551,103,160,99,76,53
STRG.1556,12958,5038,22382,12085,4115
STRG.1557,50,61,117,88,0
STRG.18454,2787,2849,3594,2878,647
Pocillopora_meandrina_HIv1___RNAseq.g9160.t1,0,0,0,0,0
STRG.1555,59,218,94,268,15
Pocillopora_meandrina_HIv1___TS.g18109.t1,0,1,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14839.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g4360.t1,0,0,0,0,8
STRG.12542,82,66,43,72,0
STRG.12543,142,0,0,47,0
STRG.12540,752,672,830,563,399
STRG.12541,85,19,0,22,0
STRG.12546,299,571,323,304,224
STRG.12547,427,323,648,788,342
STRG.12544,42,175,13,116,47
STRG.12545,11913,6267,11383,13852,4066
STRG.12548,3297,3734,3863,5427,2441
STRG.12549,197,73,106,94,54
STRG.1044,5295,4719,4549,4260,3048
STRG.1045,894,289,763,463,524
STRG.1046,605,280,256,349,22
STRG.1047,176,159,222,176,77
STRG.18724,30,275,7,131,0
STRG.18725,74,117,9,0,26
STRG.18726,651,591,597,676,297
STRG.1043,419,222,987,371,457
STRG.18728,872,241,1028,637,310
STRG.18729,347,295,501,201,62
STRG.1048,2369,2890,2211,2640,1051
STRG.1049,249,80,237,255,310
STRG.14874,70,30,126,435,31
STRG.14875,88,84,178,389,15
STRG.14876,5,21,14,7,15
STRG.14877,164,105,412,920,94
STRG.14870,220,277,587,1182,96
STRG.14871,8,48,16,1,32
STRG.14872,268,420,352,455,289
STRG.14873,5,0,22,0,0
Pocillopora_meandrina_HIv1___RNAseq.g13248.t1,0,8,0,0,0
STRG.14878,27,83,63,7,30
STRG.14879,270,470,399,646,329
Pocillopora_meandrina_HIv1___RNAseq.g1134.t1,0,0,0,0,0
STRG.8475,382,162,183,121,209
STRG.12094,189,0,30,0,0
STRG.12095,11824,3183,5178,3589,2056
STRG.12096,4155,1977,2874,3553,1425
STRG.12097,6271,2206,9995,6685,1885
STRG.12090,756,734,910,109,477
STRG.12091,15,15,3,20,6
STRG.12092,85,28,107,35,90
STRG.12093,3346,9085,7179,8004,5020
STRG.12098,15,92,69,51,9
STRG.12099,258,512,238,332,417
Pocillopora_meandrina_HIv1___RNAseq.g27623.t1,0,4,0,0,4
STRG.16739,370,436,288,326,235
STRG.16738,459,250,773,278,264
STRG.16735,1229,393,539,402,410
STRG.16734,405,509,472,490,417
Pocillopora_meandrina_HIv1___RNAseq.g6345.t1,0,1,0,1,6
STRG.16736,297,13,4,2,0
STRG.16731,2062,1443,1398,1651,626
STRG.16730,1345,218,142,198,87
STRG.16733,7634,4956,9409,9941,9277
STRG.16732,1091,396,1839,336,392
Pocillopora_meandrina_HIv1___TS.g18096.t1,0,0,46,0,0
Pocillopora_meandrina_HIv1___RNAseq.g20381.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g2079.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g21317.t1,0,0,15,5,8
Pocillopora_meandrina_HIv1___RNAseq.g6347.t1,0,2,4,2,2
Pocillopora_meandrina_HIv1___TS.g14254.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g16675.t1,0,0,0,0,0
STRG.19451,1688,2260,1828,1430,756
STRG.19450,86,78,148,178,31
STRG.19453,866,478,837,430,495
STRG.19452,180,86,348,68,29
STRG.19455,7892,4789,8502,5550,2608
STRG.19454,462,563,583,608,61
STRG.19457,911,829,1985,2132,1726
STRG.19456,135,42,47,59,27
STRG.19459,9051,11361,15924,17815,10875
STRG.19458,389,742,479,595,674
Pocillopora_meandrina_HIv1___TS.g17055.t1,0,200,377,0,0
STRG.12200,27,47,58,97,0
Pocillopora_meandrina_HIv1___RNAseq.g27189.t1,0,0,36,0,0
Pocillopora_meandrina_HIv1___RNAseq.g19498.t1,0,0,0,0,0
STRG.9739,711,859,880,1063,528
Pocillopora_meandrina_HIv1___TS.g412.t1,0,0,0,0,0
STRG.19183,248,657,593,764,553
STRG.19182,3752,2353,3414,2516,2183
STRG.9730,75,174,99,102,66
STRG.19180,914,1120,1039,1704,816
STRG.19187,459,1726,2976,1771,1889
STRG.19186,90,178,535,495,455
STRG.9734,49,75,73,98,72
STRG.19184,19,2,3,0,0
STRG.15839,82,198,131,24,82
STRG.15838,79,169,106,96,92
STRG.15837,348,532,603,886,334
STRG.15836,7,0,2,1,0
STRG.6814,173,126,234,479,233
STRG.15834,92,104,153,161,31
STRG.15833,38,8,7,101,23
STRG.15832,697,469,1021,782,434
STRG.15831,26,5,125,149,16
STRG.15830,677,463,964,589,144
STRG.17062,82,62,41,105,17
STRG.17063,98,182,284,150,193
STRG.17060,232,320,277,304,627
STRG.17061,530,406,238,295,703
STRG.17066,1391,786,745,1482,629
STRG.17067,94,358,296,410,237
STRG.17064,430,130,137,279,92
STRG.17065,1701,1108,496,992,1314
STRG.17068,1813,1215,1917,1152,1095
STRG.17069,655,1745,1012,1066,293
Pocillopora_meandrina_HIv1___TS.g14256.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g16677.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g2718.t1,0,1273,0,0,77
STRG.19292,30,121,26,112,56
STRG.14919,19,94,195,27,86
STRG.18064,951,644,1737,978,392
Pocillopora_meandrina_HIv1___RNAseq.g1851.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g454.t1,0,0,0,1,0
STRG.18062,1869,1139,2729,1784,2781
Pocillopora_meandrina_HIv1___RNAseq.g12435.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g24010.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15397.t1,0,0,32,16,0
STRG.110,4392,1037,587,885,720
STRG.111,29,278,186,163,149
Pocillopora_meandrina_HIv1___TS.g13042.t1,0,0,0,0,0
STRG.113,47,391,0,341,89
STRG.114,100,143,55,86,41
STRG.115,91,43,46,102,111
STRG.116,1024,1507,1107,998,385
STRG.117,1673,1310,1576,2102,322
STRG.118,16152,7161,14731,11522,4525
STRG.119,1374,1688,1690,1584,231
Pocillopora_meandrina_HIv1___RNAseq.g25165.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g456.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g27253.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23601.t1,0,0,7,9,0
Pocillopora_meandrina_HIv1___RNAseq.g14491.t1,0,0,0,0,0
STRG.16148,7,36,32,60,0
STRG.3558,447,356,565,426,207
STRG.3559,558,504,1080,1319,112
STRG.3554,1540,1623,2374,1798,1094
STRG.3555,3286,2502,5301,3197,2110
STRG.3556,98,183,43,36,78
STRG.3557,715,1105,694,916,650
STRG.3550,6,1917,4449,1216,921
STRG.3551,1055,239,211,141,43
STRG.3552,2112,1543,2176,1593,434
STRG.3553,649,498,600,513,172
Pocillopora_meandrina_HIv1___RNAseq.g11398.t1,0,0,5,11,69
Pocillopora_meandrina_HIv1___TS.g11435.t1,0,94,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g23298.t1,0,0,0,0,0
STRG.7077,30,37,103,36,3
STRG.7076,52,1131,210,1348,32
STRG.7075,10,38,0,17,0
STRG.7074,2837,561,194,362,200
STRG.7073,14,355,0,50,47
STRG.7072,88,9,56,50,32
STRG.7071,30,0,0,6,15
STRG.7070,978,553,1072,991,497
STRG.7079,1407,1415,1013,1709,755
Pocillopora_meandrina_HIv1___TS.g18385.t1,0,0,0,0,0
STRG.10926,17,0,0,0,0
STRG.10927,689,1521,844,1904,968
STRG.10924,212,503,196,411,521
STRG.10925,128,353,203,290,777
STRG.10922,18,0,8,0,0
STRG.10923,94,95,49,124,26
STRG.10920,14,0,0,0,0
STRG.10921,116,115,57,362,0
Pocillopora_meandrina_HIv1___RNAseq.g10019.t1,0,0,0,0,0
STRG.10928,1219,4045,3490,3004,4313
STRG.10929,82,212,236,51,69
STRG.20226,42,53,68,144,14
Pocillopora_meandrina_HIv1___RNAseq.g24914.t1,0,0,0,0,0
STRG.11039,114,93,215,68,28
STRG.11038,1218,1058,1504,1609,1008
STRG.20222,2734,13,449,58,26
STRG.1892,910,766,1312,978,554
STRG.1891,50,0,0,8,0
STRG.1890,831,943,1781,1067,712
STRG.11033,30,31,23,22,49
STRG.11032,40,0,6,16,0
STRG.11031,89,44,5,25,0
STRG.11030,5,76,30,199,0
Pocillopora_meandrina_HIv1___RNAseq.g15566.t1,0,4,3,0,0
STRG.11036,13,2,9,9,2
STRG.1899,21,22,0,15,0
STRG.1898,195,206,256,278,266
STRG.14005,4,7,17,29,0
STRG.14004,46,131,100,93,64
STRG.14007,1743,1896,3099,3670,961
STRG.14006,599,405,485,1170,762
STRG.14001,270,1384,841,1007,553
STRG.14000,3376,1480,4441,1482,1430
STRG.14003,2190,1513,2016,1680,1890
STRG.14002,3755,3878,5573,6324,736
STRG.14009,2423,3287,3746,3510,3867
STRG.14008,993,1367,811,1447,908
Pocillopora_meandrina_HIv1___RNAseq.g3791.t1,0,0,0,0,12
STRG.16362,743,1102,545,1008,292
Pocillopora_meandrina_HIv1___RNAseq.g26873.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g7518.t1,0,17,247,230,49
Pocillopora_meandrina_HIv1___RNAseq.g12937.t1,0,3,0,0,0
STRG.16361,16,0,0,7,6
Pocillopora_meandrina_HIv1___RNAseq.g5052.t1,0,0,17,0,0
STRG.13522,98,130,65,115,95
STRG.2609,743,397,1470,481,394
STRG.2608,106,196,90,162,33
STRG.2607,411,567,703,569,138
STRG.2606,394,475,1148,473,392
STRG.2605,100,705,380,599,100
STRG.2604,67,241,70,220,277
STRG.2603,173,35,0,33,0
STRG.2602,150,271,315,372,301
STRG.2601,120,133,94,194,136
STRG.2600,3546,3340,5056,4862,4623
Pocillopora_meandrina_HIv1___TS.g25948.t1,0,0,0,3,0
Pocillopora_meandrina_HIv1___RNAseq.g10291.t1,0,0,8,0,0
STRG.6386,1625,2703,2946,2008,969
STRG.6387,375,633,387,438,255
STRG.6384,16,14,55,97,13
Pocillopora_meandrina_HIv1___TS.g12486.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g6530.t1a,0,0,0,0,0
STRG.6383,3327,3181,4919,5720,2649
STRG.6380,125,27,36,188,46
Pocillopora_meandrina_HIv1___RNAseq.g6530.t1b,0,0,0,0,0
STRG.6388,1027,632,1171,654,768
STRG.6389,2971,1354,4545,2373,2120
STRG.20409,35,148,0,38,49
Pocillopora_meandrina_HIv1___TS.g12808.t1,0,0,0,0,0
STRG.15358,1609,1183,1533,1571,95
STRG.15359,64,21,0,9,0
STRG.7389,1297,654,2289,888,363
Pocillopora_meandrina_HIv1___RNAseq.g26871.t1,0,0,0,0,0
STRG.15352,238,101,192,188,66
STRG.7384,25,0,28,27,0
STRG.8571,99,80,130,77,0
STRG.15351,608,422,526,421,2280
STRG.15356,117,115,174,273,51
STRG.15357,1057,676,946,1000,499
STRG.8575,217,36,28,58,62
STRG.7382,891,417,2126,1444,578
Pocillopora_meandrina_HIv1___TS.g18565.t1,0,0,0,0,0
STRG.6038,4,0,0,5,0
STRG.6039,33,17,9,6,0
STRG.6034,2,47,68,91,2
STRG.6035,38,247,321,599,76
STRG.6036,186,50,55,87,103
STRG.6037,134,343,323,138,219
STRG.6030,8980,3571,15731,8639,4133
STRG.6031,1298,207,2055,458,61
STRG.6032,201,269,1072,264,176
STRG.6033,133,483,768,2235,171
Pocillopora_meandrina_HIv1___RNAseq.g4134.t1,0,0,0,0,0
STRG.20400,2131,1443,3210,1801,1099
Pocillopora_meandrina_HIv1___RNAseq.g16337.t1,0,9,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g9865.t1,0,0,0,19,0
Pocillopora_meandrina_HIv1___TS.g14105.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g21422.t1,0,18,0,36,0
Pocillopora_meandrina_HIv1___TS.g5733.t1,0,0,28,0,0
Pocillopora_meandrina_HIv1___TS.g8461.t1,0,0,253,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14313.t1,0,24,68,30,0
STRG.7929,25,30,34,80,47
STRG.7928,102,254,177,441,694
STRG.938,230,93,406,187,99
STRG.939,223,142,194,334,70
STRG.936,98,145,166,114,107
STRG.7920,2245,793,3293,1349,608
STRG.7923,324,167,661,553,101
STRG.935,79,214,61,54,39
STRG.7925,22,51,57,102,79
STRG.7924,131,412,474,1878,152
STRG.7927,98,59,58,50,30
STRG.931,3855,1950,4039,2554,662
STRG.3239,523,469,711,500,142
STRG.3238,342,449,435,327,235
STRG.3231,34,41,30,28,52
STRG.16144,10,0,0,0,3
STRG.3233,43,47,41,16,37
Pocillopora_meandrina_HIv1___TS.g26643.t1,0,0,0,0,0
STRG.3235,30,0,14,0,7
STRG.3234,167,0,0,0,0
STRG.3237,203,211,164,95,72
STRG.3236,49,30,94,35,27
Pocillopora_meandrina_HIv1___RNAseq.g15737.t1,0,0,0,0,0
STRG.18449,760,370,242,538,387
STRG.18448,2120,1577,2668,1654,542
STRG.1569,18,0,21,11,22
STRG.1568,876,865,984,1489,388
STRG.1567,66159,50869,68452,60826,30271
Pocillopora_meandrina_HIv1___RNAseq.g20095.t1,0,0,0,0,0
STRG.1565,83,82,83,48,12
STRG.1564,425,20,5,1,0
STRG.18445,8,17,34,102,0
STRG.18444,38,87,15,89,1
STRG.18447,1243,723,1075,674,668
STRG.1560,112,83,102,103,28
Pocillopora_meandrina_HIv1___RNAseq.g14311.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18682.t1,0,9517,11558,44006,0
Pocillopora_meandrina_HIv1___TS.g16831.t1,0,26,29,24,0
Pocillopora_meandrina_HIv1___RNAseq.g5242.t1,0,0,2,0,0
Pocillopora_meandrina_HIv1___RNAseq.g14613.t1,0,0,0,0,0
STRG.13563,367,398,502,441,118
STRG.13561,163,109,240,127,72
Pocillopora_meandrina_HIv1___RNAseq.g21794.t1,0,0,5,2,7
Pocillopora_meandrina_HIv1___RNAseq.g2778.t1c,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2778.t1b,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2778.t1a,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g21691.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g2189.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g18751.t1,0,0,0,0,16
Pocillopora_meandrina_HIv1___TS.g14326.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g4939.t1,0,0,7,8,0
Pocillopora_meandrina_HIv1___RNAseq.g28638.t1,0,113,13,963,49
Pocillopora_meandrina_HIv1___TS.g20836.t1,0,0,13,0,0
STRG.13592,130,451,252,635,204
STRG.13593,33,206,155,144,117
STRG.13590,90,191,222,121,255
STRG.13591,27,118,128,75,233
STRG.13596,63,7,72,17,9
STRG.13597,62,59,25,94,25
STRG.13594,123,99,170,293,77
STRG.13595,104,34,118,42,60
STRG.13598,32,95,26,233,135
STRG.13599,5,0,24,20,1
Pocillopora_meandrina_HIv1___RNAseq.g6619.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___TS.g20834.t1,0,0,0,41,44
Pocillopora_meandrina_HIv1___RNAseq.g17823.t1,0,30,12,29,22
Pocillopora_meandrina_HIv1___RNAseq.g26846.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g15862.t1,0,0,0,0,0
STRG.17274,213,226,177,127,99
Pocillopora_meandrina_HIv1___RNAseq.g6124.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g26844.t1,0,0,0,0,0
Pocillopora_meandrina_HIv1___RNAseq.g28494.t1,0,7,0,7,0
STRG.18156,550,386,388,409,294
STRG.10023,34,62,45,42,16
STRG.10022,114,100,119,41,68
Pocillopora_meandrina_HIv1___TS.g23052.t1,0,23,0,0,0
STRG.10020,112,132,180,30,67
STRG.10027,669,397,1305,406,708
STRG.10026,42,0,82,0,0
STRG.10025,14,0,112,0,57
STRG.10024,2975,913,4056,1233,1210
STRG.10029,690,281,1431,637,841
STRG.10028,324,134,35,86,78
Pocillopora_meandrina_HIv1___TS.g19430.t1,0,44,65,45,0
