"miRNA","lncRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"Cluster_1938","lncRNA_14418",0.926662074375933,0.023577116353261,0.629053159705147,157,-21.63,"2 22","3484 3505",21,"66.67%","85.71%"
"Cluster_1938","lncRNA_14449",0.925151023052389,0.0243038827226731,0.629971206850763,168,-22.16,"2 21","41 63",19,"68.42%","89.47%"
"Cluster_1938","lncRNA_15316",0.949191693795,0.0136426302499387,0.613674961855994,152,-20.73,"2 15","1326 1347",13,"84.62%","92.31%"
"Cluster_1938","lncRNA_15317",0.949191693795,0.0136426302499387,0.613674961855994,152,-20.73,"2 15","1322 1343",13,"84.62%","92.31%"
"Cluster_1938","lncRNA_15744",0.908387962811553,0.0328248606456366,0.66253299806774,152,-20.73,"2 15","1486 1507",13,"84.62%","92.31%"
"Cluster_1938","lncRNA_15745",0.908387962811553,0.0328248606456366,0.66253299806774,152,-20.73,"2 15","1486 1507",13,"84.62%","92.31%"
"Cluster_1938","lncRNA_15746",0.908808338528963,0.0326013066812457,0.66163063388268,152,-20.73,"2 15","1242 1263",13,"84.62%","92.31%"
"Cluster_1938","lncRNA_1820",0.91512011047847,0.0293044091877298,0.648973446520555,152,-20.17,"2 15","1038 1059",13,"84.62%","92.31%"
"Cluster_1938","lncRNA_1821",0.95263109373074,0.0122875076918955,0.613674961855994,152,-20.17,"2 15","611 632",13,"84.62%","92.31%"
"Cluster_1938","lncRNA_2150",0.903435618477395,0.0354949521740313,0.672212220244332,153,-21.07,"2 22","13025 13045",20,"65.00%","85.00%"
"Cluster_1938","lncRNA_2153",0.913890618772687,0.0299377426387609,0.651344925532353,153,-21.07,"2 22","10013 10033",20,"65.00%","85.00%"
"Cluster_1938","lncRNA_2612",0.947624946375275,0.0142750923897637,0.613674961855994,152,-20.73,"2 15","1132 1153",13,"84.62%","92.31%"
"Cluster_1938","lncRNA_3247",0.954456237691867,0.0115874498001056,0.613674961855994,159,-20.84,"2 22","1388 1413",23,"65.22%","82.61%"
"Cluster_1938","lncRNA_3537",0.915121801253239,0.0293035412387015,0.648973446520555,163,-20.14,"2 21","1372 1395",20,"75.00%","80.00%"
"Cluster_1938","lncRNA_3538",0.915121801253239,0.0293035412387015,0.648973446520555,163,-20.14,"2 21","1324 1347",20,"75.00%","80.00%"
"Cluster_1938","lncRNA_4695",-0.916154008314027,0.0287752096283464,0.646874843830019,155,-20.94,"2 21","918 944",23,"60.87%","78.26%"
"Cluster_1938","lncRNA_4722",0.892833454129369,0.0414300405922463,0.687485511567486,158,-22.28,"2 21","5127 5148",19,"68.42%","84.21%"
"Cluster_1938","lncRNA_4722",0.892833454129369,0.0414300405922463,0.687485511567486,163,-22.6,"2 22","14850 14875",23,"69.57%","82.61%"
"Cluster_1938","lncRNA_5164",0.922138856008774,0.0257736985854171,0.636721208339152,152,-20.73,"2 15","1348 1369",13,"84.62%","92.31%"
"Cluster_1938","lncRNA_6377",0.959752626549015,0.00963387019699054,0.613674961855994,156,-21.87,"2 18","574 598",18,"72.22%","83.33%"
"Cluster_1938","lncRNA_7122",0.946046047910612,0.0149218411674688,0.613674961855994,153,-20.54,"2 22","6623 6643",20,"65.00%","85.00%"
"Cluster_1938","lncRNA_7122",0.946046047910612,0.0149218411674688,0.613674961855994,169,-25.12,"2 22","7642 7664",20,"75.00%","80.00%"
"Cluster_1938","lncRNA_7674",0.952446482791,0.0123590621547566,0.613674961855994,152,-20.73,"2 15","1133 1154",13,"84.62%","92.31%"
"Cluster_1938","lncRNA_7675",0.952446482791,0.0123590621547566,0.613674961855994,152,-20.73,"2 15","1133 1154",13,"84.62%","92.31%"
"Cluster_1938","lncRNA_8017",0.968326221842337,0.00673456400167079,0.613674961855994,155,-24.82,"2 18","2346 2367",16,"68.75%","93.75%"
"Cluster_1938","lncRNA_8018",0.968326221842337,0.00673456400167079,0.613674961855994,155,-24.82,"2 18","2344 2365",16,"68.75%","93.75%"
"Cluster_1938","lncRNA_8085",0.883949842578237,0.046622365992866,0.704454945844397,158,-24.15,"2 22","852 874",21,"66.67%","85.71%"
"Cluster_1938","lncRNA_9817",-0.915086626829095,0.0293215995188652,0.649034837988899,154,-20.04,"2 22","3831 3853",21,"66.67%","80.95%"
"Cluster_1938","lncRNA_9817",-0.915086626829095,0.0293215995188652,0.649034837988899,159,-24.74,"2 22","17410 17435",23,"65.22%","82.61%"
"Cluster_1938","lncRNA_9817",-0.915086626829095,0.0293215995188652,0.649034837988899,169,-22.61,"2 22","13171 13193",20,"75.00%","80.00%"
"Cluster_1952","lncRNA_13992",-0.915934869329815,0.0288871166281123,0.647453456656035,163,-23.11,"2 20","436 457",18,"66.67%","88.89%"
"Cluster_1952","lncRNA_14088",0.879109753726372,0.0495318437072199,0.711441660697387,159,-20.59,"2 21","1918 1942",22,"72.73%","72.73%"
"Cluster_1952","lncRNA_14088",0.879109753726372,0.0495318437072199,0.711441660697387,176,-22.83,"2 21","5236 5257",19,"78.95%","89.47%"
"Cluster_1952","lncRNA_1661",0.880903507626035,0.0484470924869682,0.708938465035024,148,-20.27,"2 19","51 71",17,"70.59%","76.47%"
"Cluster_1952","lncRNA_2065",0.883536849753124,0.0468684437365447,0.705019175403579,158,-21.74,"2 21","1609 1634",23,"69.57%","78.26%"
"Cluster_1952","lncRNA_3477",0.941758754033159,0.0167243390303892,0.613674961855994,172,-21.85,"2 21","28598 28619",19,"78.95%","84.21%"
"Cluster_1952","lncRNA_3477",0.941758754033159,0.0167243390303892,0.613674961855994,172,-23.4,"2 21","4327 4348",19,"78.95%","84.21%"
"Cluster_1952","lncRNA_3521",-0.914451077363045,0.0296485007440402,0.650234304265619,154,-20.86,"2 21","4631 4657",24,"66.67%","75.00%"
"Cluster_1952","lncRNA_4595",-0.929390170486569,0.0222831985216307,0.629053159705147,151,-21.21,"2 20","2211 2232",18,"61.11%","77.78%"
"Cluster_1952","lncRNA_9913",0.93950203026483,0.0176996319763519,0.613674961855994,169,-23.22,"2 20","492 512",18,"83.33%","88.89%"
"Cluster_1953","lncRNA_10569",-0.942580072136793,0.0163738754432805,0.613674961855994,159,-21.03,"2 20","294 312",18,"77.78%","83.33%"
"Cluster_1953","lncRNA_10569",-0.942580072136793,0.0163738754432805,0.613674961855994,163,-21.09,"2 20","4954 4972",18,"83.33%","83.33%"
"Cluster_1953","lncRNA_10582",-0.907720541423302,0.0331807960272597,0.662670685788071,160,-21.22,"2 21","7222 7243",19,"68.42%","78.95%"
"Cluster_1953","lncRNA_10658",-0.978774100613027,0.00370037228867977,0.613674961855994,163,-21.09,"2 20","10780 10798",18,"83.33%","83.33%"
"Cluster_1953","lncRNA_10658",-0.978774100613027,0.00370037228867977,0.613674961855994,163,-21.09,"2 20","2884 2902",18,"83.33%","83.33%"
"Cluster_1953","lncRNA_10658",-0.978774100613027,0.00370037228867977,0.613674961855994,163,-21.09,"2 20","95 113",18,"83.33%","83.33%"
"Cluster_1953","lncRNA_11474",-0.917532386284239,0.0280745303495897,0.644168884083004,154,-22.61,"2 20","23419 23441",19,"73.68%","73.68%"
"Cluster_1953","lncRNA_11500",-0.888965861718065,0.0436666582812016,0.696002574506596,162,-23.78,"2 20","11665 11687",19,"68.42%","89.47%"
"Cluster_1953","lncRNA_11548",-0.887911919911995,0.0442825922798579,0.698012265235154,154,-21.37,"2 20","18986 19008",19,"73.68%","73.68%"
"Cluster_1953","lncRNA_11551",-0.917222058914259,0.0282317959751816,0.644870164498799,154,-22.61,"2 20","18969 18991",19,"73.68%","73.68%"
"Cluster_1953","lncRNA_13179",-0.942543668649956,0.0163893579285326,0.613674961855994,163,-27.87,"2 21","44533 44556",21,"71.43%","80.95%"
"Cluster_1953","lncRNA_14998",-0.910750149137482,0.0315750417104256,0.657843645812622,159,-20.57,"2 17","23604 23627",17,"82.35%","82.35%"
"Cluster_1953","lncRNA_15434",-0.973563713754844,0.00513931017878274,0.613674961855994,142,-21.07,"2 20","22482 22512",27,"59.26%","62.96%"
"Cluster_1953","lncRNA_15438",-0.965137608253445,0.00777294204908046,0.613674961855994,142,-21.07,"2 20","86280 86310",27,"59.26%","62.96%"
"Cluster_1953","lncRNA_15439",-0.965137608253445,0.00777294204908046,0.613674961855994,142,-21.07,"2 20","86280 86310",27,"59.26%","62.96%"
"Cluster_1953","lncRNA_15440",-0.965137608253445,0.00777294204908046,0.613674961855994,142,-21.07,"2 20","86280 86310",27,"59.26%","62.96%"
"Cluster_1953","lncRNA_1852",-0.915656402881613,0.0290295214942009,0.648080824238388,149,-20.79,"2 14","37438 37459",12,"83.33%","83.33%"
"Cluster_1953","lncRNA_1852",-0.915656402881613,0.0290295214942009,0.648080824238388,152,-22,"2 14","13707 13729",13,"84.62%","92.31%"
"Cluster_1953","lncRNA_2024",-0.93964533328273,0.0176371677110614,0.613674961855994,154,-21.08,"2 21","46866 46890",22,"72.73%","72.73%"
"Cluster_1953","lncRNA_2637",-0.890561904034779,0.0427391470347393,0.692219381760442,171,-25.24,"2 20","1448 1469",18,"77.78%","88.89%"
"Cluster_1953","lncRNA_5808",-0.890595198796014,0.0427198658100239,0.692083629048049,166,-22.21,"2 21","7622 7646",22,"77.27%","81.82%"
"Cluster_1953","lncRNA_5913",-0.879546619082337,0.0492669559470605,0.71073430047609,166,-22.21,"2 21","33235 33259",22,"77.27%","81.82%"
"Cluster_1953","lncRNA_5915",-0.907152136289073,0.0334848937803184,0.663568764804225,166,-22.21,"2 21","7910 7934",22,"77.27%","81.82%"
"Cluster_1953","lncRNA_5916",-0.890782644584406,0.0426113662643376,0.691510757409398,166,-22.21,"2 21","7907 7931",22,"77.27%","81.82%"
"Cluster_1953","lncRNA_6410",-0.927490476406242,0.0231817183079734,0.629053159705147,157,-20.37,"2 19","8819 8842",19,"73.68%","78.95%"
"Cluster_1953","lncRNA_7371",-0.880994500146609,0.0483922684718539,0.708792645090012,159,-20.68,"2 20","513 534",18,"72.22%","77.78%"
"Cluster_1953","lncRNA_7710",-0.917266854710941,0.0282090772125388,0.644870164498799,147,-21.58,"2 21","4514 4538",22,"63.64%","68.18%"
"Cluster_1953","lncRNA_7710",-0.917266854710941,0.0282090772125388,0.644870164498799,157,-21.18,"2 21","9224 9246",21,"76.19%","76.19%"
"Cluster_1953","lncRNA_8464",-0.920413886209308,0.0266278536775106,0.639397210042879,156,-22.3,"2 21","870 889",19,"78.95%","78.95%"
"Cluster_1953","lncRNA_8522",-0.920353280998512,0.026658026461746,0.639397210042879,156,-22.3,"2 21","1630 1649",19,"78.95%","78.95%"
"Cluster_21","lncRNA_11556",-0.984699920270082,0.00226660150630563,0.613674961855994,160,-20.91,"2 18","9975 9999",19,"73.68%","84.21%"
"Cluster_21","lncRNA_11782",-0.950132756235195,0.0132672654092542,0.613674961855994,159,-20.11,"2 21","4836 4859",21,"71.43%","76.19%"
"Cluster_21","lncRNA_13176",-0.922378127145244,0.0256559291046877,0.636284745421234,158,-20.32,"2 20","4254 4277",20,"65.00%","85.00%"
"Cluster_21","lncRNA_13196",-0.926789559010669,0.0235161270882747,0.629053159705147,162,-22.96,"2 20","3171 3194",20,"70.00%","85.00%"
"Cluster_21","lncRNA_14768",-0.95503647861462,0.0113677196415068,0.613674961855994,168,-20.87,"2 17","8189 8210",15,"86.67%","93.33%"
"Cluster_21","lncRNA_2658",0.888087419213065,0.0441798389022809,0.697933418908675,159,-20.31,"2 17","25662 25684",16,"81.25%","87.50%"
"Cluster_21","lncRNA_2659",0.901408166392172,0.0366071657002664,0.675840416166571,159,-20.31,"2 17","22883 22905",16,"81.25%","87.50%"
"Cluster_21","lncRNA_3593",-0.955993837454088,0.0110082027518218,0.613674961855994,163,-20.84,"2 16","18235 18256",14,"85.71%","92.86%"
"Cluster_21","lncRNA_3594",-0.923763912123572,0.0249772772663318,0.633250740466667,163,-20.84,"2 16","7654 7675",14,"85.71%","92.86%"
"Cluster_21","lncRNA_5832",-0.896177094001418,0.0395268256772923,0.683353831717419,159,-23.44,"2 21","2326 2350",22,"72.73%","72.73%"
"Cluster_21","lncRNA_6601",-0.917454442435507,0.0281140036290248,0.644250796126378,166,-20.61,"2 20","4294 4317",20,"75.00%","85.00%"
"Cluster_21","lncRNA_7774",-0.907206591781582,0.0334557215357065,0.663568764804225,156,-20.36,"2 13","21979 22000",11,"90.91%","100.00%"
"Cluster_21","lncRNA_8094",-0.981200908244266,0.00308539455442136,0.613674961855994,156,-20.57,"2 17","5982 6003",15,"73.33%","86.67%"
"Cluster_21","lncRNA_8227",-0.980353050128132,0.00329604041795822,0.613674961855994,156,-20.57,"2 17","952 973",15,"73.33%","86.67%"
"Cluster_21","lncRNA_9747",-0.966062697983343,0.00746666360351416,0.613674961855994,162,-21.89,"2 21","12506 12531",23,"73.91%","78.26%"
"Cluster_21","lncRNA_9788",-0.989923412322546,0.00121240179124621,0.613674961855994,159,-21.28,"2 21","3625 3650",23,"69.57%","73.91%"
"Cluster_21","lncRNA_9788",-0.989923412322546,0.00121240179124621,0.613674961855994,160,-20.5,"2 18","2914 2937",18,"77.78%","83.33%"
"Cluster_21","lncRNA_9908",-0.918397075573679,0.0276378232387792,0.641701382494377,163,-26.23,"2 21","7003 7025",20,"75.00%","80.00%"
"Cluster_2793","lncRNA_7793",-0.920434195005925,0.0266177452449655,0.639397210042879,175,-21.39,"2 20","915 935",18,"83.33%","88.89%"
"Cluster_2793","lncRNA_9412",0.879842997090761,0.0490875065849135,0.71052043159377,166,-20.55,"2 20","56 77",19,"78.95%","84.21%"
"Cluster_2837","lncRNA_10165",-0.908078618491193,0.0329896808780736,0.662670685788071,160,-21.74,"2 21","20924 20945",19,"73.68%","73.68%"
"Cluster_2837","lncRNA_12474",-0.984136450548194,0.0023927552980873,0.613674961855994,165,-20.69,"2 14","5860 5881",12,"100.00%","100.00%"
"Cluster_2837","lncRNA_13905",-0.88221702746841,0.0476575892711061,0.707053437997692,166,-23.51,"2 21","1499 1519",19,"78.95%","84.21%"
"Cluster_2837","lncRNA_14210",-0.89762370070228,0.0387122895329576,0.68185636513939,167,-22.08,"2 21","756 778",20,"80.00%","80.00%"
"Cluster_2837","lncRNA_14211",-0.910664103387439,0.0316202944629357,0.657843645812622,167,-22.08,"2 21","762 784",20,"80.00%","80.00%"
"Cluster_2837","lncRNA_2891",-0.911174948197735,0.031351938406884,0.657450115389159,165,-22.33,"2 21","751 777",24,"79.17%","79.17%"
"Cluster_2839","lncRNA_12191",-0.905768432903028,0.0342288783635062,0.666833154399924,150,-20.71,"2 15","188 209",13,"76.92%","84.62%"
"Cluster_2839","lncRNA_2571",0.98152131610676,0.00300699677964206,0.613674961855994,154,-20.33,"2 15","685 706",13,"76.92%","92.31%"
"Cluster_2859","lncRNA_11807",0.900774404100672,0.0369570746681148,0.676829844849844,165,-20.44,"2 21","5473 5497",22,"77.27%","86.36%"
"Cluster_2859","lncRNA_7692",-0.88616526575819,0.0453093577680946,0.700643935101031,171,-21.41,"2 21","1445 1468",21,"71.43%","90.48%"
"Cluster_2973","lncRNA_10839",0.944405012018316,0.0156038625305916,0.613674961855994,158,-21.53,"2 20","239 263",21,"66.67%","80.95%"
"Cluster_2973","lncRNA_11246",0.900269897787252,0.0372363780897892,0.677590285169325,161,-21.64,"2 20","1043 1063",18,"77.78%","83.33%"
"Cluster_2973","lncRNA_11246",0.900269897787252,0.0372363780897892,0.677590285169325,173,-20.34,"2 20","2055 2075",18,"88.89%","88.89%"
"Cluster_2973","lncRNA_11308",0.880745740318676,0.0485421955576281,0.709077237717187,161,-21.64,"2 20","134274 134294",18,"77.78%","83.33%"
"Cluster_2973","lncRNA_11308",0.880745740318676,0.0485421955576281,0.709077237717187,161,-21.64,"2 20","156 176",18,"77.78%","83.33%"
"Cluster_2973","lncRNA_11308",0.880745740318676,0.0485421955576281,0.709077237717187,161,-21.64,"2 20","64096 64116",18,"77.78%","83.33%"
"Cluster_2973","lncRNA_11308",0.880745740318676,0.0485421955576281,0.709077237717187,165,-25.42,"2 21","122981 123002",20,"75.00%","90.00%"
"Cluster_2973","lncRNA_11308",0.880745740318676,0.0485421955576281,0.709077237717187,166,-21.71,"2 19","71490 71511",17,"76.47%","88.24%"
"Cluster_2973","lncRNA_11308",0.880745740318676,0.0485421955576281,0.709077237717187,173,-20.4,"2 20","135322 135342",18,"88.89%","88.89%"
"Cluster_2973","lncRNA_11308",0.880745740318676,0.0485421955576281,0.709077237717187,175,-24.93,"2 21","65313 65335",20,"80.00%","90.00%"
"Cluster_2973","lncRNA_11509",0.891364301631437,0.0422752434447342,0.689829691161933,154,-20.12,"2 21","7397 7417",19,"63.16%","84.21%"
"Cluster_2973","lncRNA_11509",0.891364301631437,0.0422752434447342,0.689829691161933,154,-21.63,"2 21","2109 2129",19,"63.16%","84.21%"
"Cluster_2973","lncRNA_12049",0.95617392544714,0.0109409979184082,0.613674961855994,160,-20.01,"2 13","306 327",11,"100.00%","100.00%"
"Cluster_2973","lncRNA_1323",0.951315168814306,0.0128005069263182,0.613674961855994,165,-25.8,"2 21","42 63",20,"75.00%","90.00%"
"Cluster_2973","lncRNA_13332",0.960065895612611,0.00952206361965715,0.613674961855994,155,-21,"2 21","4298 4320",20,"65.00%","80.00%"
"Cluster_2973","lncRNA_13351",0.939136712894948,0.0178591941592961,0.613674961855994,165,-23.14,"2 21","12865 12886",20,"80.00%","85.00%"
"Cluster_2973","lncRNA_13352",0.941151873359574,0.0169848466024225,0.613674961855994,165,-23.14,"2 21","11894 11915",20,"80.00%","85.00%"
"Cluster_2973","lncRNA_14813",0.917687962201368,0.027995795060617,0.643845109955598,171,-26.53,"2 17","88 110",16,"93.75%","93.75%"
"Cluster_2973","lncRNA_14939",0.989420354641524,0.00130421778800249,0.613674961855994,158,-20.3,"2 21","1041 1066",23,"73.91%","73.91%"
"Cluster_2973","lncRNA_15078",0.947639330092879,0.0142692435846156,0.613674961855994,160,-20.01,"2 13","994 1015",11,"100.00%","100.00%"
"Cluster_2973","lncRNA_2361",0.937369011836788,0.0186378196629431,0.61738421977361,146,-20.65,"2 19","396 417",17,"58.82%","76.47%"
"Cluster_2973","lncRNA_2890",0.942131212620599,0.0165651085332659,0.613674961855994,160,-20.01,"2 13","358 379",11,"100.00%","100.00%"
"Cluster_2973","lncRNA_2914",0.891086657737647,0.0424355803348176,0.690721245833289,166,-22.92,"2 21","156 176",19,"78.95%","84.21%"
"Cluster_2973","lncRNA_322",0.922868086919996,0.0254153138980336,0.635763704458096,162,-24.98,"2 21","18489 18509",19,"73.68%","84.21%"
"Cluster_2973","lncRNA_323",0.89334500658397,0.0411370211439299,0.687352218219156,162,-24.98,"2 21","15107 15127",19,"73.68%","84.21%"
"Cluster_2973","lncRNA_3577",0.902108591915453,0.0362216897778746,0.674464905181884,150,-21.31,"2 21","519 539",19,"63.16%","78.95%"
"Cluster_2973","lncRNA_4232",0.93496055340048,0.0197158816469408,0.622136459333709,158,-20.2,"2 20","2628 2650",19,"73.68%","78.95%"
"Cluster_2973","lncRNA_4266",0.951315168814306,0.0128005069263182,0.613674961855994,172,-25.54,"2 21","156 177",19,"78.95%","84.21%"
"Cluster_2973","lncRNA_4727",0.924640871302948,0.0245508529430872,0.63077210328473,156,-20.94,"2 21","616 636",20,"70.00%","85.00%"
"Cluster_2973","lncRNA_5080",0.915289829518903,0.0292173261649454,0.648973446520555,150,-20.39,"2 21","318 341",21,"66.67%","76.19%"
"Cluster_2973","lncRNA_5385",0.904992271543686,0.0346484859251873,0.668778333713184,171,-27.26,"2 21","3378 3401",21,"76.19%","85.71%"
"Cluster_2973","lncRNA_5425",-0.92029384821718,0.0266876262309256,0.639397210042879,160,-24.28,"2 21","198 219",19,"63.16%","84.21%"
"Cluster_2973","lncRNA_5431",0.897480387586739,0.0387927429590072,0.68185636513939,163,-21.93,"2 18","587 607",16,"81.25%","93.75%"
"Cluster_2973","lncRNA_5805",0.886130739584519,0.0453297289759427,0.700647615019638,158,-21.46,"2 21","25293 25317",22,"72.73%","77.27%"
"Cluster_2973","lncRNA_6287",0.918292844214857,0.0276903479122319,0.642033617097951,154,-20.05,"2 21","26107 26131",22,"68.18%","77.27%"
"Cluster_2973","lncRNA_6565",0.933717651839731,0.0202798631123298,0.624799330937975,160,-20.01,"2 13","994 1015",11,"100.00%","100.00%"
"Cluster_2973","lncRNA_6968",0.904238611145653,0.035057490523183,0.670539811452261,155,-21.69,"2 18","152 176",19,"73.68%","84.21%"
"Cluster_2973","lncRNA_7749",0.951019095443265,0.0129168693191743,0.613674961855994,162,-20.2,"2 21","1776 1796",19,"68.42%","89.47%"
"Cluster_2973","lncRNA_8183",0.93606874355577,0.0192173970458507,0.620856779639006,159,-23.07,"2 21","10695 10717",20,"70.00%","80.00%"
"Cluster_3392","lncRNA_1020",0.910563642731318,0.0316731545222375,0.658051432792322,170,-24.16,"2 20","1672 1694",19,"73.68%","94.74%"
"Cluster_3392","lncRNA_10655",0.916915413605858,0.0283874729414827,0.64564755401053,168,-23.78,"2 21","5072 5093",19,"73.68%","84.21%"
"Cluster_3392","lncRNA_12857",0.981878876808572,0.00292030029141973,0.613674961855994,161,-21.26,"2 18","1343 1364",16,"68.75%","93.75%"
"Cluster_3392","lncRNA_14033",0.932940249626921,0.0206352298333866,0.624799330937975,154,-21.14,"2 21","205 232",25,"64.00%","76.00%"
"Cluster_3392","lncRNA_14673",0.946105322898921,0.0148973925801464,0.613674961855994,162,-20.06,"2 20","746 768",19,"73.68%","84.21%"
"Cluster_3392","lncRNA_14674",0.970749816106807,0.00597877293889579,0.613674961855994,162,-20.06,"2 20","500 522",19,"73.68%","84.21%"
"Cluster_3392","lncRNA_2648",0.881585758675627,0.0480365071627058,0.707715258793672,176,-26.16,"2 21","2396 2417",19,"73.68%","94.74%"
"Cluster_3392","lncRNA_3183",0.894169945603563,0.0406658886804265,0.685537636722762,162,-21.89,"2 20","241 264",20,"75.00%","80.00%"
"Cluster_3392","lncRNA_5307",0.882970474587921,0.0472065788279442,0.705716313000154,175,-21.41,"2 21","15430 15452",20,"85.00%","85.00%"
"Cluster_3392","lncRNA_5307",0.882970474587921,0.0472065788279442,0.705716313000154,175,-21.41,"2 21","565 587",20,"85.00%","85.00%"
"Cluster_3392","lncRNA_5361",-0.887903879583904,0.0442873016388149,0.698012265235154,180,-23.3,"2 21","5282 5303",19,"84.21%","89.47%"
"Cluster_3392","lncRNA_5363",-0.914745988714718,0.0294966653308286,0.649780695857533,180,-23.3,"2 21","3356 3377",19,"84.21%","89.47%"
"Cluster_3392","lncRNA_5861",0.920642090856781,0.0265143390088243,0.639131614473007,150,-23.01,"2 21","17627 17656",27,"62.96%","70.37%"
"Cluster_3392","lncRNA_5861",0.920642090856781,0.0265143390088243,0.639131614473007,150,-23.18,"2 21","26421 26450",27,"62.96%","70.37%"
"Cluster_3392","lncRNA_5861",0.920642090856781,0.0265143390088243,0.639131614473007,150,-23.18,"2 21","32025 32054",27,"62.96%","70.37%"
"Cluster_3392","lncRNA_6410",0.885711823240537,0.0455771299769148,0.701449530666831,157,-21.44,"2 19","47250 47272",18,"66.67%","88.89%"
"Cluster_3392","lncRNA_7216",0.96604344446893,0.0074729967275603,0.613674961855994,166,-23.05,"2 21","585 605",19,"73.68%","89.47%"
"Cluster_360","lncRNA_2628",-0.907595622896977,0.0332475514691692,0.663026972654312,162,-22.25,"2 15","13187 13208",13,"84.62%","100.00%"
"Cluster_360","lncRNA_2629",-0.907595622896977,0.0332475514691692,0.663026972654312,162,-22.25,"2 15","13187 13208",13,"84.62%","100.00%"
"Cluster_360","lncRNA_2630",-0.887358517130958,0.0446071003295431,0.698726512977878,162,-22.25,"2 15","13187 13208",13,"84.62%","100.00%"
"Cluster_360","lncRNA_2631",-0.887358517130958,0.0446071003295431,0.698726512977878,162,-22.25,"2 15","13178 13199",13,"84.62%","100.00%"
"Cluster_3661","lncRNA_12306",-0.89433489105273,0.0405718937151865,0.685254901618441,150,-20.11,"2 21","24123 24147",22,"68.18%","72.73%"
"Cluster_3661","lncRNA_12906",-0.899398197848494,0.0377205444925429,0.679769954537747,168,-22.11,"2 21","63 84",19,"68.42%","89.47%"
"Cluster_3661","lncRNA_13498",-0.893303250670688,0.0411609143093111,0.687362425154214,163,-22.08,"2 19","40434 40455",18,"83.33%","88.89%"
"Cluster_3661","lncRNA_15545",-0.932045847458268,0.0210465455740855,0.624799330937975,163,-20.51,"2 21","13061 13084",21,"66.67%","85.71%"
"Cluster_3661","lncRNA_15545",-0.932045847458268,0.0210465455740855,0.624799330937975,163,-20.51,"2 21","27259 27282",21,"66.67%","85.71%"
"Cluster_3661","lncRNA_15545",-0.932045847458268,0.0210465455740855,0.624799330937975,163,-20.51,"2 21","41456 41479",21,"66.67%","85.71%"
"Cluster_3661","lncRNA_15546",-0.943384545281004,0.0160329495773268,0.613674961855994,163,-20.51,"2 21","13085 13108",21,"66.67%","85.71%"
"Cluster_3661","lncRNA_15546",-0.943384545281004,0.0160329495773268,0.613674961855994,163,-20.51,"2 21","22990 23013",21,"66.67%","85.71%"
"Cluster_3661","lncRNA_2531",-0.894310194610833,0.0405859626963076,0.685279758819856,165,-21.36,"2 20","7407 7427",18,"83.33%","83.33%"
"Cluster_3661","lncRNA_2961",-0.88939789454031,0.0434149664839306,0.695038647489439,145,-22.2,"2 19","1785 1812",23,"60.87%","69.57%"
"Cluster_3661","lncRNA_7225",0.92514514890713,0.0243067218725966,0.629971206850763,159,-21.79,"2 17","5637 5659",16,"81.25%","87.50%"
"Cluster_3661","lncRNA_7225",0.92514514890713,0.0243067218725966,0.629971206850763,159,-21.79,"2 17","930 952",16,"81.25%","87.50%"
"Cluster_3661","lncRNA_7978",-0.902937470113496,0.0357672080333021,0.673256943131482,158,-22.05,"2 21","37 62",23,"69.57%","78.26%"
"Cluster_3661","lncRNA_928",-0.91661649487256,0.0285394920684837,0.646486217851368,164,-20.09,"2 20","2216 2235",18,"77.78%","88.89%"
"Cluster_3661","lncRNA_9439",-0.962196669303572,0.008773055126675,0.613674961855994,153,-22.57,"2 21","772 795",22,"68.18%","77.27%"
"Cluster_3661","lncRNA_9440",-0.962196669303572,0.008773055126675,0.613674961855994,153,-22.57,"2 21","772 795",22,"68.18%","77.27%"
"Cluster_3661","lncRNA_9516",-0.945100038375257,0.0153137950625889,0.613674961855994,173,-28.25,"2 18","4199 4220",16,"81.25%","100.00%"
"Cluster_390","lncRNA_11207",0.994817067226929,0.00044756827545983,0.613674961855994,176,-20.46,"2 21","4411 4432",19,"84.21%","84.21%"
"Cluster_390","lncRNA_11241",0.929728387475887,0.0221244365861216,0.628616000372692,146,-20.57,"2 21","1637 1664",25,"60.00%","72.00%"
"Cluster_390","lncRNA_11989",0.884602906088041,0.0462340827110331,0.703695337987991,162,-21.47,"2 20","104 126",19,"68.42%","89.47%"
"Cluster_390","lncRNA_130",0.885157493428643,0.0459051577422959,0.702188935449414,164,-21.47,"2 21","7228 7249",19,"73.68%","78.95%"
"Cluster_390","lncRNA_1948",0.956110230846485,0.0109647519292314,0.613674961855994,167,-20.73,"2 20","3780 3801",18,"77.78%","83.33%"
"Cluster_390","lncRNA_2968",0.95835473297192,0.0101379616568118,0.613674961855994,158,-21.42,"2 21","8183 8203",19,"68.42%","84.21%"
"Cluster_390","lncRNA_2969",0.954653599163832,0.0115125570484691,0.613674961855994,158,-21.42,"2 21","5080 5100",19,"68.42%","84.21%"
"Cluster_390","lncRNA_5780",0.900791414021472,0.0369476693841182,0.676785814013801,163,-21.09,"2 20","38418 38439",18,"66.67%","88.89%"
"Cluster_4039","lncRNA_10197",0.92131942149055,0.0261783396736082,0.637667960582914,153,-22.84,"2 21","10589 10616",25,"72.00%","72.00%"
